,Price,Width of the Display,Height of the Display,Hard Drive Capacity,SSD Capacity,Ram Size,Processor Speed,Screen Size (inch)
0,303.8,2160.0,1440.0,512.0,1.0,8.0,3.8,14.0
1,400.0,1920.0,1080.0,2.0,240.0,8.0,4.2,14.0
2,175.0,1920.0,1080.0,500.0,500.0,16.0,2.4,14.0
3,85.0,1366.0,768.0,16.0,240.0,4.0,2.4,11.6
4,101.25,1366.0,768.0,256.0,256.0,8.0,1.4,12.5
5,50.0,1366.0,768.0,256.0,16.0,4.0,1.6,11.6
6,39.6,1920.0,1080.0,16.0,16.0,4.0,1.6,11.6
7,35.0,1920.0,1080.0,16.0,240.0,2.0,1.0,11.6
8,280.0,1920.0,1080.0,512.0,500.0,16.0,2.8,14.0
9,125.0,1920.0,1080.0,256.0,64.0,8.0,2.1,14.0
10,138.0,1920.0,1080.0,256.0,128.0,16.0,1.7,14.0
11,430.5,1920.0,1080.0,256.0,240.0,8.0,0.0,13.3
12,70.0,1366.0,768.0,256.0,32.0,4.0,1.1,11.6
13,152.0,1920.0,1080.0,256.0,256.0,8.0,2.8,14.1
14,244.0,2160.0,1440.0,512.0,512.0,8.0,3.8,14.0
15,170.0,1920.0,1080.0,128.0,128.0,8.0,0.0,2.0
16,218.0,1920.0,1080.0,256.0,512.0,16.0,1.6,15.6
17,130.0,1366.0,768.0,128.0,128.0,4.0,1.1,11.0
18,40.0,1366.0,768.0,16.0,16.0,4.0,1.6,11.6
19,393.0,1920.0,1080.0,2.0,240.0,8.0,4.2,14.0
20,625.0,2560.0,1600.0,1.0,1.0,32.0,4.4,16.0
21,315.0,1920.0,1080.0,256.0,512.0,16.0,2.3,14.0
22,200.0,1920.0,1080.0,256.0,256.0,8.0,2.6,12.5
23,227.4,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
24,300.0,3000.0,2000.0,256.0,512.0,16.0,1.6,13.0
25,60.0,2160.0,1440.0,128.0,128.0,4.0,1.9,12.0
26,45.0,1366.0,768.0,256.0,16.0,4.0,1.1,11.6
27,439.0,1920.0,1080.0,2.0,2.0,32.0,0.0,15.6
28,206.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
29,345.0,1920.0,1080.0,512.0,512.0,16.0,3.1,15.6
30,242.0,1920.0,1080.0,512.0,512.0,16.0,0.0,15.6
31,420.0,1920.0,1080.0,2.0,240.0,8.0,4.2,14.0
32,73.0,1366.0,768.0,256.0,128.0,8.0,1.6,11.6
33,209.0,1920.0,1080.0,256.0,512.0,16.0,2.5,15.6
34,150.0,1920.0,1080.0,256.0,256.0,8.0,0.0,14.1
35,799.0,2560.0,1600.0,256.0,512.0,16.0,3.5,16.0
36,100.0,1920.0,1080.0,256.0,256.0,8.0,1.9,14.0
37,219.0,1920.0,1080.0,512.0,512.0,16.0,0.0,15.61
38,152.5,1366.0,768.0,256.0,256.0,8.0,1.6,14.0
39,269.5,2256.0,1504.0,12.0,512.0,12.0,2.8,13.5
40,130.0,1920.0,1080.0,256.0,256.0,16.0,0.0,14.0
41,489.0,1920.0,1080.0,512.0,512.0,16.0,0.0,15.6
42,120.0,1920.0,1080.0,8.0,240.0,8.0,2.4,14.0
43,550.0,1920.0,1080.0,256.0,512.0,16.0,0.0,17.3
44,29.98,1366.0,768.0,16.0,16.0,16.0,2.16,14.0
45,145.0,1920.0,1080.0,256.0,512.0,8.0,2.3,15.6
46,160.0,1920.0,1080.0,256.0,256.0,8.0,2.3,15.6
47,85.0,1366.0,768.0,16.0,16.0,4.0,0.0,11.6
48,69.6,1920.0,1080.0,256.0,256.0,256.0,0.0,12.5
49,70.0,1366.0,768.0,16.0,16.0,4.0,1.6,11.6
50,49.0,1366.0,768.0,16.0,16.0,4.0,1.6,11.6
51,130.0,1920.0,1080.0,256.0,256.0,8.0,2.6,12.5
52,135.0,1920.0,1080.0,256.0,240.0,8.0,0.0,14.0
53,81.0,1366.0,768.0,320.0,120.0,4.0,2.5,12.5
54,103.75,3000.0,2000.0,512.0,240.0,1.0,2.6,13.5
55,200.0,1920.0,1080.0,256.0,256.0,8.0,2.5,15.6
56,288.0,1920.0,1080.0,256.0,512.0,8.0,2.8,12.5
57,105.0,1920.0,1080.0,256.0,256.0,8.0,2.6,14.0
58,39.94,1366.0,768.0,16.0,16.0,4.0,1.6,13.3
59,90.0,1366.0,768.0,128.0,128.0,8.0,2.3,11.6
60,599.0,1920.0,1080.0,1.0,1.0,20.0,4.2,15.6
61,800.0,1920.0,1080.0,500.0,500.0,8.0,1.73,18.4
62,170.0,1920.0,1080.0,500.0,500.0,16.0,2.4,14.0
63,239.0,1920.0,1080.0,256.0,512.0,16.0,2.7,15.6
64,169.0,1920.0,1080.0,256.0,256.0,8.0,1.8,13.3
65,290.0,1920.0,1080.0,500.0,500.0,32.0,2.6,14.0
66,90.0,1920.0,1080.0,256.0,240.0,8.0,0.0,14.0
67,105.0,1920.0,1080.0,180.0,240.0,8.0,2.6,12.5
68,409.0,2736.0,1824.0,256.0,256.0,8.0,2.4,12.3
69,200.0,1920.0,1080.0,256.0,256.0,8.0,2.4,14.0
70,55.0,1920.0,1200.0,256.0,32.0,8.0,2.0,10.1
71,225.0,1920.0,1200.0,12.0,512.0,12.0,2.8,15.6
72,659.0,1920.0,1080.0,256.0,512.0,8.0,2.1,15.6
73,229.0,1920.0,1080.0,512.0,512.0,16.0,1.7,14.0
74,210.0,1920.0,1080.0,512.0,512.0,16.0,0.0,15.6
75,180.0,2560.0,1440.0,512.0,512.0,16.0,2.6,14.1
76,675.0,2160.0,1440.0,256.0,240.0,16.0,2.4,12.0
77,125.94,1366.0,768.0,256.0,240.0,8.0,2.4,14.0
78,90.0,1366.0,768.0,256.0,128.0,4.0,2.2,13.0
79,271.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
80,999.0,1920.0,1080.0,256.0,256.0,8.0,1.6,15.6
81,229.0,1920.0,1080.0,256.0,256.0,16.0,1.7,14.0
82,293.0,1920.0,1080.0,256.0,256.0,8.0,1.8,15.6
83,185.0,1920.0,1080.0,256.0,512.0,16.0,1.7,14.0
84,259.0,1366.0,768.0,256.0,256.0,8.0,2.1,11.6
85,115.0,1920.0,1080.0,256.0,240.0,8.0,0.0,7.2
86,41.0,1366.0,768.0,32.0,32.0,4.0,2.48,11.6
87,75.0,1366.0,768.0,256.0,128.0,4.0,1.1,11.6
88,510.0,1920.0,1080.0,256.0,256.0,16.0,0.0,14.0
89,170.0,1366.0,768.0,128.0,128.0,4.0,1.1,14.0
90,59.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
91,44.75,1366.0,768.0,32.0,32.0,4.0,1.1,11.6
92,209.0,1920.0,1080.0,256.0,240.0,8.0,0.0,14.1
93,180.0,1920.0,1080.0,16.0,16.0,4.0,0.0,11.6
94,220.0,1920.0,1080.0,500.0,500.0,16.0,2.6,12.5
95,260.0,1920.0,1080.0,512.0,512.0,16.0,1.9,13.3
96,59.4,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
97,306.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
98,73.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
99,389.8,1280.0,720.0,256.0,480.0,8.0,0.0,14.0
100,107.44,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
101,1179.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
102,300.0,1366.0,768.0,256.0,256.0,12.0,2.0,14.0
103,69.0,1280.0,800.0,256.0,240.0,3.0,2.0,14.0
104,244.8,1366.0,768.0,256.0,256.0,16.0,1.6,14.0
105,10.52,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
106,370.0,1920.0,1080.0,256.0,256.0,8.0,1.6,13.3
107,270.0,1920.0,1200.0,256.0,256.0,8.0,1.2,14.0
108,64.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
109,65.06,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
110,61.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
111,26.05,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
112,384.5,1280.0,720.0,256.0,480.0,8.0,2.6,14.0
113,13.02,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
114,24.25,1920.0,1080.0,256.0,240.0,8.0,0.0,15.6
115,470.5,1920.0,1080.0,256.0,240.0,8.0,2.8,12.5
116,90.0,1920.0,1080.0,128.0,128.0,4.0,1.1,14.0
117,420.0,1920.0,1080.0,256.0,256.0,8.0,0.0,14.1
118,7.26,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
119,199.0,1920.0,1080.0,256.0,128.0,8.0,1.2,11.6
120,200.0,2256.0,1504.0,256.0,256.0,8.0,2.5,13.5
121,390.0,1920.0,1080.0,256.0,256.0,8.0,2.4,15.6
122,582.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
123,42.3,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
124,405.5,1280.0,720.0,256.0,240.0,8.0,3.0,13.3
125,298.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
126,81.4,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
127,380.0,1920.0,1080.0,256.0,240.0,8.0,0.0,15.6
128,125.0,1280.0,800.0,160.0,240.0,3.0,2.0,15.4
129,111.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
130,78.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
131,32.56,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
132,250.0,1920.0,1080.0,256.0,256.0,8.0,2.1,15.6
133,344.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
134,405.5,1280.0,720.0,256.0,240.0,8.0,3.0,13.3
135,140.0,1366.0,768.0,64.0,64.0,4.0,1.1,14.0
136,759.0,1920.0,1080.0,256.0,256.0,8.0,0.0,13.0
137,1197.0,1920.0,1200.0,256.0,512.0,16.0,1.7,14.0
138,400.0,1920.0,1080.0,256.0,240.0,8.0,0.0,15.6
139,96.56,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
140,26.16,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
141,425.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
142,461.8,1280.0,720.0,500.0,120.0,8.0,3.0,14.0
143,216.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
144,487.5,1920.0,1080.0,256.0,240.0,8.0,2.8,12.5
145,449.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
146,487.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
147,530.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
148,354.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
149,859.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
150,1724.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
151,812.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
152,70.3,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
153,22.34,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
154,269.5,1920.0,1080.0,256.0,240.0,4.0,2.5,8.43
155,92.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
156,240.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
157,357.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
158,436.0,1280.0,720.0,256.0,240.0,8.0,3.0,13.3
159,144.0,1600.0,900.0,240.0,240.0,4.0,2.5,14.0
160,430.2,1920.0,1080.0,256.0,240.0,8.0,2.8,12.5
161,276.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
162,165.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
163,323.8,1280.0,720.0,256.0,120.0,8.0,2.6,14.0
164,88.7,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
165,110.06,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
166,475.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
167,48.84,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
168,627.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
169,443.8,1920.0,1080.0,256.0,240.0,8.0,2.3,12.5
170,650.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
171,94.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
172,269.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
173,425.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
174,546.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
175,1752.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
176,2108.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
177,93.75,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
178,81.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
179,113.75,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
180,358.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
181,301.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
182,103.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
183,108.06,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
184,91.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
185,106.56,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
186,85.75,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
187,93.25,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
188,81.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
189,41.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
190,296.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
191,84.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
192,75.0,1920.0,1080.0,200.0,240.0,4.0,2.7,14.0
193,166.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
194,456.8,1280.0,720.0,256.0,120.0,8.0,3.0,13.3
195,959.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
196,27.12,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
197,314.5,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
198,400.2,1920.0,1080.0,256.0,240.0,8.0,2.3,14.0
199,214.8,1366.0,768.0,256.0,240.0,8.0,1.6,14.0
200,708.0,1920.0,1080.0,256.0,480.0,8.0,3.0,14.0
201,326.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
202,329.8,1280.0,720.0,256.0,256.0,8.0,3.0,13.3
203,110.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
204,304.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
205,162.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
206,67.06,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
207,382.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
208,85.7,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
209,651.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
210,104.94,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
211,1703.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
212,127.75,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
213,1291.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
214,731.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
215,827.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
216,310.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
217,335.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
218,203.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
219,101.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
220,62.94,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
221,116.25,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
222,20.78,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
223,104.44,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
224,667.5,1280.0,720.0,256.0,960.0,8.0,0.0,15.6
225,332.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
226,339.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
227,131.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
228,29.86,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
229,1132.0,1920.0,1080.0,256.0,2.0,8.0,0.0,14.0
230,60.78,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
231,453.8,1280.0,720.0,256.0,240.0,8.0,2.4,13.3
232,70.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
233,354.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
234,571.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
235,283.2,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
236,318.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
237,100.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
238,325.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
239,47.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
240,338.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
241,445.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
242,596.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
243,117.06,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
244,342.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
245,639.0,1280.0,720.0,256.0,240.0,8.0,0.0,15.6
246,89.25,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
247,512.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
248,335.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
249,559.5,1280.0,720.0,256.0,2.0,8.0,2.7,14.0
250,352.5,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
251,341.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
252,691.5,1920.0,1080.0,256.0,960.0,8.0,3.0,15.6
253,405.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
254,95.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
255,116.56,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
256,21.8,1920.0,1080.0,256.0,240.0,8.0,0.0,14.1
257,626.0,1920.0,1080.0,256.0,240.0,8.0,3.0,14.0
258,481.8,1280.0,720.0,256.0,480.0,8.0,3.0,13.3
259,389.8,1280.0,720.0,256.0,240.0,8.0,0.0,14.0
260,516.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
261,85.06,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
262,500.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
263,462.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
264,28.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
265,491.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
266,392.0,1280.0,720.0,256.0,480.0,8.0,2.6,14.0
267,383.5,1280.0,720.0,256.0,120.0,8.0,3.0,13.3
268,568.5,1920.0,1080.0,256.0,960.0,8.0,2.3,12.5
269,573.0,1280.0,720.0,256.0,960.0,8.0,3.0,15.6
270,142.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
271,10.85,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
272,80.75,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
273,23.88,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
274,251.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
275,451.5,1280.0,720.0,256.0,960.0,8.0,2.6,14.0
276,80.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
277,478.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
278,766.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
279,221.2,1366.0,768.0,256.0,240.0,8.0,0.0,15.6
280,399.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
281,45.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
282,92.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
283,1463.0,1920.0,1080.0,256.0,4.0,8.0,2.8,12.5
284,373.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
285,416.2,1280.0,720.0,256.0,480.0,8.0,2.6,14.0
286,394.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
287,382.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
288,293.2,1280.0,720.0,256.0,120.0,8.0,2.6,14.0
289,783.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
290,727.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
291,699.0,1920.0,1080.0,2.0,2.0,64.0,4.4,15.6
292,391.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
293,411.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
294,229.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
295,199.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
296,542.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
297,548.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
298,655.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
299,464.5,1280.0,720.0,256.0,120.0,8.0,2.4,13.0
300,334.2,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
301,112.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
302,114.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
303,123.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
304,457.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
305,89.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
306,58.56,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
307,130.4,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
308,318.0,1920.0,1080.0,256.0,240.0,8.0,0.0,17.3
309,88.25,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
310,103.25,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
311,2506.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
312,309.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
313,526.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
314,543.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
315,2288.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
316,377.8,1280.0,720.0,256.0,240.0,8.0,0.0,14.0
317,382.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
318,307.2,1280.0,720.0,256.0,120.0,8.0,0.0,14.0
319,86.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
320,1077.0,1920.0,1080.0,16.0,512.0,8.0,0.0,13.5
321,58.62,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
322,53.16,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
323,85.25,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
324,363.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
325,91.7,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
326,449.8,1920.0,1080.0,256.0,960.0,8.0,2.8,14.0
327,289.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
328,313.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
329,22.06,1920.0,1080.0,256.0,240.0,8.0,0.0,15.0
330,374.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
331,59.22,1024.0,576.0,256.0,240.0,8.0,0.0,8.43
332,272.0,1280.0,720.0,256.0,120.0,8.0,3.0,14.0
333,39.12,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
334,45.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
335,27.94,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
336,469.0,1280.0,720.0,256.0,960.0,8.0,3.1,14.0
337,200.0,1920.0,1080.0,256.0,240.0,8.0,0.0,14.0
338,107.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
339,652.0,1920.0,1080.0,256.0,960.0,8.0,2.8,12.5
340,422.5,1280.0,720.0,256.0,480.0,8.0,0.0,14.0
341,79.4,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
342,27.58,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
343,235.0,1920.0,1080.0,256.0,256.0,8.0,2.4,14.0
344,571.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
345,526.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
346,214.8,1366.0,768.0,256.0,256.0,8.0,1.6,14.0
347,103.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
348,485.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
349,60.06,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
350,93.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
351,113.25,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
352,32.44,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
353,46.06,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
354,336.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
355,426.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
356,303.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
357,63.7,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
358,460.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
359,380.0,1920.0,1080.0,256.0,240.0,8.0,0.0,15.6
360,394.0,1280.0,720.0,256.0,240.0,8.0,3.0,13.3
361,75.94,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
362,203.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
363,81.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
364,85.25,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
365,319.5,1920.0,1080.0,256.0,240.0,8.0,3.1,14.0
366,3156.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
367,339.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
368,440.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
369,381.5,1280.0,720.0,256.0,480.0,8.0,3.0,14.0
370,314.5,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
371,408.2,1280.0,720.0,256.0,480.0,8.0,2.6,14.0
372,91.3,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
373,481.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
374,222.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
375,128.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
376,408.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
377,488.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
378,28.98,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
379,94.4,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
380,125.94,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
381,361.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
382,130.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
383,2130.0,1920.0,1080.0,256.0,120.0,8.0,1.8,14.0
384,462.8,1280.0,720.0,256.0,960.0,8.0,2.6,14.0
385,105.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
386,2270.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
387,26.52,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
