,Price,Width of the Display,Height of the Display,Hard Drive Capacity,SSD Capacity,Ram Size,Processor Speed,Screen Size (inch)
1103,517.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1104,607.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1105,465.5,1280.0,720.0,256.0,240.0,8.0,1.99,12.5
1106,772.5,1920.0,1080.0,256.0,480.0,8.0,0.0,14.0
1107,168.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1108,462.8,1280.0,720.0,256.0,960.0,8.0,2.6,14.0
1109,856.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1110,805.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1111,525.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1112,401.8,1920.0,1080.0,256.0,240.0,8.0,2.8,12.5
1113,465.5,1280.0,720.0,256.0,240.0,8.0,1.99,12.5
1114,328.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1115,89.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1116,112.3,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1117,127.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1118,42.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1119,444.5,1920.0,1080.0,256.0,240.0,8.0,2.8,12.5
1120,93.94,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1121,656.5,1920.0,1080.0,256.0,2.0,8.0,2.8,14.0
1122,334.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1123,205.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1124,141.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1125,707.5,1280.0,720.0,256.0,2.0,8.0,2.3,13.3
1126,336.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1127,129.6,1366.0,768.0,256.0,256.0,8.0,2.4,14.0
1128,58.97,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1129,334.5,1280.0,720.0,256.0,120.0,8.0,0.0,14.0
1130,94.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1131,323.0,1280.0,720.0,256.0,240.0,8.0,0.0,13.3
1132,280.0,1280.0,720.0,256.0,240.0,8.0,3.0,14.0
1133,119.06,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1134,22.0,1920.0,1080.0,256.0,240.0,8.0,0.0,15.0
1135,90.44,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1136,499.0,1280.0,720.0,256.0,2.0,8.0,2.6,14.0
1137,87.56,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1138,49.62,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1139,82.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1140,69.25,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1141,463.2,1920.0,1080.0,256.0,480.0,8.0,2.3,12.5
1142,95.3,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1143,427.2,1280.0,720.0,256.0,120.0,8.0,1.99,12.5
1144,104.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1145,264.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1146,75.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1147,205.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1148,61.12,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1149,451.5,1920.0,1080.0,256.0,240.0,8.0,2.8,12.5
1150,339.8,1280.0,720.0,256.0,240.0,8.0,0.0,14.0
1151,27.77,1920.0,1080.0,256.0,240.0,8.0,0.0,15.4
1152,329.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1153,469.0,1280.0,720.0,256.0,960.0,8.0,3.1,14.0
1154,206.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1155,258.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1156,444.5,1920.0,1080.0,256.0,240.0,8.0,2.8,12.5
1157,636.5,1920.0,1080.0,256.0,240.0,8.0,3.0,14.0
1158,226.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1159,628.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1160,584.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1161,157.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1162,105.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1163,341.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1164,523.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1165,475.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1166,50.78,1024.0,600.0,256.0,240.0,8.0,0.0,8.43
1167,462.8,1280.0,720.0,256.0,120.0,8.0,0.0,13.3
1168,335.8,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
1169,541.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1170,473.8,1280.0,720.0,256.0,480.0,8.0,3.0,13.3
1171,100.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1172,69.75,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1173,303.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1174,463.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1175,818.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1176,433.5,1280.0,720.0,256.0,120.0,8.0,1.99,12.5
1177,437.2,1280.0,720.0,256.0,960.0,8.0,3.0,14.0
1178,424.8,1920.0,1080.0,256.0,120.0,8.0,2.8,12.5
1179,93.44,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1180,423.5,1920.0,1080.0,256.0,240.0,8.0,2.8,12.5
1181,355.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1182,132.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1183,133.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1184,74.56,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1185,454.0,1920.0,1080.0,256.0,120.0,8.0,3.0,15.6
1186,131.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1187,109.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1188,71.25,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1189,427.0,1280.0,720.0,256.0,240.0,8.0,3.0,15.6
1190,405.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1191,564.5,1280.0,720.0,256.0,960.0,8.0,3.0,15.6
1192,86.3,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1193,346.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1194,397.8,1280.0,720.0,256.0,240.0,8.0,3.0,14.0
1195,71.44,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1196,127.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1197,345.2,1280.0,720.0,256.0,240.0,8.0,2.7,14.0
1198,422.8,1920.0,1080.0,256.0,240.0,8.0,2.8,12.5
1199,72.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1200,591.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1201,86.75,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1202,445.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1203,633.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1204,314.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1205,278.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1206,519.5,1920.0,1080.0,256.0,240.0,8.0,3.0,15.6
1207,396.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1208,552.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1209,10.85,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1210,412.0,1280.0,720.0,256.0,480.0,8.0,2.3,13.3
1211,458.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1212,497.2,1280.0,720.0,256.0,480.0,8.0,1.99,12.5
1213,321.2,1280.0,720.0,256.0,120.0,8.0,2.6,14.0
1214,512.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1215,458.0,1280.0,720.0,256.0,240.0,8.0,3.0,14.0
1216,462.8,1366.0,768.0,500.0,500.0,8.0,2.5,13.3
1217,378.5,1280.0,720.0,256.0,256.0,8.0,0.0,14.0
1218,378.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1219,466.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1220,204.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1221,379.2,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
1222,487.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1223,538.5,1920.0,1080.0,256.0,120.0,8.0,1.49,15.6
1224,2326.0,1920.0,1080.0,256.0,2.0,8.0,1.8,14.0
1225,571.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1226,90.75,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1227,453.8,1600.0,900.0,128.0,128.0,8.0,2.1,14.0
1228,453.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1229,590.0,1280.0,720.0,256.0,960.0,8.0,3.0,14.0
1230,110.0,1920.0,1080.0,256.0,128.0,4.0,2.3,14.0
1231,458.0,1280.0,720.0,256.0,240.0,8.0,3.0,14.0
1232,284.8,1920.0,1080.0,256.0,256.0,8.0,2.4,14.0
1233,265.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1234,317.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1235,110.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1236,578.0,1920.0,1080.0,256.0,120.0,8.0,3.0,14.0
1237,619.0,1920.0,1080.0,256.0,480.0,8.0,3.0,14.0
1238,121.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1239,78.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1240,282.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1241,299.8,1920.0,1080.0,250.0,240.0,8.0,2.4,14.0
1242,377.2,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
1243,414.2,1280.0,720.0,256.0,480.0,8.0,2.6,14.0
1244,534.0,1280.0,720.0,256.0,480.0,8.0,3.0,15.6
1245,200.0,1920.0,1080.0,512.0,512.0,8.0,2.4,14.0
1246,775.5,1280.0,720.0,256.0,2.0,8.0,0.0,15.6
1247,11.94,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1248,216.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1249,123.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1250,442.8,1280.0,720.0,256.0,240.0,8.0,1.99,12.5
1251,519.0,1920.0,1080.0,256.0,120.0,8.0,0.0,14.0
1252,112.44,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1253,92.6,1920.0,1080.0,256.0,240.0,8.0,0.0,15.6
1254,304.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1255,282.8,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
1256,92.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1257,494.2,1280.0,720.0,256.0,960.0,8.0,2.7,14.0
1258,21.88,1920.0,1080.0,256.0,240.0,8.0,0.0,14.0
1259,140.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1260,163.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1261,624.0,1920.0,1080.0,256.0,240.0,8.0,0.0,15.6
1262,473.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1263,470.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1264,358.5,1280.0,720.0,256.0,256.0,8.0,0.0,13.3
1265,281.2,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
1266,57.88,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1267,319.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1268,64.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1269,565.0,1920.0,1080.0,256.0,240.0,8.0,1.49,15.6
1270,1717.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1271,960.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1272,21.64,1920.0,1080.0,256.0,240.0,8.0,0.0,15.0
1273,996.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1274,390.0,1280.0,720.0,256.0,240.0,8.0,0.0,14.0
1275,389.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1276,307.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1277,396.8,1920.0,1080.0,256.0,120.0,8.0,2.8,12.5
1278,95.56,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1279,188.8,1920.0,1080.0,256.0,256.0,8.0,2.4,14.0
1280,114.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1281,242.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1282,650.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1283,324.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1284,1758.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1285,394.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1286,161.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1287,461.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1288,506.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1289,80.0,1366.0,768.0,500.0,500.0,4.0,1.9,14.0
1290,60.0,1920.0,1080.0,32.0,32.0,4.0,0.0,15.0
1291,47.0,1366.0,768.0,16.0,16.0,4.0,2.5,11.6
1292,107.56,1920.0,1080.0,64.0,240.0,8.0,0.0,10.5
1293,100.0,1024.0,768.0,500.0,240.0,4.0,2.5,15.6
1294,99.94,1920.0,1080.0,256.0,256.0,8.0,2.4,8.43
1295,450.0,1366.0,768.0,32.0,32.0,4.0,1.6,11.0
1296,175.0,2256.0,1504.0,128.0,128.0,8.0,1.2,13.5
1297,593.0,1920.0,1080.0,256.0,512.0,32.0,2.6,15.4
1298,140.0,1366.0,768.0,500.0,240.0,16.0,1.6,14.0
1299,69.6,1920.0,1080.0,256.0,256.0,256.0,0.0,12.5
1300,335.0,1920.0,1080.0,512.0,512.0,32.0,1.9,14.0
1301,79.0,1920.0,1080.0,250.0,250.0,4.0,2.3,14.0
1302,39.97,1920.0,1080.0,256.0,240.0,8.0,0.0,15.6
1303,49.0,1366.0,768.0,1.0,16.0,4.0,2.4,14.0
1304,73.0,1920.0,1080.0,500.0,500.0,8.0,2.1,14.0
1305,149.0,1280.0,800.0,256.0,128.0,4.0,2.0,14.0
1306,2378.0,1920.0,1080.0,1.0,1.0,32.0,0.0,18.0
1307,22.55,1920.0,1080.0,256.0,240.0,8.0,0.0,14.0
1308,500.0,1920.0,1080.0,256.0,256.0,16.0,2.3,14.0
1309,70.0,1920.0,1080.0,750.0,240.0,6.0,2.5,15.6
1310,990.0,2560.0,1600.0,256.0,1.0,16.0,2.9,17.0
1311,230.0,2256.0,1504.0,16.0,128.0,16.0,1.8,13.5
1312,118.1,2160.0,1440.0,256.0,128.0,4.0,2.3,12.0
1313,320.0,1920.0,1080.0,512.0,512.0,16.0,1.0,14.0
1314,75.0,1920.0,1080.0,500.0,500.0,4.0,0.0,15.6
1315,100.0,1920.0,1080.0,256.0,128.0,4.0,0.0,13.0
1316,75.0,1920.0,1080.0,320.0,240.0,4.0,1.6,14.0
1317,164.5,1920.0,1080.0,120.0,120.0,8.0,1.8,8.43
1318,350.0,1920.0,1080.0,256.0,512.0,16.0,1.9,14.0
1319,399.0,1920.0,1080.0,512.0,512.0,16.0,2.7,17.3
1320,100.0,1366.0,768.0,500.0,500.0,8.0,2.5,15.6
1321,200.0,1920.0,1080.0,64.0,64.0,8.0,1.7,14.0
1322,115.0,1366.0,768.0,256.0,256.0,8.0,2.3,15.6
1323,399.0,1920.0,1080.0,512.0,512.0,32.0,1.7,14.0
1324,93.0,2256.0,1504.0,128.0,128.0,8.0,2.6,13.5
1325,16.3,1920.0,1080.0,256.0,240.0,8.0,0.0,14.0
1326,180.0,1920.0,1080.0,256.0,256.0,8.0,2.4,14.0
1327,70.0,1920.0,1080.0,256.0,240.0,4.0,1.6,8.43
1328,725.0,1920.0,1080.0,256.0,256.0,16.0,1.3,13.5
1329,29.89,1920.0,1080.0,16.0,16.0,4.0,1.6,11.6
1330,38.0,1366.0,768.0,16.0,240.0,4.0,1.6,11.6
1331,184.1,1920.0,1080.0,256.0,256.0,8.0,2.7,15.6
1332,157.8,1920.0,1080.0,500.0,500.0,16.0,2.6,15.6
1333,396.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1334,74.3,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1335,74.44,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1336,109.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1337,574.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1338,89.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1339,135.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1340,22.22,1920.0,1080.0,256.0,240.0,8.0,0.0,15.4
1341,20.44,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1342,204.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1343,376.0,1920.0,1080.0,256.0,480.0,8.0,2.8,14.0
1344,104.7,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1345,93.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1346,433.0,1280.0,720.0,256.0,960.0,8.0,2.6,14.0
1347,254.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1348,59.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1349,184.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1350,225.0,1920.0,1080.0,256.0,256.0,8.0,2.9,15.6
1351,419.5,1280.0,720.0,256.0,128.0,8.0,3.0,13.3
1352,334.0,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
1353,56.56,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1354,105.44,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1355,114.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1356,101.94,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1357,91.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1358,314.5,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
1359,107.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1360,2680.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1361,89.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1362,462.8,1280.0,720.0,256.0,960.0,8.0,2.6,14.0
1363,85.4,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1364,414.8,1920.0,1080.0,256.0,120.0,8.0,2.3,12.5
1365,1533.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1366,770.5,1920.0,1080.0,256.0,240.0,8.0,2.8,12.5
1367,580.5,1920.0,1080.0,256.0,480.0,8.0,2.8,12.5
1368,339.5,1280.0,720.0,256.0,120.0,8.0,0.0,14.0
1369,82.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1370,247.4,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1371,548.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1372,494.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1373,511.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1374,227.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1375,511.8,1920.0,1080.0,256.0,480.0,8.0,2.3,12.5
1376,113.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1377,375.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1378,483.0,1280.0,720.0,256.0,120.0,8.0,0.0,13.3
1379,43.25,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1380,778.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1381,440.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1382,429.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1383,444.2,1280.0,720.0,256.0,960.0,8.0,2.6,14.0
1384,537.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1385,115.7,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1386,572.0,1920.0,1080.0,256.0,120.0,8.0,3.0,14.0
1387,571.0,1920.0,1080.0,256.0,480.0,8.0,3.0,14.0
1388,777.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1389,377.2,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
1390,589.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1391,225.0,1920.0,1080.0,512.0,512.0,12.0,2.5,15.6
1392,274.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1393,442.8,1280.0,720.0,256.0,120.0,8.0,0.0,13.3
1394,514.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1395,21.88,1920.0,1080.0,256.0,240.0,8.0,0.0,15.4
1396,536.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1397,829.5,1920.0,1080.0,256.0,2.0,8.0,1.49,15.6
1398,739.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1399,158.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1400,370.5,1920.0,1080.0,256.0,120.0,8.0,0.0,10.8
1401,842.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1402,203.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1403,968.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1404,203.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1405,1093.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1406,114.5,1366.0,768.0,256.0,240.0,8.0,0.0,14.0
1407,545.0,1280.0,720.0,256.0,2.0,8.0,2.7,14.0
1408,198.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1409,339.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1410,360.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1411,593.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1412,303.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1413,613.5,1920.0,1080.0,256.0,240.0,8.0,0.0,14.0
1414,406.0,1280.0,720.0,256.0,120.0,8.0,3.0,15.6
1415,371.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1416,559.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1417,766.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1418,313.8,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
1419,451.5,1920.0,1080.0,256.0,240.0,8.0,2.8,12.5
1420,335.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1421,463.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1422,641.5,1280.0,720.0,256.0,960.0,8.0,3.0,15.6
1423,436.0,1280.0,720.0,256.0,240.0,8.0,3.0,13.3
1424,633.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1425,117.06,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1426,580.5,1920.0,1080.0,256.0,480.0,8.0,1.49,15.6
1427,645.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1428,1666.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1429,820.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1430,845.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1431,182.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1432,439.0,1920.0,1080.0,256.0,120.0,8.0,2.8,12.5
1433,341.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1434,896.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1435,98.4,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1436,1748.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1437,66.56,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1438,380.2,1280.0,720.0,256.0,960.0,8.0,3.0,14.0
1439,3860.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1440,289.0,1920.0,1080.0,512.0,512.0,8.0,2.8,17.3
1441,48.0,1920.0,1080.0,2.0,16.0,16.0,2.16,11.6
1442,56.94,1920.0,1080.0,256.0,256.0,256.0,0.0,12.5
1443,93.0,1366.0,768.0,64.0,64.0,4.0,1.1,11.6
1444,699.0,2256.0,1504.0,256.0,256.0,16.0,0.0,15.0
1445,235.0,1920.0,1080.0,256.0,512.0,16.0,2.7,15.6
1446,188.0,1920.0,1080.0,256.0,2.0,8.0,2.6,15.6
1447,52.0,1366.0,768.0,16.0,16.0,4.0,1.6,11.6
1448,152.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1449,55.0,1920.0,1080.0,64.0,64.0,64.0,0.0,14.0
1450,420.0,1920.0,1080.0,256.0,256.0,16.0,2.3,14.0
1451,40.47,1366.0,768.0,16.0,16.0,4.0,2.5,11.6
1452,89.0,1920.0,1080.0,500.0,240.0,4.0,2.66,14.1
1453,100.0,1366.0,768.0,32.0,32.0,4.0,2.4,14.0
1454,172.0,1920.0,1080.0,256.0,256.0,8.0,1.9,14.0
1455,268.0,1920.0,1080.0,256.0,512.0,16.0,2.4,15.6
1456,259.8,2256.0,1504.0,256.0,256.0,8.0,1.5,13.5
1457,879.0,1920.0,1080.0,256.0,1.0,64.0,2.8,17.3
1458,919.0,1920.0,1080.0,512.0,512.0,8.0,2.3,15.6
1459,450.0,1920.0,1080.0,256.0,256.0,16.0,2.6,14.0
1460,60.0,1920.0,1080.0,256.0,32.0,4.0,1.6,14.0
1461,885.0,1366.0,768.0,128.0,128.0,4.0,1.1,11.6
1462,629.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
1463,140.0,1366.0,768.0,8.0,500.0,8.0,2.3,14.0
1464,145.0,1920.0,1080.0,500.0,240.0,16.0,0.0,12.0
1465,323.0,1920.0,1080.0,256.0,512.0,16.0,2.6,14.0
1466,210.0,1366.0,768.0,256.0,128.0,8.0,2.5,14.0
1467,120.0,1920.0,1080.0,256.0,240.0,8.0,0.0,15.6
1468,240.0,1920.0,1080.0,500.0,500.0,32.0,1.7,14.0
1469,190.8,1920.0,1080.0,256.0,256.0,8.0,1.7,15.6
1470,230.0,1920.0,1080.0,500.0,500.0,4.0,2.5,15.6
1471,215.0,1366.0,768.0,256.0,512.0,12.0,1.2,15.6
1472,79.1,1366.0,768.0,720.0,240.0,8.0,2.3,15.6
1473,599.0,1920.0,1080.0,1.0,1.0,16.0,2.4,15.6
1474,320.0,1920.0,1080.0,512.0,512.0,8.0,1.2,14.1
1475,226.5,1366.0,768.0,256.0,500.0,16.0,1.8,15.6
1476,599.0,1920.0,1080.0,256.0,240.0,8.0,0.0,15.0
1477,105.06,1280.0,720.0,256.0,128.0,8.0,1.6,14.0
1478,31.95,1920.0,1080.0,8.0,240.0,8.0,1.6,10.8
1479,75.0,1366.0,768.0,250.0,240.0,4.0,2.67,13.3
1480,189.0,1920.0,1080.0,256.0,256.0,16.0,1.6,14.0
