,BRAND,PRICE,GPU,OPERATING_SYSTEM,TOUCHSCREEN,BLUETOOTH,HARD_DRIVE,SSD_CAPACITY,DISPLAY,WEBCAM(BUILT-IN),COLOR
1448,hp,55.0,other,unknown,NO,NO,64,64,NO,NO,other
1449,lenovo,420.0,amd,windows,NO,NO,256,256,NO,NO,black
1450,samsung,40.47,intel,chrome,NO,NO,16,16,NO,YES,black
1451,dell,89.0,other,windows,NO,YES,500,240,NO,YES,silver
1452,hp,100.0,amd,chrome,NO,NO,32,32,NO,NO,blue
1453,hp,172.0,intel,windows,NO,YES,256,256,NO,YES,silver
1454,lenovo,268.0,nvidia,windows,NO,YES,256,512,NO,YES,black
1455,microsoft,259.8,intel,windows,NO,YES,256,256,NO,YES,silver
1456,dell,879.0,nvidia,windows,YES,YES,256,1,NO,YES,gray
1457,other,919.0,nvidia,windows,NO,YES,512,512,NO,YES,black
1458,hp,450.0,amd,windows,NO,YES,256,256,NO,YES,silver
1459,lenovo,60.0,amd,chrome,NO,YES,256,32,NO,YES,gray
1460,dell,885.0,intel,unknown,NO,NO,128,128,NO,YES,black
1461,dell,629.0,other,unknown,YES,NO,256,240,NO,NO,other
1462,dell,140.0,intel,windows,NO,NO,8,500,NO,NO,black
1463,lenovo,145.0,other,linux,NO,NO,500,240,NO,NO,black
1464,dell,323.0,intel,windows,NO,NO,256,512,NO,NO,other
1465,lenovo,210.0,amd,windows,YES,NO,256,128,YES,NO,black
1466,hp,120.0,other,unknown,NO,YES,256,240,YES,YES,other
1467,dell,240.0,intel,windows,NO,NO,500,500,NO,YES,black
1468,dell,190.8,other,windows,NO,NO,256,256,NO,NO,other
1469,lenovo,230.0,other,unknown,NO,NO,500,500,NO,NO,black
1470,lenovo,215.0,intel,windows,NO,NO,256,512,NO,YES,beige
1471,acer,79.1,nvidia,windows,NO,YES,720,240,NO,YES,other
1472,dell,599.0,intel,windows,NO,NO,1,1,NO,YES,black
1473,other,320.0,intel,windows,YES,YES,512,512,NO,YES,black
1474,hp,226.5,intel,windows,YES,NO,256,500,NO,NO,silver
1475,dell,599.0,other,windows,YES,YES,256,240,NO,YES,other
1476,acer,105.06,other,windows,NO,NO,256,128,NO,NO,other
1477,dell,31.95,intel,unknown,NO,NO,8,240,NO,YES,black
1478,dell,75.0,intel,windows,YES,NO,250,240,NO,NO,silver
1479,lenovo,189.0,intel,windows,NO,NO,256,256,NO,NO,black
1480,dell,180.5,other,windows,YES,YES,256,240,NO,YES,other
1481,lenovo,198.0,other,windows,NO,NO,256,256,NO,NO,other
1482,hp,686.0,nvidia,windows,NO,NO,512,512,NO,YES,other
1483,lenovo,164.2,other,windows,NO,NO,256,512,NO,NO,other
1484,acer,249.0,intel,windows,NO,NO,128,128,NO,NO,silver
1485,hp,50.0,other,chrome,NO,YES,32,32,NO,YES,gray
1486,hp,48.0,other,windows,NO,YES,128,128,NO,YES,other
1487,acer,190.0,other,windows,NO,NO,128,128,NO,NO,silver
1488,dell,100.0,other,windows,NO,NO,128,128,NO,NO,other
1489,samsung,150.0,intel,chrome,NO,NO,256,32,NO,NO,silver
1490,samsung,20.97,other,chrome,NO,YES,16,16,NO,NO,black
1491,lenovo,198.0,intel,windows,NO,NO,8,128,NO,NO,other
1492,dell,1330.0,intel,windows,NO,NO,256,256,NO,YES,black
1493,dell,1050.0,intel,windows,NO,NO,256,256,NO,NO,black
1494,lenovo,135.9,intel,windows,NO,NO,256,256,NO,NO,black
1495,dell,140.0,intel,windows,NO,YES,128,128,NO,YES,black
1496,other,110.0,other,windows,YES,YES,256,256,NO,YES,other
1497,lenovo,144.5,other,windows,NO,NO,256,256,NO,NO,other
1498,hp,329.2,other,windows,NO,NO,256,256,NO,NO,other
1499,hp,153.0,intel,windows,NO,NO,256,120,NO,NO,silver
1500,dell,399.0,intel,windows,NO,YES,256,256,NO,YES,black
1501,dell,899.0,other,windows,YES,YES,2,2,NO,NO,black
1502,microsoft,510.0,other,windows,NO,YES,256,256,NO,NO,black
1503,lenovo,420.0,intel,windows,YES,YES,256,256,NO,YES,black
1504,hp,115.6,amd,windows,NO,NO,256,256,NO,NO,other
1505,dell,97.7,other,windows,NO,YES,500,240,NO,YES,other
1506,dell,160.0,intel,windows,NO,YES,256,256,NO,YES,black
1507,dell,400.0,intel,windows,NO,YES,256,256,NO,YES,black
1508,hp,399.0,intel,windows,YES,YES,256,512,YES,YES,silver
1509,acer,629.0,nvidia,windows,YES,YES,512,512,NO,NO,black
1510,hp,839.5,other,windows,NO,YES,1,1,NO,YES,silver
1511,dell,130.0,other,chrome,NO,YES,256,16,NO,YES,black
1512,lenovo,550.0,intel,windows,NO,YES,256,256,NO,YES,silver
1513,dell,350.0,intel,windows,YES,YES,256,256,NO,YES,gray
1514,hp,85.0,other,unknown,NO,YES,8,240,NO,YES,other
1515,other,139.5,other,android,NO,NO,256,16,NO,NO,other
1516,microsoft,120.0,intel,windows,NO,NO,256,256,NO,NO,other
1517,samsung,29.0,intel,chrome,NO,NO,256,16,NO,NO,silver
1518,acer,58.0,intel,chrome,NO,YES,32,32,NO,YES,black
1519,hp,548.0,intel,windows,YES,YES,256,256,NO,NO,silver
1520,hp,525.0,nvidia,windows,NO,NO,512,512,NO,NO,silver
1521,lenovo,338.8,intel,windows,NO,YES,256,256,YES,YES,grey
1522,lenovo,300.0,other,windows,YES,NO,512,512,NO,YES,black
1523,hp,167.8,other,windows,NO,NO,12,256,NO,NO,pink
1524,microsoft,150.0,other,windows,NO,NO,128,128,NO,NO,silver
1525,lenovo,190.0,intel,windows,NO,NO,256,256,NO,NO,black
1526,dell,330.0,intel,windows,NO,YES,256,512,NO,YES,black
1527,other,40.0,other,chrome,NO,YES,16,16,NO,YES,gray
1528,other,77.0,amd,unknown,NO,YES,256,240,NO,YES,other
1529,acer,37.0,other,chrome,NO,NO,4,240,NO,NO,other
1530,dell,650.0,nvidia,windows,NO,NO,32,512,NO,NO,silver
1531,hp,88.94,intel,windows,NO,YES,256,256,NO,YES,other
1532,lenovo,35.0,intel,chrome,NO,NO,16,16,NO,NO,black
1533,hp,65.94,other,windows,YES,NO,500,500,NO,NO,other
1534,samsung,53.0,intel,windows,NO,NO,64,64,NO,NO,black
1535,dell,10.99,intel,windows,YES,NO,128,128,NO,NO,black
1536,hp,37.94,intel,chrome,NO,YES,16,16,NO,YES,black
1537,lenovo,125.0,other,windows,NO,YES,500,240,NO,YES,black
1538,dell,325.0,nvidia,windows,NO,NO,128,128,NO,NO,silver
1539,lenovo,616.5,intel,windows,NO,YES,512,512,NO,YES,gray
1540,dell,95.0,other,chrome,YES,YES,256,128,NO,YES,other
1541,dell,280.0,intel,windows,NO,NO,500,500,NO,NO,black
1542,hp,184.1,other,windows,NO,NO,256,240,NO,NO,other
1543,samsung,25.9,other,windows,NO,NO,64,64,NO,YES,silver
1544,dell,240.0,intel,windows,NO,NO,2,2,NO,NO,black
1545,dell,97.0,intel,chrome,NO,YES,16,16,YES,YES,other
1546,hp,780.0,intel,windows,NO,YES,1,4,NO,YES,silver
1547,asus,699.0,other,windows,NO,YES,512,512,NO,YES,silver
1548,lenovo,16.0,intel,chrome,NO,YES,256,16,NO,YES,black
1549,dell,119.0,other,windows,NO,YES,320,240,NO,YES,other
1550,dell,190.0,other,windows,NO,NO,256,1,NO,NO,other
1551,other,80.0,other,unknown,NO,YES,256,240,NO,YES,other
1552,samsung,350.0,intel,chrome,NO,NO,256,256,NO,NO,red
1553,hp,89.0,intel,windows,YES,YES,320,240,NO,NO,other
1554,hp,45.88,other,chrome,NO,NO,16,16,NO,NO,black
1555,lenovo,109.0,other,chrome,NO,YES,256,32,NO,YES,other
1556,other,216.5,other,unknown,NO,NO,256,240,NO,NO,other
1557,dell,170.9,other,windows,NO,NO,256,256,NO,NO,black
1558,lenovo,190.0,amd,windows,NO,NO,64,240,NO,YES,blue
1559,lenovo,339.0,nvidia,windows,YES,YES,256,1,NO,YES,black
1560,acer,629.0,nvidia,windows,NO,YES,512,512,NO,YES,black
1561,dell,300.0,other,windows,NO,YES,512,256,NO,YES,black
1562,asus,130.0,other,windows,NO,NO,1,1,NO,NO,other
1563,dell,131.2,other,windows,YES,NO,256,256,NO,NO,other
1564,other,140.0,intel,chrome,NO,NO,128,128,NO,NO,black
1565,dell,307.0,intel,windows,YES,YES,2,240,NO,YES,black
1566,hp,299.0,intel,windows,NO,YES,256,1,YES,YES,black
1567,dell,825.0,intel,windows,NO,YES,512,512,NO,YES,silver
1568,dell,449.0,other,windows,NO,YES,1,1,NO,YES,black
1569,dell,95.0,other,windows,NO,YES,250,240,YES,NO,other
1570,hp,198.0,intel,windows,NO,NO,256,128,NO,NO,silver
1571,dell,49.94,other,unknown,NO,YES,256,240,YES,YES,other
1572,dell,135.0,intel,windows,NO,NO,256,240,NO,NO,black
1573,lenovo,299.0,amd,windows,NO,YES,16,512,NO,YES,black
1574,dell,363.0,intel,windows,NO,YES,256,512,NO,YES,black
1575,dell,200.0,intel,unknown,YES,YES,256,240,NO,YES,black
1576,dell,140.0,other,windows,NO,YES,256,240,YES,YES,other
1577,dell,297.0,intel,windows,NO,NO,512,512,NO,NO,black
1578,lenovo,282.0,nvidia,windows,NO,YES,512,512,NO,YES,black
1579,lenovo,225.0,intel,windows,NO,NO,256,512,NO,YES,black
1580,hp,800.0,other,unknown,NO,YES,256,240,NO,YES,other
1581,dell,245.0,intel,windows,NO,NO,1,1,NO,NO,black
1582,lenovo,585.0,nvidia,windows,NO,YES,256,512,YES,YES,black
1583,dell,170.0,other,windows,NO,YES,256,240,NO,YES,other
1584,hp,494.2,other,windows,NO,NO,256,256,NO,NO,other
1585,dell,400.0,other,unknown,NO,NO,256,240,NO,NO,black
1586,hp,439.0,other,windows,NO,NO,256,256,NO,YES,silver
1587,dell,479.0,intel,windows,NO,NO,512,512,NO,NO,black
1588,dell,33.94,intel,chrome,NO,YES,256,16,NO,YES,black
1589,other,250.0,other,windows,NO,YES,128,128,NO,YES,black
1590,dell,388.0,nvidia,unknown,NO,YES,512,512,NO,YES,silver
1591,dell,410.0,other,unknown,NO,NO,256,240,NO,YES,other
1592,other,499.0,other,unknown,NO,NO,256,240,NO,NO,white
1593,other,300.0,intel,windows,NO,NO,512,1,NO,NO,gray
1594,hp,85.0,intel,chrome,NO,NO,16,16,NO,YES,multicolor
1595,other,461.2,other,mac,NO,YES,256,512,NO,YES,other
1596,hp,110.94,intel,windows,NO,NO,64,64,NO,NO,white
1597,dell,56.0,other,unknown,YES,NO,256,240,NO,NO,other
1598,hp,135.0,nvidia,windows,NO,NO,256,256,NO,NO,silver
1599,dell,464.5,nvidia,unknown,NO,YES,256,512,NO,YES,other
1600,other,195.6,other,unknown,NO,NO,256,240,NO,NO,other
1601,lenovo,170.0,intel,windows,NO,NO,256,256,NO,NO,black
1602,other,290.0,intel,windows,NO,NO,256,256,NO,NO,other
1603,hp,395.0,nvidia,windows,YES,YES,1,1,NO,YES,other
1604,hp,49.94,other,chrome,YES,YES,32,32,YES,YES,gray
1605,other,84.5,other,unknown,NO,YES,256,240,NO,YES,other
1606,dell,930.0,other,windows,NO,NO,1,1,NO,YES,black
1607,dell,171.0,intel,windows,NO,YES,256,500,NO,YES,black
1608,lenovo,35.0,intel,chrome,NO,NO,16,240,NO,NO,black
1609,hp,949.5,nvidia,windows,NO,NO,256,512,NO,NO,black
1610,dell,330.0,intel,windows,NO,YES,512,512,NO,YES,other
1611,microsoft,900.0,other,windows,NO,NO,256,512,NO,NO,black
1612,dell,329.5,nvidia,windows,NO,NO,512,512,NO,NO,black
1613,samsung,159.0,other,windows,NO,NO,64,64,NO,NO,silver
1614,other,5.55,other,unknown,NO,NO,256,240,NO,NO,other
1615,hp,330.0,intel,windows,NO,NO,256,256,NO,NO,silver
1616,other,32.53,other,unknown,NO,YES,256,240,NO,YES,other
1617,dell,225.0,nvidia,windows,NO,NO,512,512,NO,NO,black
1618,lenovo,200.0,other,windows,YES,NO,256,256,NO,NO,black
1619,lenovo,616.5,intel,windows,NO,NO,512,512,NO,NO,gray
1620,other,324.0,intel,windows,YES,YES,512,512,NO,YES,gray
1621,other,162.0,other,unknown,NO,YES,256,240,NO,YES,other
1622,lenovo,154.0,intel,windows,NO,NO,512,512,NO,NO,black
1623,hp,380.0,intel,windows,NO,NO,256,256,NO,YES,silver
1624,dell,80.0,intel,linux,YES,YES,256,240,YES,YES,multicolor
1625,dell,800.0,nvidia,windows,NO,NO,256,256,YES,NO,silver
1626,hp,170.0,other,windows,NO,YES,512,512,NO,YES,silver
1627,dell,245.0,other,unknown,NO,NO,256,240,NO,NO,other
1628,lenovo,39.94,other,chrome,NO,NO,16,16,NO,NO,other
1629,hp,58.0,other,chrome,NO,NO,16,16,NO,NO,black
1630,lenovo,780.0,amd,windows,NO,YES,256,1,NO,YES,gray
1631,lenovo,400.0,intel,windows,NO,YES,1,1,NO,NO,black
1632,hp,35.0,other,unknown,NO,YES,300,240,NO,YES,black
1633,dell,300.0,intel,windows,NO,NO,256,1,NO,NO,black
1634,hp,139.0,intel,chrome,NO,YES,128,128,NO,YES,silver
1635,dell,400.0,other,unknown,NO,YES,256,240,NO,YES,other
1636,hp,239.5,other,windows,NO,NO,256,256,NO,NO,other
1637,other,169.0,other,windows,NO,NO,256,256,NO,NO,other
1638,dell,189.0,intel,windows,NO,NO,256,256,NO,NO,black
1639,dell,358.0,intel,windows,NO,YES,2,240,NO,YES,black
1640,dell,290.0,intel,windows,NO,YES,2,240,YES,YES,black
1641,dell,326.0,intel,windows,NO,YES,2,240,YES,YES,black
1642,lenovo,200.0,intel,windows,NO,YES,512,512,YES,YES,other
1643,lenovo,289.0,intel,windows,NO,YES,1,1,NO,YES,blue
1644,lenovo,280.0,intel,windows,NO,YES,500,500,NO,YES,black
1645,hp,180.0,other,unknown,NO,YES,256,120,NO,YES,silver
1646,dell,49.5,intel,chrome,NO,YES,16,16,NO,YES,black
1647,dell,325.0,intel,windows,NO,NO,2,240,NO,YES,black
1648,microsoft,388.8,intel,windows,NO,YES,256,512,YES,YES,other
1649,lenovo,594.5,intel,windows,NO,NO,512,512,NO,YES,blue
1650,dell,325.0,intel,windows,YES,YES,2,240,NO,YES,black
1651,other,160.0,intel,windows,NO,YES,256,256,YES,YES,gray
1652,dell,130.0,other,windows,NO,YES,256,128,NO,YES,black
1653,dell,185.0,intel,windows,NO,NO,512,512,NO,NO,black
1654,lenovo,199.0,intel,windows,NO,NO,256,256,NO,NO,black
1655,dell,729.0,other,windows,YES,YES,256,1,NO,YES,silver
1656,lenovo,160.0,intel,windows,NO,NO,256,256,NO,NO,black
1657,microsoft,230.0,intel,windows,NO,YES,64,64,NO,YES,silver
1658,lenovo,62.5,intel,chrome,NO,YES,256,240,NO,YES,other
1659,dell,325.0,intel,windows,NO,YES,2,240,NO,YES,black
1660,lenovo,48.0,intel,windows,NO,YES,500,500,YES,YES,black
1661,hp,550.0,nvidia,windows,NO,YES,256,512,NO,YES,silver
1662,lenovo,151.1,other,windows,NO,NO,256,256,NO,NO,other
1663,lenovo,230.0,other,unknown,NO,NO,256,240,NO,NO,black
1664,other,151.8,other,unknown,NO,NO,256,128,NO,NO,other
1665,hp,150.0,intel,windows,NO,NO,128,128,NO,NO,gray
1666,dell,225.0,other,windows,YES,YES,512,512,YES,YES,black
1667,other,202.5,intel,windows,NO,NO,256,1,NO,NO,gray
1668,hp,62.0,other,windows,NO,NO,500,240,NO,YES,other
1669,dell,700.0,intel,windows,NO,NO,1,1,NO,NO,silver
1670,other,230.0,other,chrome,YES,YES,256,256,NO,NO,other
1671,lenovo,900.0,nvidia,windows,NO,NO,512,512,NO,NO,gray
1672,acer,53.0,other,chrome,NO,YES,32,32,NO,YES,silver
1673,other,177.1,other,unknown,YES,YES,256,240,NO,YES,other
1674,hp,200.0,other,unknown,NO,NO,256,240,NO,NO,other
1675,dell,430.0,intel,windows,NO,NO,2,240,NO,NO,black
1676,hp,75.0,intel,chrome,NO,YES,16,240,YES,YES,other
1677,microsoft,90.0,other,windows,NO,YES,256,128,YES,YES,other
1678,dell,599.0,other,windows,YES,YES,512,512,NO,YES,other
1679,other,525.0,other,unknown,YES,NO,256,512,NO,NO,other
1680,asus,495.0,intel,windows,NO,NO,256,512,NO,NO,blue
1681,lenovo,100.0,intel,windows,YES,YES,128,128,NO,YES,black
1682,acer,650.0,nvidia,windows,YES,YES,512,512,NO,YES,black
1683,hp,365.0,intel,windows,NO,YES,256,1,YES,YES,silver
1684,dell,455.0,intel,windows,NO,YES,1,1,NO,YES,black
1685,dell,210.5,other,windows,NO,YES,256,256,YES,YES,other
1686,microsoft,400.0,intel,unknown,NO,NO,128,128,NO,NO,other
1687,other,362.5,intel,windows,NO,NO,512,512,NO,NO,black
1688,dell,36.88,other,unknown,YES,NO,256,240,NO,NO,other
1689,dell,749.0,intel,windows,NO,NO,256,1,NO,NO,silver
1690,dell,200.0,intel,unknown,YES,YES,256,240,NO,YES,black
1691,asus,254.0,other,unknown,NO,YES,256,240,YES,YES,other
1692,samsung,90.0,other,chrome,NO,NO,32,240,NO,NO,multicolor
1693,other,169.0,other,unknown,NO,NO,256,240,NO,NO,other
1694,dell,40.0,other,windows,NO,NO,250,240,NO,NO,gray
1695,other,151.1,other,unknown,NO,NO,256,240,NO,NO,other
1696,lenovo,209.0,intel,chrome,NO,NO,16,16,NO,NO,black
1697,dell,124.9,amd,windows,NO,YES,120,120,YES,YES,silver
1698,dell,89.9,intel,chrome,NO,NO,256,32,YES,NO,other
1699,lenovo,219.0,intel,windows,YES,YES,256,256,NO,YES,other
1700,other,216.4,other,unknown,NO,YES,256,240,YES,YES,other
1701,lenovo,700.0,intel,windows,NO,NO,512,512,NO,NO,gray
1702,samsung,28.16,other,chrome,YES,YES,0,16,YES,YES,silver
1703,hp,699.0,nvidia,windows,NO,YES,2,2,NO,YES,silver
1704,other,760.0,other,unknown,NO,YES,256,240,NO,YES,other
1705,other,349.0,intel,windows,NO,NO,256,128,NO,NO,silver
1706,samsung,264.0,other,chrome,YES,NO,256,32,NO,NO,silver
1707,lenovo,335.0,intel,windows,NO,NO,512,512,NO,NO,gray
1708,lenovo,379.0,amd,windows,YES,YES,512,512,NO,YES,black
1709,other,170.5,intel,windows,NO,YES,120,120,YES,YES,other
1710,hp,135.0,nvidia,windows,YES,YES,256,256,NO,YES,silver
1711,lenovo,65.0,mali,chrome,NO,YES,256,32,NO,YES,gray
1712,hp,736.0,other,windows,YES,YES,256,512,NO,YES,silver
1713,other,685.0,nvidia,unknown,NO,NO,256,240,NO,NO,other
1714,other,10.49,other,android,NO,NO,256,240,NO,NO,other
1715,other,333.2,other,windows,NO,NO,256,500,NO,NO,blue
1716,other,250.0,other,windows,YES,YES,128,128,NO,NO,black
1717,dell,689.0,other,unknown,NO,YES,256,240,NO,YES,other
1718,hp,350.0,intel,windows,NO,NO,256,256,NO,NO,silver
1719,dell,120.9,other,windows,NO,YES,256,256,NO,YES,other
1720,lenovo,149.0,intel,windows,NO,YES,256,256,NO,YES,black
1721,hp,39.0,intel,chrome,NO,YES,16,16,NO,NO,gray
1722,lenovo,98.0,intel,windows,NO,YES,128,128,YES,YES,black
1723,other,193.0,intel,windows,YES,NO,256,256,NO,NO,gray
1724,other,200.0,other,unknown,NO,NO,256,240,NO,NO,other
1725,hp,645.0,nvidia,windows,NO,NO,64,1,NO,NO,silver
1726,dell,440.0,intel,linux,NO,YES,500,500,YES,YES,black
1727,microsoft,563.0,intel,windows,NO,NO,256,256,NO,NO,silver
1728,lenovo,150.0,other,chrome,YES,YES,128,128,NO,YES,blue
1729,lenovo,160.0,intel,windows,NO,NO,256,240,NO,NO,other
1730,lenovo,259.0,intel,windows,NO,YES,128,128,NO,YES,gray
1731,other,695.0,intel,unknown,NO,YES,256,512,NO,YES,silver
1732,hp,170.0,other,windows,NO,YES,256,256,YES,YES,other
1733,hp,265.5,amd,windows,NO,YES,256,1,NO,YES,silver
1734,lenovo,249.0,intel,windows,NO,YES,128,128,YES,NO,black
1735,lenovo,380.0,other,windows,YES,NO,2,2,NO,NO,other
1736,other,350.0,intel,windows,NO,YES,512,512,NO,YES,green
1737,hp,908.5,other,windows,NO,NO,256,512,NO,NO,other
1738,dell,329.0,intel,windows,NO,YES,512,512,NO,YES,black
1739,dell,200.0,intel,windows,NO,YES,256,256,YES,YES,black
1740,asus,159.0,other,windows,NO,YES,64,64,NO,NO,blue
1741,lenovo,220.0,intel,windows,YES,YES,128,128,YES,YES,blue
1742,dell,75.0,intel,windows,NO,YES,256,128,NO,YES,other
1743,dell,599.0,other,windows,NO,NO,256,512,NO,NO,gray
1744,microsoft,529.0,intel,windows,NO,NO,256,512,NO,NO,brown
1745,asus,275.0,nvidia,unknown,YES,NO,256,256,NO,NO,other
1746,dell,679.0,other,windows,NO,NO,256,512,NO,YES,other
1747,dell,140.0,other,windows,NO,NO,80,240,NO,NO,gray
1748,hp,495.0,intel,windows,NO,NO,1,1,NO,NO,silver
1749,dell,110.0,intel,chrome,NO,YES,256,240,YES,YES,black
1750,lenovo,45.0,intel,chrome,NO,YES,256,16,NO,NO,black
1751,hp,389.5,intel,windows,NO,YES,256,512,NO,YES,green
1752,other,893.0,nvidia,windows,YES,YES,256,1,NO,YES,black
1753,microsoft,680.0,intel,windows,YES,YES,256,256,NO,YES,silver
1754,lenovo,129.0,intel,chrome,YES,YES,64,64,NO,YES,blue
1755,lenovo,234.9,other,windows,NO,YES,256,256,NO,NO,other
1756,dell,99.94,other,windows,YES,YES,256,128,NO,YES,other
1757,other,100.0,other,windows,NO,NO,8,256,NO,NO,other
1758,dell,265.0,intel,windows,NO,NO,256,512,NO,NO,black
1759,lenovo,330.0,amd,windows,YES,YES,256,256,NO,YES,grey
1760,lenovo,164.2,intel,windows,NO,NO,256,256,NO,NO,other
1761,lenovo,79.0,amd,chrome,NO,YES,256,32,NO,YES,gray
1762,lenovo,99.0,intel,unknown,NO,NO,256,240,NO,YES,other
1763,other,3900.0,nvidia,windows,NO,NO,4,4,NO,NO,black
1764,lenovo,229.0,other,windows,NO,NO,256,256,NO,NO,other
1765,lenovo,197.2,other,windows,NO,YES,256,128,YES,YES,other
1766,other,263.2,other,windows,NO,NO,256,256,NO,NO,other
1767,other,113.9,intel,windows,NO,NO,1,256,NO,NO,other
1768,lenovo,160.0,other,windows,NO,NO,256,120,YES,YES,other
1769,other,348.0,intel,unknown,NO,NO,256,240,NO,NO,other
1770,other,130.5,intel,unknown,NO,NO,256,240,NO,NO,other
1771,other,598.0,other,unknown,NO,NO,256,240,NO,NO,other
1772,hp,303.8,other,unknown,NO,NO,256,240,NO,NO,other
1773,other,400.0,intel,windows,YES,NO,256,256,NO,NO,gray
1774,other,310.0,other,unknown,NO,NO,256,240,NO,YES,other
1775,other,119.6,intel,unknown,NO,NO,256,240,NO,NO,other
1776,other,130.0,other,unknown,NO,NO,256,128,NO,NO,silver
1777,other,160.2,other,windows,NO,NO,256,256,NO,NO,other
1778,hp,130.0,intel,windows,YES,NO,128,128,NO,NO,gray
1779,other,170.9,other,windows,YES,YES,256,512,NO,YES,other
1780,other,94.94,other,windows,NO,NO,500,500,NO,NO,other
1781,other,56.94,other,windows,NO,NO,250,240,NO,NO,other
1782,dell,599.0,intel,windows,NO,NO,16,256,NO,NO,other
1783,lenovo,80.0,intel,windows,NO,NO,64,64,NO,YES,black
1784,hp,1200.0,nvidia,windows,YES,NO,4,2,NO,NO,black
1785,samsung,350.0,intel,chrome,NO,YES,256,256,NO,YES,red
1786,dell,339.0,other,windows,YES,YES,512,512,NO,NO,black
1787,microsoft,175.0,intel,unknown,NO,NO,128,128,NO,NO,silver
1788,dell,875.0,intel,windows,YES,YES,256,1,YES,YES,blue
1789,dell,360.0,intel,windows,NO,NO,256,512,NO,NO,black
1790,dell,29.0,other,unknown,YES,YES,256,240,NO,YES,other
1791,acer,103.3,intel,windows,NO,NO,500,240,NO,NO,other
1792,acer,240.0,other,chrome,YES,YES,64,240,NO,YES,silver
1793,dell,2088.0,nvidia,windows,YES,NO,256,1,NO,NO,other
1794,dell,139.0,intel,windows,NO,YES,256,512,YES,YES,black
1795,hp,559.0,intel,windows,NO,YES,2,2,NO,YES,gold
1796,hp,380.0,other,windows,YES,YES,256,256,NO,YES,gray
1797,lenovo,50.0,other,windows,YES,NO,2,32,NO,YES,silver
1798,acer,105.06,other,windows,NO,YES,256,128,NO,YES,other
1799,lenovo,175.0,intel,windows,NO,NO,256,256,NO,YES,black
1800,dell,200.0,intel,windows,NO,NO,512,512,NO,NO,black
1801,other,75.75,intel,windows,NO,YES,64,240,NO,YES,other
1802,hp,285.0,intel,windows,YES,YES,256,256,NO,NO,silver
1803,microsoft,520.0,other,windows,YES,YES,256,256,YES,YES,black
1804,acer,79.1,nvidia,windows,YES,YES,720,240,NO,YES,other
1805,dell,230.2,other,windows,NO,NO,256,256,NO,YES,other
1806,lenovo,239.0,amd,windows,NO,NO,512,512,NO,NO,black
1807,hp,153.0,intel,windows,NO,YES,256,120,NO,YES,silver
1808,dell,140.0,intel,windows,NO,YES,128,128,NO,YES,black
1809,dell,160.0,intel,windows,YES,YES,256,256,NO,YES,black
1810,lenovo,198.0,other,windows,NO,YES,256,256,NO,YES,other
1811,hp,500.0,intel,chrome,NO,NO,256,128,NO,YES,other
1812,dell,200.0,other,windows,YES,NO,256,500,NO,YES,other
1813,dell,70.0,other,unknown,NO,YES,256,240,YES,YES,black
1814,hp,599.0,other,windows,NO,YES,1,1,NO,YES,silver
1815,dell,200.0,other,windows,NO,YES,1,240,NO,YES,black
1816,dell,1800.0,nvidia,windows,NO,NO,32,512,NO,NO,silver
1817,dell,50.0,other,windows,NO,NO,256,120,NO,NO,other
1818,hp,180.0,intel,chrome,NO,NO,64,64,NO,YES,blue
1819,other,119.0,other,unknown,YES,YES,256,240,NO,YES,other
1820,lenovo,199.9,intel,chrome,NO,NO,256,64,NO,NO,gray
1821,other,916.0,other,unknown,YES,YES,256,240,NO,NO,other
1822,dell,49.0,other,windows,NO,NO,64,64,NO,NO,other
1823,lenovo,1010.0,intel,windows,NO,NO,256,256,NO,NO,black
1824,microsoft,119.94,intel,windows,NO,YES,64,64,NO,NO,silver
1825,other,760.0,intel,windows,NO,YES,256,240,NO,YES,other
1826,lenovo,169.9,intel,unknown,NO,NO,256,240,NO,NO,black
1827,lenovo,199.0,other,windows,NO,YES,256,512,NO,YES,black
1828,hp,360.0,intel,windows,NO,YES,256,256,NO,YES,silver
1829,hp,199.0,other,windows,NO,YES,500,240,NO,YES,other
