,HARDWARE_ID,GPU,RAM_SIZE_UNIT,STORAGE_TYPE,OPERATING_SYSTEM
2083,H2083,intel,gb,ssd,windows
2084,H2084,intel,gb,ssd,windows
2085,H2085,intel,gb,ssd,windows
2086,H2086,amd,gb,ssd,windows
2087,H2087,other,gb,ssd,windows
2088,H2088,other,unknown,unknown,unknown
2089,H2089,intel,gb,hdd/ssd,windows
2090,H2090,intel,gb,ssd,windows
2091,H2091,intel,gb,ssd,windows
2092,H2092,intel,gb,ssd,windows
2093,H2093,other,gb,ssd,windows
2094,H2094,other,unknown,unknown,unknown
2095,H2095,intel,gb,ssd,windows
2096,H2096,other,unknown,emmc,android
2097,H2097,other,gb,ssd,chrome
2098,H2098,intel,unknown,unknown,windows
2099,H2099,intel,gb,ssd,windows
2100,H2100,other,gb,unknown,unknown
2101,H2101,other,gb,ssd,chrome
2102,H2102,intel,gb,other,windows
2103,H2103,intel,gb,ssd,windows
2104,H2104,intel,unknown,unknown,windows
2105,H2105,intel,gb,ssd,chrome
2106,H2106,other,unknown,ssd,unknown
2107,H2107,other,gb,ssd,windows
2108,H2108,other,gb,hdd/ssd,windows
2109,H2109,intel,gb,emmc,chrome
2110,H2110,other,gb,ssd,windows
2111,H2111,intel,gb,ssd,windows
2112,H2112,intel,gb,ssd,windows
2113,H2113,other,gb,unknown,unknown
2114,H2114,other,gb,ssd,windows
2115,H2115,intel,gb,ssd,chrome
2116,H2116,intel,gb,ssd,windows
2117,H2117,intel,gb,ssd,windows
2118,H2118,other,gb,hdd/ssd,windows
2119,H2119,other,gb,ssd,windows
2120,H2120,intel,unknown,unknown,unknown
2121,H2121,other,gb,ssd,windows
2122,H2122,other,unknown,hdd/ssd,windows
2123,H2123,other,gb,ssd,unknown
2124,H2124,nvidia,gb,other,windows
2125,H2125,other,gb,ssd,windows
2126,H2126,other,gb,ssd,chrome
2127,H2127,other,gb,ssd,unknown
2128,H2128,other,gb,ssd,windows
2129,H2129,other,unknown,ssd,windows
2130,H2130,intel,gb,ssd,windows
2131,H2131,other,unknown,ssd,unknown
2132,H2132,intel,gb,ssd,windows
2133,H2133,other,gb,ssd,windows
2134,H2134,intel,gb,hdd/ssd,windows
2135,H2135,other,gb,ssd,chrome
2136,H2136,intel,gb,hdd/ssd,windows
2137,H2137,other,unknown,unknown,unknown
2138,H2138,nvidia,gb,ssd,windows
2139,H2139,intel,gb,ssd,windows
2140,H2140,nvidia,gb,ssd,windows
2141,H2141,amd,gb,ssd,windows
2142,H2142,other,unknown,unknown,unknown
2143,H2143,other,gb,ssd,windows
2144,H2144,intel,unknown,unknown,windows
2145,H2145,intel,gb,ssd,windows
2146,H2146,other,unknown,unknown,chrome
2147,H2147,other,unknown,ssd,unknown
2148,H2148,other,unknown,unknown,unknown
2149,H2149,other,gb,ssd,windows
2150,H2150,amd,unknown,unknown,unknown
2151,H2151,other,gb,unknown,windows
2152,H2152,intel,gb,ssd,unknown
2153,H2153,intel,gb,hdd/ssd,windows
2154,H2154,other,gb,ssd,windows
2155,H2155,amd,gb,ssd,windows
2156,H2156,nvidia,gb,ssd,windows
2157,H2157,other,gb,ssd,windows
2158,H2158,intel,gb,other,windows
2159,H2159,intel,gb,ssd,windows
2160,H2160,intel,gb,hdd/ssd,windows
2161,H2161,other,unknown,unknown,unknown
2162,H2162,amd,gb,ssd,windows
2163,H2163,other,unknown,unknown,unknown
2164,H2164,amd,gb,ssd,windows
2165,H2165,other,unknown,unknown,unknown
2166,H2166,other,gb,ssd,windows
2167,H2167,intel,gb,emmc,windows
2168,H2168,amd,gb,ssd,windows
2169,H2169,other,unknown,unknown,unknown
2170,H2170,other,unknown,unknown,unknown
2171,H2171,other,unknown,unknown,unknown
2172,H2172,intel,unknown,unknown,unknown
2173,H2173,intel,gb,ssd,windows
2174,H2174,other,unknown,ssd,mac
2175,H2175,intel,unknown,unknown,windows
2176,H2176,intel,gb,ssd,windows
2177,H2177,intel,gb,ssd,unknown
2178,H2178,intel,gb,ssd,windows
2179,H2179,intel,gb,ssd,chrome
2180,H2180,intel,unknown,unknown,unknown
2181,H2181,other,unknown,unknown,unknown
2182,H2182,intel,gb,ssd,windows
2183,H2183,intel,unknown,unknown,windows
2184,H2184,intel,unknown,unknown,windows
2185,H2185,other,gb,ssd,windows
2186,H2186,intel,gb,emmc,chrome
2187,H2187,other,gb,ssd,windows
2188,H2188,other,unknown,unknown,unknown
2189,H2189,other,gb,unknown,chrome
2190,H2190,other,unknown,unknown,unknown
2191,H2191,intel,gb,hdd/ssd,windows
2192,H2192,intel,gb,ssd,windows
2193,H2193,other,unknown,unknown,unknown
2194,H2194,other,unknown,unknown,unknown
2195,H2195,intel,unknown,unknown,unknown
2196,H2196,other,unknown,unknown,unknown
2197,H2197,nvidia,unknown,unknown,windows
2198,H2198,other,gb,ssd,windows
2199,H2199,other,unknown,unknown,unknown
2200,H2200,other,unknown,unknown,chrome
2201,H2201,other,unknown,unknown,unknown
2202,H2202,nvidia,gb,ssd,windows
2203,H2203,other,unknown,unknown,unknown
2204,H2204,amd,unknown,ssd,windows
2205,H2205,nvidia,unknown,unknown,windows
2206,H2206,other,unknown,unknown,unknown
2207,H2207,other,unknown,unknown,unknown
2208,H2208,intel,gb,ssd,windows
2209,H2209,other,unknown,ssd,windows
2210,H2210,other,unknown,ssd,chrome
2211,H2211,intel,gb,hdd/ssd,windows
2212,H2212,other,gb,ssd,windows
2213,H2213,other,gb,hdd/ssd,windows
2214,H2214,other,unknown,hdd/ssd,unknown
2215,H2215,intel,gb,ssd,windows
2216,H2216,other,gb,ssd,windows
2217,H2217,other,gb,hdd/ssd,windows
2218,H2218,other,unknown,ssd,linux
2219,H2219,other,gb,hdd/ssd,windows
2220,H2220,other,unknown,ssd,windows
2221,H2221,other,gb,unknown,unknown
2222,H2222,other,gb,hdd/ssd,unknown
2223,H2223,other,unknown,unknown,unknown
2224,H2224,intel,gb,ssd,windows
2225,H2225,intel,gb,ssd,windows
2226,H2226,other,gb,unknown,unknown
2227,H2227,other,gb,hdd/ssd,windows
2228,H2228,intel,gb,ssd,windows
2229,H2229,intel,unknown,unknown,windows
2230,H2230,other,gb,unknown,windows
2231,H2231,other,unknown,unknown,unknown
2232,H2232,other,unknown,ssd,windows
2233,H2233,other,gb,ssd,windows
2234,H2234,other,gb,ssd,windows
2235,H2235,intel,gb,ssd,windows
2236,H2236,intel,gb,ssd,windows
2237,H2237,other,gb,unknown,unknown
2238,H2238,other,gb,ssd,windows
2239,H2239,other,gb,ssd,windows
2240,H2240,other,gb,ssd,windows
2241,H2241,amd,gb,ssd,windows
2242,H2242,intel,gb,hdd/ssd,windows
2243,H2243,intel,gb,ssd,windows
2244,H2244,other,gb,unknown,unknown
2245,H2245,other,gb,ssd,windows
2246,H2246,nvidia,gb,ssd,windows
2247,H2247,other,gb,ssd,windows
2248,H2248,amd,gb,hdd/ssd,windows
2249,H2249,other,gb,ssd,windows
2250,H2250,other,gb,other,unknown
2251,H2251,other,gb,unknown,chrome
2252,H2252,other,gb,other,unknown
2253,H2253,intel,gb,emmc,chrome
2254,H2254,other,gb,ssd,chrome
2255,H2255,intel,gb,emmc,chrome
2256,H2256,other,gb,hdd/ssd,windows
2257,H2257,other,gb,ssd,windows
2258,H2258,other,unknown,unknown,unknown
2259,H2259,other,gb,ssd,windows
2260,H2260,nvidia,mb,ssd,linux
2261,H2261,other,gb,ssd,windows
2262,H2262,intel,gb,ssd,windows
2263,H2263,other,unknown,unknown,unknown
2264,H2264,intel,gb,ssd,windows
2265,H2265,intel,gb,ssd,windows
2266,H2266,intel,unknown,unknown,windows
2267,H2267,intel,gb,ssd,windows
2268,H2268,intel,gb,ssd,chrome
2269,H2269,intel,gb,ssd,windows
2270,H2270,intel,gb,ssd,windows
2271,H2271,intel,gb,ssd,chrome
2272,H2272,other,unknown,unknown,windows
2273,H2273,nvidia,gb,hdd/ssd,windows
2274,H2274,other,unknown,unknown,unknown
2275,H2275,intel,gb,ssd,windows
2276,H2276,other,unknown,unknown,unknown
2277,H2277,other,gb,ssd,windows
2278,H2278,amd,gb,other,windows
2279,H2279,other,gb,hdd/ssd,unknown
2280,H2280,other,gb,emmc,chrome
2281,H2281,other,unknown,ssd,chrome
2282,H2282,other,unknown,ssd,unknown
2283,H2283,intel,unknown,ssd,windows
2284,H2284,intel,gb,ssd,windows
2285,H2285,intel,unknown,unknown,windows
2286,H2286,intel,gb,ssd,windows
2287,H2287,other,unknown,unknown,unknown
2288,H2288,other,unknown,unknown,unknown
2289,H2289,amd,gb,ssd,windows
2290,H2290,other,gb,ssd,chrome
2291,H2291,intel,gb,emmc,chrome
2292,H2292,amd,gb,ssd,windows
2293,H2293,other,unknown,unknown,unknown
2294,H2294,intel,gb,ssd,windows
2295,H2295,other,unknown,other,unknown
2296,H2296,intel,gb,emmc,linux
2297,H2297,intel,gb,ssd,windows
2298,H2298,intel,gb,ssd,windows
2299,H2299,other,gb,ssd,windows
2300,H2300,intel,gb,ssd,windows
2301,H2301,intel,gb,ssd,windows
2302,H2302,nvidia,gb,ssd,windows
2303,H2303,other,gb,hdd/ssd,windows
2304,H2304,other,gb,ssd,unknown
2305,H2305,intel,gb,unknown,windows
2306,H2306,amd,gb,ssd,windows
2307,H2307,nvidia,gb,hdd/ssd,windows
2308,H2308,nvidia,unknown,unknown,windows
2309,H2309,intel,unknown,unknown,windows
2310,H2310,other,unknown,unknown,windows
2311,H2311,other,gb,hdd/ssd,unknown
2312,H2312,other,gb,ssd,windows
2313,H2313,other,gb,unknown,unknown
2314,H2314,nvidia,gb,ssd,windows
2315,H2315,intel,gb,ssd,unknown
2316,H2316,other,unknown,hdd/ssd,unknown
2317,H2317,other,gb,emmc,chrome
2318,H2318,other,unknown,unknown,windows
2319,H2319,intel,gb,ssd,windows
2320,H2320,intel,gb,ssd,windows
2321,H2321,other,unknown,hdd/ssd,windows
2322,H2322,other,gb,ssd,chrome
2323,H2323,nvidia,gb,hdd/ssd,windows
2324,H2324,other,gb,unknown,unknown
2325,H2325,other,gb,hdd/ssd,windows
2326,H2326,intel,unknown,unknown,windows
2327,H2327,intel,unknown,unknown,windows
2328,H2328,intel,unknown,unknown,windows
2329,H2329,intel,gb,emmc,chrome
2330,H2330,other,unknown,unknown,unknown
2331,H2331,amd,gb,hdd/ssd,windows
2332,H2332,other,gb,ssd,windows
2333,H2333,intel,unknown,unknown,windows
2334,H2334,intel,gb,hdd/ssd,windows
2335,H2335,intel,gb,emmc,chrome
2336,H2336,other,unknown,unknown,unknown
2337,H2337,intel,unknown,unknown,windows
2338,H2338,other,unknown,unknown,unknown
2339,H2339,intel,gb,ssd,windows
2340,H2340,other,unknown,unknown,unknown
2341,H2341,intel,unknown,unknown,windows
2342,H2342,other,unknown,unknown,unknown
2343,H2343,intel,gb,emmc,windows
2344,H2344,intel,unknown,unknown,windows
2345,H2345,intel,gb,ssd,windows
2346,H2346,intel,gb,hdd/ssd,windows
2347,H2347,other,gb,ssd,unknown
2348,H2348,other,gb,ssd,windows
2349,H2349,other,gb,ssd,windows
2350,H2350,intel,gb,unknown,windows
2351,H2351,nvidia,unknown,unknown,unknown
2352,H2352,other,unknown,unknown,unknown
2353,H2353,intel,unknown,unknown,windows
2354,H2354,intel,unknown,unknown,windows
2355,H2355,other,gb,unknown,windows
2356,H2356,other,gb,ssd,windows
2357,H2357,other,unknown,unknown,unknown
2358,H2358,amd,gb,ssd,windows
2359,H2359,intel,gb,ssd,windows
2360,H2360,intel,gb,ssd,windows
2361,H2361,other,gb,ssd,windows
2362,H2362,other,unknown,unknown,unknown
2363,H2363,intel,unknown,ssd,windows
2364,H2364,nvidia,gb,ssd,windows
2365,H2365,intel,gb,ssd,windows
2366,H2366,intel,gb,ssd,windows
2367,H2367,other,gb,ssd,windows
2368,H2368,amd,gb,ssd,unknown
2369,H2369,other,gb,ssd,windows
2370,H2370,intel,gb,hdd/ssd,windows
2371,H2371,intel,gb,emmc,chrome
2372,H2372,other,unknown,ssd,windows
2373,H2373,other,gb,ssd,windows
2374,H2374,intel,gb,ssd,windows
2375,H2375,intel,gb,ssd,windows
2376,H2376,intel,gb,ssd,windows
2377,H2377,other,gb,ssd,windows
2378,H2378,intel,gb,ssd,unknown
2379,H2379,intel,gb,ssd,windows
2380,H2380,other,gb,hdd/ssd,windows
2381,H2381,intel,gb,ssd,windows
2382,H2382,intel,gb,emmc,chrome
2383,H2383,other,gb,unknown,windows
2384,H2384,intel,gb,emmc,chrome
2385,H2385,other,gb,emmc,chrome
2386,H2386,intel,gb,emmc,chrome
2387,H2387,intel,gb,ssd,windows
2388,H2388,intel,gb,ssd,windows
2389,H2389,intel,gb,ssd,windows
2390,H2390,amd,gb,ssd,windows
2391,H2391,intel,unknown,ssd,unknown
2392,H2392,intel,gb,emmc,chrome
2393,H2393,intel,gb,emmc,chrome
2394,H2394,intel,gb,ssd,windows
2395,H2395,other,gb,ssd,linux
2396,H2396,intel,gb,ssd,windows
2397,H2397,other,unknown,unknown,unknown
2398,H2398,intel,gb,ssd,windows
2399,H2399,intel,gb,ssd,chrome
2400,H2400,intel,gb,hdd/ssd,windows
2401,H2401,intel,gb,ssd,windows
2402,H2402,other,gb,ssd,windows
2403,H2403,other,gb,ssd,chrome
2404,H2404,other,gb,ssd,windows
2405,H2405,intel,gb,ssd,windows
2406,H2406,other,gb,unknown,chrome
2407,H2407,intel,unknown,unknown,windows
2408,H2408,intel,unknown,unknown,windows
2409,H2409,intel,unknown,unknown,windows
2410,H2410,other,gb,ssd,windows
2411,H2411,other,gb,hdd/ssd,windows
2412,H2412,other,gb,ssd,windows
2413,H2413,intel,gb,ssd,windows
2414,H2414,intel,gb,ssd,windows
2415,H2415,intel,unknown,unknown,windows
2416,H2416,intel,gb,ssd,windows
2417,H2417,intel,unknown,unknown,windows
2418,H2418,other,unknown,unknown,unknown
2419,H2419,other,unknown,unknown,windows
2420,H2420,nvidia,gb,ssd,unknown
2421,H2421,intel,gb,hdd/ssd,windows
2422,H2422,intel,gb,ssd,chrome
2423,H2423,intel,gb,ssd,windows
2424,H2424,nvidia,unknown,unknown,windows
2425,H2425,other,unknown,unknown,unknown
2426,H2426,amd,gb,ssd,windows
2427,H2427,intel,gb,ssd,windows
2428,H2428,amd,gb,ssd,windows
2429,H2429,intel,gb,emmc,chrome
2430,H2430,intel,gb,ssd,windows
2431,H2431,other,gb,emmc,chrome
2432,H2432,other,unknown,unknown,unknown
2433,H2433,other,unknown,hdd/ssd,unknown
2434,H2434,other,gb,hdd/ssd,chrome
2435,H2435,intel,gb,ssd,windows
2436,H2436,amd,gb,hdd/ssd,windows
2437,H2437,other,gb,ssd,windows
2438,H2438,intel,gb,ssd,windows
2439,H2439,intel,unknown,hdd/ssd,windows
2440,H2440,intel,unknown,unknown,windows
2441,H2441,other,unknown,unknown,unknown
2442,H2442,other,unknown,unknown,unknown
2443,H2443,other,gb,ssd,windows
2444,H2444,intel,gb,emmc,chrome
2445,H2445,other,unknown,unknown,unknown
2446,H2446,other,unknown,unknown,unknown
2447,H2447,intel,unknown,unknown,windows
2448,H2448,intel,unknown,unknown,unknown
2449,H2449,intel,unknown,unknown,windows
2450,H2450,intel,unknown,ssd,windows
2451,H2451,other,unknown,unknown,windows
2452,H2452,nvidia,gb,ssd,windows
2453,H2453,intel,gb,ssd,chrome
2454,H2454,intel,gb,ssd,unknown
2455,H2455,other,gb,ssd,windows
2456,H2456,intel,gb,emmc,chrome
2457,H2457,other,gb,ssd,windows
2458,H2458,intel,unknown,unknown,windows
2459,H2459,other,unknown,unknown,unknown
2460,H2460,other,unknown,unknown,unknown
2461,H2461,intel,gb,hdd/ssd,unknown
2462,H2462,intel,gb,hdd/ssd,windows
2463,H2463,intel,unknown,unknown,windows
2464,H2464,other,gb,ssd,windows
2465,H2465,intel,gb,ssd,windows
2466,H2466,intel,gb,hdd/ssd,windows
2467,H2467,intel,gb,ssd,windows
2468,H2468,other,gb,ssd,unknown
2469,H2469,intel,gb,ssd,windows
2470,H2470,intel,gb,ssd,windows
2471,H2471,intel,unknown,unknown,windows
2472,H2472,nvidia,unknown,unknown,windows
2473,H2473,other,unknown,unknown,windows
2474,H2474,nvidia,gb,other,windows
2475,H2475,other,unknown,unknown,windows
2476,H2476,intel,gb,ssd,windows
2477,H2477,intel,gb,ssd,windows
2478,H2478,other,gb,hdd/ssd,windows
2479,H2479,intel,gb,ssd,windows
2480,H2480,intel,gb,ssd,windows
2481,H2481,other,gb,unknown,windows
2482,H2482,other,gb,ssd,windows
2483,H2483,amd,gb,ssd,windows
2484,H2484,other,gb,emmc,chrome
2485,H2485,other,gb,other,windows
2486,H2486,intel,gb,ssd,windows
2487,H2487,nvidia,unknown,unknown,windows
2488,H2488,intel,unknown,unknown,windows
2489,H2489,nvidia,unknown,unknown,windows
2490,H2490,intel,gb,ssd,chrome
2491,H2491,other,gb,ssd,windows
2492,H2492,intel,gb,ssd,windows
2493,H2493,intel,gb,ssd,windows
2494,H2494,intel,unknown,unknown,windows
2495,H2495,other,unknown,unknown,unknown
2496,H2496,intel,unknown,unknown,windows
2497,H2497,intel,unknown,unknown,windows
2498,H2498,intel,unknown,unknown,windows
2499,H2499,intel,gb,ssd,windows
2500,H2500,intel,unknown,ssd,windows
2501,H2501,other,unknown,unknown,unknown
2502,H2502,intel,unknown,unknown,windows
2503,H2503,amd,gb,ssd,windows
2504,H2504,other,gb,emmc,windows
2505,H2505,other,gb,hdd/ssd,windows
2506,H2506,intel,gb,ssd,windows
2507,H2507,nvidia,gb,ssd,windows
2508,H2508,other,gb,ssd,windows
2509,H2509,other,unknown,hdd/ssd,windows
2510,H2510,intel,gb,hdd/ssd,windows
2511,H2511,intel,gb,ssd,windows
2512,H2512,other,unknown,unknown,unknown
2513,H2513,other,gb,ssd,windows
2514,H2514,intel,unknown,ssd,windows
2515,H2515,amd,gb,ssd,chrome
2516,H2516,intel,gb,emmc,chrome
2517,H2517,intel,gb,ssd,windows
2518,H2518,intel,gb,emmc,chrome
2519,H2519,nvidia,unknown,unknown,windows
2520,H2520,intel,unknown,ssd,windows
2521,H2521,amd,gb,ssd,windows
2522,H2522,other,gb,ssd,windows
2523,H2523,other,unknown,unknown,windows
2524,H2524,intel,gb,ssd,windows
2525,H2525,other,unknown,unknown,unknown
2526,H2526,intel,gb,ssd,windows
2527,H2527,other,unknown,hdd/ssd,windows
2528,H2528,intel,unknown,unknown,windows
2529,H2529,intel,unknown,unknown,windows
2530,H2530,intel,gb,ssd,windows
2531,H2531,nvidia,unknown,unknown,windows
2532,H2532,amd,gb,ssd,windows
2533,H2533,other,unknown,unknown,unknown
2534,H2534,intel,unknown,unknown,unknown
2535,H2535,intel,unknown,unknown,windows
2536,H2536,intel,unknown,unknown,unknown
2537,H2537,other,gb,unknown,unknown
2538,H2538,other,unknown,unknown,unknown
2539,H2539,intel,gb,ssd,windows
2540,H2540,other,unknown,unknown,unknown
2541,H2541,other,gb,ssd,windows
2542,H2542,other,gb,ssd,windows
2543,H2543,other,unknown,unknown,unknown
2544,H2544,other,gb,other,unknown
2545,H2545,intel,unknown,ssd,windows
2546,H2546,intel,gb,ssd,windows
2547,H2547,amd,gb,emmc,chrome
2548,H2548,intel,gb,ssd,windows
2549,H2549,amd,gb,ssd,windows
2550,H2550,intel,unknown,unknown,windows
2551,H2551,nvidia,unknown,unknown,unknown
2552,H2552,other,gb,ssd,windows
2553,H2553,other,unknown,unknown,unknown
2554,H2554,other,gb,unknown,windows
2555,H2555,other,unknown,unknown,windows
2556,H2556,intel,gb,ssd,windows
2557,H2557,nvidia,unknown,unknown,windows
2558,H2558,intel,gb,ssd,windows
2559,H2559,other,gb,ssd,unknown
2560,H2560,intel,gb,ssd,windows
2561,H2561,other,unknown,unknown,windows
2562,H2562,other,unknown,unknown,windows
2563,H2563,intel,gb,ssd,chrome
2564,H2564,intel,gb,ssd,windows
2565,H2565,nvidia,unknown,unknown,windows
2566,H2566,intel,unknown,unknown,windows
2567,H2567,intel,gb,ssd,chrome
2568,H2568,other,gb,ssd,windows
2569,H2569,intel,gb,ssd,windows
2570,H2570,intel,gb,ssd,windows
2571,H2571,intel,gb,ssd,windows
2572,H2572,other,gb,ssd,windows
2573,H2573,other,gb,ssd,windows
2574,H2574,intel,gb,ssd,windows
2575,H2575,other,unknown,unknown,unknown
2576,H2576,intel,gb,ssd,windows
2577,H2577,intel,gb,ssd,windows
2578,H2578,intel,gb,ssd,windows
2579,H2579,other,gb,ssd,windows
2580,H2580,intel,unknown,ssd,windows
2581,H2581,other,unknown,unknown,unknown
2582,H2582,other,unknown,unknown,windows
2583,H2583,intel,gb,ssd,windows
2584,H2584,other,unknown,hdd/ssd,windows
2585,H2585,other,gb,ssd,windows
2586,H2586,other,gb,hdd/ssd,linux
2587,H2587,intel,unknown,ssd,windows
2588,H2588,intel,gb,ssd,windows
2589,H2589,other,gb,unknown,unknown
2590,H2590,intel,gb,ssd,windows
2591,H2591,intel,gb,ssd,windows
2592,H2592,other,unknown,unknown,unknown
2593,H2593,nvidia,gb,ssd,windows
2594,H2594,nvidia,unknown,unknown,windows
2595,H2595,nvidia,unknown,unknown,windows
2596,H2596,intel,unknown,unknown,windows
2597,H2597,other,unknown,hdd/ssd,windows
2598,H2598,intel,unknown,unknown,windows
2599,H2599,intel,gb,ssd,windows
2600,H2600,other,gb,ssd,windows
2601,H2601,other,gb,unknown,windows
2602,H2602,intel,gb,emmc,chrome
2603,H2603,intel,unknown,unknown,windows
2604,H2604,other,gb,hdd/ssd,windows
2605,H2605,intel,gb,ssd,windows
2606,H2606,other,unknown,unknown,unknown
2607,H2607,intel,unknown,unknown,windows
2608,H2608,amd,gb,hdd/ssd,windows
2609,H2609,intel,unknown,unknown,windows
2610,H2610,other,unknown,unknown,unknown
2611,H2611,intel,unknown,unknown,windows
2612,H2612,intel,gb,emmc,chrome
2613,H2613,intel,gb,ssd,windows
2614,H2614,intel,unknown,ssd,windows
2615,H2615,intel,gb,ssd,windows
2616,H2616,other,unknown,unknown,unknown
2617,H2617,amd,gb,ssd,windows
2618,H2618,nvidia,unknown,unknown,windows
2619,H2619,other,unknown,unknown,unknown
2620,H2620,nvidia,gb,ssd,windows
2621,H2621,mali,gb,hdd/ssd,chrome
2622,H2622,nvidia,gb,hdd/ssd,windows
2623,H2623,other,unknown,unknown,unknown
2624,H2624,amd,gb,ssd,windows
2625,H2625,intel,unknown,unknown,windows
2626,H2626,other,unknown,unknown,unknown
2627,H2627,other,gb,unknown,windows
2628,H2628,other,gb,ssd,windows
2629,H2629,intel,gb,ssd,windows
2630,H2630,other,gb,hdd/ssd,unknown
2631,H2631,other,unknown,unknown,unknown
2632,H2632,intel,unknown,unknown,windows
2633,H2633,intel,unknown,unknown,windows
2634,H2634,intel,unknown,ssd,windows
2635,H2635,other,unknown,unknown,unknown
2636,H2636,intel,gb,hdd/ssd,windows
2637,H2637,intel,gb,hdd/ssd,windows
2638,H2638,other,unknown,hdd/ssd,windows
2639,H2639,other,gb,hdd/ssd,windows
2640,H2640,other,gb,ssd,unknown
2641,H2641,other,gb,hdd/ssd,windows
2642,H2642,other,gb,ssd,windows
2643,H2643,other,gb,unknown,unknown
2644,H2644,other,unknown,ssd,windows
2645,H2645,intel,gb,ssd,windows
2646,H2646,intel,gb,emmc,chrome
2647,H2647,nvidia,gb,other,windows
2648,H2648,intel,gb,emmc,chrome
2649,H2649,intel,gb,ssd,unknown
2650,H2650,nvidia,gb,hdd/ssd,windows
2651,H2651,other,gb,unknown,unknown
2652,H2652,intel,unknown,ssd,windows
2653,H2653,other,unknown,unknown,unknown
2654,H2654,other,unknown,unknown,unknown
2655,H2655,other,unknown,unknown,unknown
2656,H2656,other,unknown,unknown,unknown
2657,H2657,other,unknown,unknown,unknown
2658,H2658,other,unknown,unknown,unknown
2659,H2659,intel,unknown,ssd,windows
2660,H2660,other,gb,ssd,chrome
2661,H2661,other,gb,ssd,windows
2662,H2662,other,unknown,unknown,unknown
2663,H2663,intel,gb,ssd,windows
2664,H2664,other,unknown,unknown,unknown
2665,H2665,intel,unknown,unknown,windows
2666,H2666,other,unknown,unknown,unknown
2667,H2667,intel,gb,ssd,windows
2668,H2668,nvidia,unknown,unknown,windows
2669,H2669,intel,unknown,ssd,windows
2670,H2670,other,gb,unknown,windows
2671,H2671,intel,unknown,unknown,windows
2672,H2672,amd,gb,ssd,windows
2673,H2673,intel,gb,ssd,windows
2674,H2674,other,unknown,unknown,windows
2675,H2675,other,unknown,unknown,unknown
2676,H2676,nvidia,gb,ssd,windows
2677,H2677,other,gb,ssd,unknown
2678,H2678,other,unknown,ssd,windows
2679,H2679,other,gb,ssd,windows
2680,H2680,intel,gb,ssd,windows
2681,H2681,intel,unknown,ssd,windows
2682,H2682,other,gb,unknown,windows
2683,H2683,other,unknown,unknown,unknown
2684,H2684,other,unknown,unknown,unknown
2685,H2685,amd,gb,ssd,windows
2686,H2686,nvidia,gb,ssd,windows
2687,H2687,other,unknown,unknown,unknown
2688,H2688,other,unknown,unknown,windows
2689,H2689,other,unknown,unknown,unknown
2690,H2690,other,gb,unknown,windows
2691,H2691,intel,unknown,unknown,unknown
2692,H2692,other,unknown,unknown,unknown
2693,H2693,other,unknown,unknown,unknown
2694,H2694,other,unknown,unknown,unknown
2695,H2695,intel,gb,ssd,windows
2696,H2696,intel,unknown,unknown,unknown
2697,H2697,other,unknown,unknown,unknown
2698,H2698,intel,gb,ssd,windows
2699,H2699,intel,gb,ssd,windows
2700,H2700,intel,unknown,unknown,windows
2701,H2701,intel,unknown,ssd,windows
2702,H2702,intel,unknown,unknown,unknown
2703,H2703,other,unknown,unknown,unknown
2704,H2704,intel,unknown,unknown,windows
2705,H2705,intel,gb,emmc,chrome
2706,H2706,intel,gb,ssd,windows
2707,H2707,other,gb,hdd/ssd,windows
2708,H2708,intel,gb,hdd/ssd,windows
2709,H2709,other,gb,ssd,windows
2710,H2710,other,unknown,unknown,unknown
2711,H2711,intel,gb,ssd,windows
2712,H2712,intel,gb,ssd,windows
2713,H2713,intel,gb,ssd,mac
2714,H2714,intel,gb,ssd,windows
2715,H2715,nvidia,unknown,unknown,windows
2716,H2716,intel,unknown,unknown,unknown
2717,H2717,other,gb,emmc,chrome
2718,H2718,intel,gb,ssd,windows
2719,H2719,intel,gb,hdd/ssd,windows
2720,H2720,intel,gb,ssd,windows
2721,H2721,other,unknown,unknown,unknown
2722,H2722,other,gb,ssd,windows
2723,H2723,other,unknown,unknown,unknown
2724,H2724,intel,unknown,unknown,unknown
2725,H2725,intel,unknown,unknown,windows
2726,H2726,intel,gb,emmc,chrome
2727,H2727,other,unknown,unknown,unknown
2728,H2728,other,unknown,unknown,unknown
2729,H2729,intel,gb,ssd,windows
2730,H2730,other,unknown,unknown,unknown
2731,H2731,other,gb,emmc,windows
2732,H2732,intel,gb,emmc,chrome
2733,H2733,intel,gb,hdd/ssd,unknown
2734,H2734,intel,unknown,unknown,windows
2735,H2735,other,unknown,unknown,unknown
2736,H2736,other,unknown,unknown,unknown
2737,H2737,other,unknown,unknown,windows
2738,H2738,intel,gb,ssd,windows
2739,H2739,nvidia,gb,other,windows
2740,H2740,intel,unknown,unknown,unknown
2741,H2741,other,unknown,unknown,unknown
2742,H2742,intel,gb,ssd,windows
2743,H2743,other,gb,ssd,windows
2744,H2744,intel,gb,ssd,windows
2745,H2745,intel,gb,ssd,windows
2746,H2746,other,unknown,unknown,unknown
2747,H2747,intel,gb,hdd/ssd,windows
2748,H2748,other,unknown,unknown,unknown
2749,H2749,other,gb,ssd,windows
2750,H2750,other,unknown,unknown,unknown
2751,H2751,intel,unknown,ssd,windows
2752,H2752,other,gb,ssd,chrome
2753,H2753,other,gb,ssd,windows
