,HARDWARE_ID,GPU,RAM_SIZE_UNIT,STORAGE_TYPE,OPERATING_SYSTEM
720,H720,other,unknown,unknown,unknown
721,H721,intel,unknown,unknown,unknown
722,H722,intel,unknown,ssd,windows
723,H723,other,unknown,unknown,unknown
724,H724,intel,unknown,ssd,windows
725,H725,intel,unknown,ssd,windows
726,H726,other,unknown,unknown,unknown
727,H727,other,unknown,unknown,unknown
728,H728,intel,unknown,unknown,unknown
729,H729,other,unknown,unknown,unknown
730,H730,other,unknown,unknown,unknown
731,H731,other,unknown,unknown,unknown
732,H732,intel,unknown,ssd,windows
733,H733,intel,unknown,unknown,unknown
734,H734,other,unknown,unknown,unknown
735,H735,other,unknown,unknown,unknown
736,H736,other,unknown,unknown,unknown
737,H737,other,unknown,unknown,unknown
738,H738,other,unknown,unknown,unknown
739,H739,intel,unknown,unknown,windows
740,H740,other,unknown,unknown,unknown
741,H741,other,unknown,unknown,unknown
742,H742,other,unknown,unknown,unknown
743,H743,intel,unknown,unknown,windows
744,H744,other,unknown,unknown,unknown
745,H745,other,unknown,unknown,unknown
746,H746,intel,unknown,unknown,windows
747,H747,other,unknown,unknown,unknown
748,H748,intel,unknown,unknown,windows
749,H749,other,unknown,unknown,unknown
750,H750,intel,unknown,unknown,windows
751,H751,other,unknown,unknown,unknown
752,H752,intel,unknown,unknown,windows
753,H753,other,unknown,unknown,unknown
754,H754,intel,unknown,unknown,unknown
755,H755,intel,unknown,ssd,windows
756,H756,other,unknown,unknown,unknown
757,H757,intel,unknown,ssd,windows
758,H758,other,unknown,unknown,unknown
759,H759,other,unknown,unknown,unknown
760,H760,intel,unknown,unknown,windows
761,H761,other,unknown,unknown,unknown
762,H762,other,unknown,unknown,unknown
763,H763,intel,unknown,unknown,unknown
764,H764,other,unknown,unknown,unknown
765,H765,other,unknown,unknown,unknown
766,H766,intel,unknown,ssd,windows
767,H767,other,unknown,unknown,unknown
768,H768,other,unknown,unknown,unknown
769,H769,intel,unknown,unknown,windows
770,H770,other,unknown,unknown,unknown
771,H771,intel,unknown,ssd,windows
772,H772,intel,unknown,unknown,unknown
773,H773,other,unknown,unknown,unknown
774,H774,other,unknown,unknown,unknown
775,H775,intel,unknown,unknown,windows
776,H776,other,unknown,unknown,unknown
777,H777,other,unknown,unknown,unknown
778,H778,other,unknown,unknown,unknown
779,H779,intel,unknown,unknown,windows
780,H780,intel,unknown,unknown,unknown
781,H781,intel,unknown,unknown,windows
782,H782,other,unknown,unknown,unknown
783,H783,other,unknown,unknown,unknown
784,H784,other,gb,ssd,windows
785,H785,other,gb,ssd,chrome
786,H786,other,gb,emmc,chrome
787,H787,nvidia,gb,ssd,windows
788,H788,other,gb,ssd,windows
789,H789,nvidia,gb,ssd,windows
790,H790,intel,gb,ssd,chrome
791,H791,nvidia,gb,ssd,windows
792,H792,intel,gb,other,windows
793,H793,other,gb,ssd,windows
794,H794,intel,gb,ssd,windows
795,H795,other,gb,unknown,unknown
796,H796,other,gb,hdd/ssd,unknown
797,H797,other,gb,ssd,chrome
798,H798,other,gb,other,windows
799,H799,other,gb,ssd,chrome
800,H800,intel,gb,ssd,windows
801,H801,other,gb,ssd,windows
802,H802,other,gb,ssd,unknown
803,H803,other,gb,ssd,windows
804,H804,intel,gb,hdd/ssd,windows
805,H805,other,gb,unknown,chrome
806,H806,nvidia,gb,ssd,windows
807,H807,other,gb,ssd,chrome
808,H808,intel,gb,ssd,windows
809,H809,intel,gb,ssd,windows
810,H810,intel,gb,ssd,windows
811,H811,other,unknown,unknown,unknown
812,H812,intel,gb,ssd,unknown
813,H813,other,unknown,unknown,unknown
814,H814,amd,gb,ssd,windows
815,H815,other,gb,ssd,chrome
816,H816,other,unknown,unknown,unknown
817,H817,nvidia,gb,ssd,windows
818,H818,other,gb,ssd,windows
819,H819,other,gb,ssd,windows
820,H820,intel,gb,emmc,chrome
821,H821,other,unknown,unknown,unknown
822,H822,intel,unknown,unknown,unknown
823,H823,intel,unknown,unknown,unknown
824,H824,other,unknown,unknown,unknown
825,H825,intel,unknown,ssd,windows
826,H826,intel,unknown,unknown,unknown
827,H827,intel,unknown,ssd,windows
828,H828,other,unknown,unknown,unknown
829,H829,intel,unknown,unknown,windows
830,H830,other,unknown,unknown,unknown
831,H831,intel,unknown,ssd,windows
832,H832,intel,unknown,unknown,windows
833,H833,intel,gb,hdd/ssd,unknown
834,H834,other,unknown,unknown,unknown
835,H835,intel,unknown,unknown,unknown
836,H836,other,unknown,unknown,unknown
837,H837,intel,unknown,unknown,windows
838,H838,other,unknown,unknown,unknown
839,H839,intel,unknown,unknown,unknown
840,H840,intel,gb,hdd/ssd,unknown
841,H841,other,unknown,unknown,unknown
842,H842,other,unknown,unknown,unknown
843,H843,other,unknown,unknown,unknown
844,H844,other,unknown,unknown,unknown
845,H845,intel,unknown,unknown,windows
846,H846,other,unknown,unknown,unknown
847,H847,intel,unknown,unknown,windows
848,H848,intel,unknown,ssd,windows
849,H849,other,unknown,unknown,unknown
850,H850,other,unknown,unknown,unknown
851,H851,other,unknown,unknown,unknown
852,H852,intel,unknown,ssd,windows
853,H853,other,unknown,unknown,unknown
854,H854,other,unknown,unknown,unknown
855,H855,other,unknown,unknown,unknown
856,H856,intel,unknown,ssd,windows
857,H857,intel,unknown,unknown,unknown
858,H858,other,unknown,unknown,unknown
859,H859,other,unknown,unknown,unknown
860,H860,intel,gb,hdd/ssd,windows
861,H861,intel,unknown,ssd,windows
862,H862,intel,unknown,ssd,windows
863,H863,intel,unknown,ssd,windows
864,H864,other,unknown,unknown,unknown
865,H865,intel,unknown,unknown,unknown
866,H866,other,unknown,unknown,unknown
867,H867,other,unknown,unknown,unknown
868,H868,other,unknown,unknown,unknown
869,H869,other,unknown,unknown,unknown
870,H870,other,unknown,unknown,unknown
871,H871,intel,unknown,unknown,unknown
872,H872,other,unknown,unknown,unknown
873,H873,other,unknown,unknown,unknown
874,H874,other,unknown,unknown,unknown
875,H875,intel,unknown,unknown,windows
876,H876,intel,unknown,unknown,unknown
877,H877,other,unknown,unknown,unknown
878,H878,intel,unknown,unknown,unknown
879,H879,intel,unknown,unknown,unknown
880,H880,nvidia,unknown,unknown,unknown
881,H881,intel,unknown,unknown,windows
882,H882,intel,unknown,ssd,windows
883,H883,intel,unknown,ssd,windows
884,H884,other,unknown,unknown,unknown
885,H885,other,unknown,unknown,unknown
886,H886,intel,unknown,unknown,windows
887,H887,other,unknown,unknown,unknown
888,H888,amd,unknown,unknown,windows
889,H889,intel,unknown,unknown,windows
890,H890,other,unknown,unknown,unknown
891,H891,other,unknown,unknown,unknown
892,H892,intel,unknown,unknown,unknown
893,H893,intel,unknown,ssd,windows
894,H894,other,unknown,unknown,unknown
895,H895,other,unknown,unknown,unknown
896,H896,intel,unknown,unknown,windows
897,H897,other,unknown,unknown,unknown
898,H898,intel,unknown,unknown,unknown
899,H899,intel,unknown,unknown,windows
900,H900,other,unknown,unknown,unknown
901,H901,other,unknown,unknown,unknown
902,H902,intel,unknown,unknown,unknown
903,H903,other,unknown,unknown,unknown
904,H904,intel,unknown,unknown,unknown
905,H905,intel,unknown,unknown,unknown
906,H906,other,unknown,unknown,unknown
907,H907,intel,unknown,unknown,unknown
908,H908,other,unknown,unknown,unknown
909,H909,other,unknown,unknown,unknown
910,H910,other,unknown,unknown,unknown
911,H911,intel,unknown,unknown,unknown
912,H912,intel,unknown,unknown,unknown
913,H913,intel,unknown,ssd,windows
914,H914,other,unknown,unknown,unknown
915,H915,other,unknown,unknown,unknown
916,H916,intel,unknown,unknown,windows
917,H917,other,unknown,unknown,unknown
918,H918,other,unknown,unknown,unknown
919,H919,other,unknown,unknown,unknown
920,H920,intel,unknown,unknown,unknown
921,H921,intel,unknown,unknown,unknown
922,H922,other,unknown,unknown,unknown
923,H923,other,unknown,unknown,unknown
924,H924,other,unknown,unknown,unknown
925,H925,other,unknown,unknown,unknown
926,H926,nvidia,unknown,unknown,windows
927,H927,intel,unknown,unknown,unknown
928,H928,nvidia,unknown,unknown,windows
929,H929,other,unknown,unknown,unknown
930,H930,other,unknown,unknown,unknown
931,H931,other,unknown,unknown,unknown
932,H932,intel,unknown,unknown,windows
933,H933,other,unknown,unknown,unknown
934,H934,intel,unknown,unknown,unknown
935,H935,intel,unknown,unknown,unknown
936,H936,other,unknown,unknown,unknown
937,H937,intel,unknown,ssd,windows
938,H938,intel,unknown,unknown,windows
939,H939,other,unknown,unknown,unknown
940,H940,intel,unknown,unknown,unknown
941,H941,intel,unknown,ssd,windows
942,H942,intel,unknown,unknown,windows
943,H943,other,unknown,unknown,unknown
944,H944,intel,unknown,unknown,windows
945,H945,other,unknown,unknown,unknown
946,H946,intel,unknown,unknown,windows
947,H947,intel,unknown,unknown,unknown
948,H948,intel,unknown,unknown,windows
949,H949,other,unknown,unknown,unknown
950,H950,intel,unknown,ssd,windows
951,H951,other,unknown,unknown,unknown
952,H952,nvidia,unknown,unknown,windows
953,H953,intel,unknown,unknown,unknown
954,H954,intel,unknown,unknown,unknown
955,H955,intel,unknown,unknown,unknown
956,H956,intel,unknown,unknown,unknown
957,H957,intel,unknown,unknown,unknown
958,H958,intel,unknown,unknown,windows
959,H959,intel,unknown,unknown,windows
960,H960,intel,unknown,unknown,unknown
961,H961,intel,unknown,unknown,windows
962,H962,other,unknown,unknown,unknown
963,H963,other,unknown,unknown,unknown
964,H964,other,unknown,unknown,unknown
965,H965,other,unknown,unknown,unknown
966,H966,intel,unknown,unknown,unknown
967,H967,other,unknown,unknown,unknown
968,H968,other,unknown,unknown,unknown
969,H969,other,unknown,unknown,unknown
970,H970,intel,unknown,unknown,windows
971,H971,other,unknown,unknown,unknown
972,H972,intel,unknown,ssd,windows
973,H973,other,unknown,unknown,unknown
974,H974,other,unknown,unknown,unknown
975,H975,intel,unknown,ssd,windows
976,H976,intel,unknown,unknown,unknown
977,H977,intel,unknown,unknown,windows
978,H978,intel,unknown,unknown,unknown
979,H979,other,unknown,unknown,unknown
980,H980,nvidia,unknown,unknown,windows
981,H981,other,unknown,unknown,unknown
982,H982,other,unknown,unknown,unknown
983,H983,other,unknown,unknown,unknown
984,H984,intel,unknown,unknown,windows
985,H985,other,unknown,unknown,unknown
986,H986,intel,unknown,unknown,windows
987,H987,intel,unknown,unknown,unknown
988,H988,intel,unknown,unknown,unknown
989,H989,intel,unknown,unknown,unknown
990,H990,intel,unknown,unknown,windows
991,H991,intel,unknown,ssd,windows
992,H992,intel,unknown,unknown,windows
993,H993,nvidia,unknown,unknown,windows
994,H994,intel,unknown,unknown,unknown
995,H995,intel,unknown,ssd,windows
996,H996,intel,unknown,unknown,unknown
997,H997,other,unknown,unknown,unknown
998,H998,other,unknown,unknown,unknown
999,H999,other,unknown,unknown,unknown
1000,H1000,other,unknown,unknown,unknown
1001,H1001,intel,unknown,ssd,windows
1002,H1002,other,unknown,unknown,unknown
1003,H1003,other,unknown,unknown,unknown
1004,H1004,other,unknown,unknown,unknown
1005,H1005,intel,unknown,ssd,windows
1006,H1006,other,unknown,unknown,unknown
1007,H1007,intel,unknown,unknown,unknown
1008,H1008,intel,unknown,unknown,unknown
1009,H1009,intel,unknown,unknown,unknown
1010,H1010,other,unknown,unknown,unknown
1011,H1011,intel,unknown,unknown,unknown
1012,H1012,other,unknown,unknown,unknown
1013,H1013,other,unknown,unknown,unknown
1014,H1014,other,unknown,unknown,unknown
1015,H1015,other,unknown,unknown,unknown
1016,H1016,other,unknown,unknown,unknown
1017,H1017,amd,unknown,unknown,windows
1018,H1018,intel,unknown,unknown,unknown
1019,H1019,intel,unknown,unknown,unknown
1020,H1020,intel,unknown,unknown,unknown
1021,H1021,other,unknown,unknown,unknown
1022,H1022,other,unknown,unknown,unknown
1023,H1023,intel,unknown,unknown,unknown
1024,H1024,intel,unknown,ssd,windows
1025,H1025,intel,unknown,ssd,windows
1026,H1026,other,gb,hdd/ssd,unknown
1027,H1027,other,unknown,unknown,unknown
1028,H1028,other,unknown,unknown,unknown
1029,H1029,other,unknown,unknown,windows
1030,H1030,other,unknown,unknown,unknown
1031,H1031,other,unknown,unknown,unknown
1032,H1032,other,unknown,unknown,unknown
1033,H1033,intel,unknown,unknown,unknown
1034,H1034,intel,unknown,unknown,windows
1035,H1035,other,unknown,unknown,unknown
1036,H1036,other,unknown,unknown,unknown
1037,H1037,other,unknown,unknown,unknown
1038,H1038,intel,unknown,unknown,unknown
1039,H1039,intel,unknown,unknown,windows
1040,H1040,other,unknown,unknown,unknown
1041,H1041,intel,unknown,unknown,windows
1042,H1042,other,unknown,unknown,unknown
1043,H1043,other,unknown,unknown,unknown
1044,H1044,other,unknown,unknown,unknown
1045,H1045,other,unknown,unknown,unknown
1046,H1046,intel,unknown,unknown,unknown
1047,H1047,intel,unknown,unknown,unknown
1048,H1048,other,unknown,unknown,unknown
1049,H1049,intel,unknown,unknown,unknown
1050,H1050,other,unknown,unknown,unknown
1051,H1051,other,unknown,unknown,unknown
1052,H1052,other,unknown,unknown,unknown
1053,H1053,other,unknown,unknown,unknown
1054,H1054,intel,unknown,unknown,windows
1055,H1055,intel,unknown,unknown,windows
1056,H1056,intel,unknown,unknown,unknown
1057,H1057,intel,unknown,ssd,windows
1058,H1058,intel,unknown,unknown,unknown
1059,H1059,other,unknown,unknown,unknown
1060,H1060,intel,unknown,unknown,unknown
1061,H1061,intel,unknown,unknown,windows
1062,H1062,other,unknown,unknown,unknown
1063,H1063,intel,unknown,unknown,unknown
1064,H1064,other,unknown,unknown,unknown
1065,H1065,intel,unknown,unknown,unknown
1066,H1066,other,unknown,unknown,unknown
1067,H1067,intel,unknown,unknown,unknown
1068,H1068,other,unknown,unknown,unknown
1069,H1069,intel,unknown,unknown,unknown
1070,H1070,intel,unknown,ssd,windows
1071,H1071,intel,unknown,unknown,windows
1072,H1072,intel,unknown,unknown,unknown
1073,H1073,intel,unknown,unknown,unknown
1074,H1074,intel,unknown,unknown,windows
1075,H1075,other,gb,unknown,unknown
1076,H1076,intel,unknown,unknown,unknown
1077,H1077,other,unknown,unknown,unknown
1078,H1078,intel,unknown,unknown,unknown
1079,H1079,intel,unknown,unknown,unknown
1080,H1080,intel,unknown,unknown,unknown
1081,H1081,other,unknown,unknown,unknown
1082,H1082,intel,unknown,unknown,windows
1083,H1083,other,unknown,unknown,unknown
1084,H1084,other,unknown,unknown,unknown
1085,H1085,intel,unknown,unknown,unknown
1086,H1086,intel,unknown,unknown,unknown
1087,H1087,intel,unknown,unknown,unknown
1088,H1088,intel,unknown,unknown,unknown
1089,H1089,intel,unknown,unknown,unknown
1090,H1090,other,unknown,unknown,unknown
1091,H1091,intel,unknown,unknown,windows
1092,H1092,intel,unknown,unknown,windows
1093,H1093,intel,unknown,unknown,windows
1094,H1094,intel,unknown,unknown,windows
1095,H1095,intel,unknown,unknown,unknown
1096,H1096,other,unknown,unknown,unknown
1097,H1097,other,unknown,unknown,unknown
1098,H1098,intel,unknown,unknown,unknown
1099,H1099,other,unknown,unknown,unknown
1100,H1100,intel,unknown,unknown,windows
1101,H1101,intel,unknown,unknown,unknown
1102,H1102,intel,unknown,unknown,unknown
1103,H1103,intel,unknown,unknown,unknown
1104,H1104,intel,unknown,ssd,windows
1105,H1105,intel,unknown,unknown,windows
1106,H1106,other,unknown,unknown,unknown
1107,H1107,intel,unknown,unknown,windows
1108,H1108,intel,unknown,unknown,unknown
1109,H1109,intel,unknown,unknown,unknown
1110,H1110,other,unknown,unknown,unknown
1111,H1111,intel,unknown,unknown,windows
1112,H1112,intel,unknown,ssd,windows
1113,H1113,intel,unknown,unknown,unknown
1114,H1114,other,unknown,unknown,unknown
1115,H1115,other,unknown,unknown,unknown
1116,H1116,other,unknown,unknown,unknown
1117,H1117,other,unknown,unknown,unknown
1118,H1118,intel,unknown,unknown,windows
1119,H1119,other,unknown,unknown,unknown
1120,H1120,intel,unknown,unknown,windows
1121,H1121,other,unknown,unknown,unknown
1122,H1122,other,unknown,unknown,unknown
1123,H1123,other,unknown,unknown,unknown
1124,H1124,intel,unknown,ssd,windows
1125,H1125,nvidia,unknown,unknown,unknown
1126,H1126,intel,gb,other,unknown
1127,H1127,other,unknown,unknown,unknown
1128,H1128,intel,unknown,unknown,windows
1129,H1129,other,unknown,unknown,unknown
1130,H1130,intel,unknown,unknown,windows
1131,H1131,intel,unknown,unknown,windows
1132,H1132,other,unknown,unknown,unknown
1133,H1133,other,unknown,unknown,unknown
1134,H1134,other,unknown,unknown,unknown
1135,H1135,intel,unknown,unknown,windows
1136,H1136,other,unknown,unknown,unknown
1137,H1137,other,unknown,unknown,unknown
1138,H1138,other,unknown,unknown,unknown
1139,H1139,other,unknown,unknown,unknown
1140,H1140,intel,unknown,ssd,windows
1141,H1141,other,unknown,unknown,unknown
1142,H1142,intel,unknown,ssd,windows
1143,H1143,other,unknown,unknown,unknown
1144,H1144,intel,unknown,unknown,unknown
1145,H1145,other,unknown,unknown,unknown
1146,H1146,other,unknown,unknown,unknown
1147,H1147,other,unknown,unknown,unknown
1148,H1148,intel,unknown,unknown,windows
1149,H1149,intel,unknown,unknown,windows
1150,H1150,other,unknown,unknown,unknown
1151,H1151,other,unknown,unknown,unknown
1152,H1152,intel,unknown,unknown,windows
1153,H1153,other,unknown,unknown,unknown
1154,H1154,intel,unknown,unknown,unknown
1155,H1155,intel,unknown,unknown,windows
1156,H1156,intel,unknown,ssd,windows
1157,H1157,intel,unknown,unknown,unknown
1158,H1158,intel,unknown,unknown,unknown
1159,H1159,other,unknown,unknown,unknown
1160,H1160,other,unknown,unknown,unknown
1161,H1161,other,unknown,unknown,unknown
1162,H1162,intel,unknown,unknown,unknown
1163,H1163,intel,unknown,unknown,unknown
1164,H1164,other,unknown,unknown,unknown
1165,H1165,other,unknown,unknown,unknown
1166,H1166,intel,unknown,unknown,windows
1167,H1167,nvidia,unknown,unknown,windows
1168,H1168,intel,unknown,unknown,unknown
1169,H1169,intel,unknown,ssd,windows
1170,H1170,other,unknown,unknown,unknown
1171,H1171,other,unknown,unknown,unknown
1172,H1172,nvidia,unknown,unknown,unknown
1173,H1173,other,unknown,unknown,unknown
1174,H1174,intel,unknown,unknown,unknown
1175,H1175,intel,unknown,ssd,windows
1176,H1176,intel,unknown,ssd,windows
1177,H1177,intel,unknown,unknown,windows
1178,H1178,other,unknown,unknown,unknown
1179,H1179,intel,unknown,unknown,windows
1180,H1180,intel,unknown,unknown,unknown
1181,H1181,other,unknown,unknown,unknown
1182,H1182,other,unknown,unknown,unknown
1183,H1183,other,unknown,unknown,unknown
1184,H1184,intel,unknown,hdd/ssd,windows
1185,H1185,other,unknown,unknown,unknown
1186,H1186,other,unknown,unknown,unknown
1187,H1187,other,unknown,unknown,unknown
1188,H1188,intel,unknown,ssd,windows
1189,H1189,intel,unknown,unknown,unknown
1190,H1190,intel,unknown,ssd,windows
1191,H1191,other,unknown,unknown,unknown
1192,H1192,intel,unknown,unknown,unknown
1193,H1193,intel,unknown,ssd,windows
1194,H1194,other,unknown,unknown,unknown
1195,H1195,other,unknown,unknown,unknown
1196,H1196,intel,unknown,unknown,windows
1197,H1197,intel,unknown,unknown,windows
1198,H1198,other,unknown,unknown,unknown
1199,H1199,intel,unknown,unknown,unknown
1200,H1200,other,unknown,unknown,unknown
1201,H1201,intel,unknown,unknown,unknown
1202,H1202,intel,unknown,unknown,unknown
1203,H1203,other,unknown,unknown,unknown
1204,H1204,intel,unknown,unknown,unknown
1205,H1205,intel,unknown,hdd/ssd,windows
1206,H1206,intel,unknown,unknown,unknown
1207,H1207,intel,unknown,unknown,unknown
1208,H1208,other,unknown,unknown,unknown
1209,H1209,intel,unknown,ssd,windows
1210,H1210,intel,unknown,unknown,unknown
1211,H1211,intel,unknown,ssd,windows
1212,H1212,nvidia,unknown,unknown,windows
1213,H1213,intel,unknown,unknown,unknown
1214,H1214,intel,unknown,ssd,windows
1215,H1215,intel,unknown,unknown,windows
1216,H1216,intel,unknown,unknown,windows
1217,H1217,other,unknown,unknown,unknown
1218,H1218,intel,unknown,unknown,unknown
1219,H1219,other,unknown,unknown,unknown
1220,H1220,intel,unknown,unknown,windows
1221,H1221,intel,unknown,unknown,unknown
1222,H1222,intel,unknown,ssd,windows
1223,H1223,intel,unknown,ssd,windows
1224,H1224,other,unknown,unknown,unknown
1225,H1225,other,unknown,unknown,unknown
1226,H1226,intel,gb,ssd,windows
1227,H1227,intel,unknown,unknown,unknown
1228,H1228,intel,unknown,ssd,windows
1229,H1229,other,gb,ssd,windows
1230,H1230,intel,unknown,ssd,windows
1231,H1231,other,unknown,ssd,windows
1232,H1232,other,unknown,unknown,unknown
1233,H1233,other,unknown,unknown,unknown
1234,H1234,other,unknown,unknown,unknown
1235,H1235,intel,unknown,ssd,windows
1236,H1236,intel,unknown,ssd,windows
1237,H1237,other,unknown,unknown,unknown
1238,H1238,other,unknown,unknown,unknown
1239,H1239,intel,unknown,unknown,unknown
1240,H1240,intel,gb,hdd/ssd,windows
1241,H1241,intel,unknown,unknown,windows
1242,H1242,intel,unknown,unknown,windows
1243,H1243,amd,unknown,unknown,windows
1244,H1244,intel,gb,ssd,windows
1245,H1245,amd,unknown,unknown,windows
1246,H1246,other,unknown,unknown,unknown
1247,H1247,intel,unknown,unknown,unknown
1248,H1248,other,unknown,unknown,unknown
1249,H1249,intel,unknown,ssd,windows
1250,H1250,intel,unknown,unknown,windows
1251,H1251,other,unknown,unknown,unknown
1252,H1252,other,unknown,unknown,unknown
1253,H1253,other,unknown,unknown,unknown
1254,H1254,intel,unknown,unknown,windows
1255,H1255,other,unknown,unknown,unknown
1256,H1256,intel,unknown,unknown,windows
1257,H1257,other,unknown,unknown,unknown
1258,H1258,other,unknown,unknown,unknown
1259,H1259,other,unknown,unknown,unknown
1260,H1260,intel,unknown,unknown,windows
1261,H1261,intel,unknown,unknown,unknown
1262,H1262,intel,unknown,unknown,unknown
1263,H1263,intel,unknown,unknown,windows
1264,H1264,intel,unknown,unknown,windows
1265,H1265,other,unknown,unknown,unknown
1266,H1266,intel,unknown,unknown,unknown
1267,H1267,other,unknown,unknown,unknown
1268,H1268,intel,unknown,ssd,windows
1269,H1269,intel,unknown,unknown,unknown
1270,H1270,intel,unknown,unknown,unknown
1271,H1271,other,unknown,unknown,unknown
1272,H1272,intel,unknown,unknown,unknown
1273,H1273,intel,unknown,unknown,windows
1274,H1274,other,unknown,unknown,unknown
1275,H1275,intel,unknown,unknown,unknown
1276,H1276,intel,unknown,unknown,windows
1277,H1277,other,unknown,unknown,unknown
1278,H1278,intel,gb,ssd,windows
1279,H1279,other,unknown,unknown,unknown
1280,H1280,intel,unknown,unknown,unknown
1281,H1281,other,unknown,unknown,unknown
1282,H1282,other,unknown,unknown,unknown
1283,H1283,intel,unknown,unknown,unknown
1284,H1284,intel,unknown,unknown,unknown
1285,H1285,other,unknown,unknown,unknown
1286,H1286,intel,unknown,unknown,unknown
1287,H1287,intel,unknown,unknown,unknown
1288,H1288,other,gb,hdd/ssd,windows
1289,H1289,other,gb,emmc,chrome
1290,H1290,intel,gb,ssd,chrome
1291,H1291,other,unknown,unknown,unknown
1292,H1292,intel,gb,hdd/ssd,windows
1293,H1293,other,gb,ssd,windows
1294,H1294,other,gb,ssd,chrome
1295,H1295,intel,gb,ssd,unknown
1296,H1296,other,gb,ssd,mac
1297,H1297,intel,gb,hdd/ssd,windows
1298,H1298,other,gb,ssd,unknown
1299,H1299,intel,gb,ssd,windows
1300,H1300,other,gb,hdd/ssd,windows
1301,H1301,other,unknown,unknown,unknown
1302,H1302,intel,gb,emmc,chrome
1303,H1303,other,gb,hdd/ssd,windows
1304,H1304,intel,gb,ssd,windows
1305,H1305,nvidia,gb,ssd,windows
1306,H1306,other,unknown,unknown,unknown
1307,H1307,amd,gb,ssd,windows
1308,H1308,intel,gb,hdd/ssd,windows
1309,H1309,intel,gb,ssd,windows
1310,H1310,intel,gb,ssd,chrome
1311,H1311,other,gb,ssd,windows
1312,H1312,intel,gb,ssd,windows
1313,H1313,other,gb,unknown,windows
1314,H1314,other,gb,ssd,unknown
1315,H1315,other,gb,hdd/ssd,windows
1316,H1316,intel,gb,ssd,windows
1317,H1317,intel,gb,ssd,windows
1318,H1318,other,gb,ssd,unknown
1319,H1319,intel,gb,hdd/ssd,windows
1320,H1320,intel,gb,ssd,chrome
1321,H1321,intel,gb,ssd,windows
1322,H1322,intel,gb,ssd,unknown
1323,H1323,other,gb,ssd,windows
1324,H1324,other,unknown,unknown,unknown
1325,H1325,other,gb,ssd,windows
1326,H1326,other,gb,unknown,unknown
1327,H1327,other,gb,ssd,windows
1328,H1328,other,gb,ssd,chrome
1329,H1329,intel,gb,emmc,chrome
1330,H1330,other,gb,ssd,windows
1331,H1331,intel,gb,hdd/ssd,windows
1332,H1332,intel,unknown,unknown,unknown
1333,H1333,other,unknown,unknown,unknown
1334,H1334,other,unknown,unknown,unknown
1335,H1335,other,unknown,unknown,unknown
1336,H1336,intel,unknown,unknown,unknown
1337,H1337,other,unknown,unknown,unknown
1338,H1338,other,unknown,unknown,unknown
1339,H1339,other,unknown,unknown,unknown
1340,H1340,other,unknown,unknown,unknown
1341,H1341,intel,unknown,unknown,unknown
1342,H1342,intel,unknown,unknown,windows
1343,H1343,other,unknown,unknown,unknown
1344,H1344,other,unknown,unknown,unknown
1345,H1345,intel,unknown,unknown,windows
1346,H1346,other,unknown,unknown,unknown
1347,H1347,other,unknown,unknown,unknown
1348,H1348,other,unknown,unknown,unknown
1349,H1349,other,gb,ssd,windows
1350,H1350,intel,unknown,ssd,windows
1351,H1351,nvidia,unknown,unknown,windows
1352,H1352,other,unknown,unknown,unknown
1353,H1353,other,unknown,unknown,unknown
1354,H1354,other,unknown,unknown,unknown
1355,H1355,other,unknown,unknown,unknown
1356,H1356,other,unknown,unknown,unknown
1357,H1357,intel,unknown,unknown,windows
1358,H1358,other,unknown,unknown,unknown
1359,H1359,intel,unknown,unknown,unknown
1360,H1360,other,unknown,unknown,unknown
1361,H1361,nvidia,unknown,unknown,windows
1362,H1362,other,unknown,unknown,unknown
1363,H1363,intel,unknown,ssd,windows
1364,H1364,intel,unknown,unknown,unknown
1365,H1365,intel,unknown,ssd,windows
1366,H1366,intel,unknown,unknown,windows
1367,H1367,intel,unknown,unknown,windows
1368,H1368,other,unknown,unknown,unknown
1369,H1369,intel,unknown,unknown,unknown
1370,H1370,intel,unknown,unknown,unknown
1371,H1371,intel,unknown,unknown,unknown
1372,H1372,intel,unknown,unknown,unknown
1373,H1373,intel,unknown,unknown,unknown
1374,H1374,intel,unknown,ssd,windows
1375,H1375,other,unknown,unknown,unknown
1376,H1376,other,unknown,unknown,unknown
1377,H1377,intel,unknown,unknown,windows
1378,H1378,other,unknown,unknown,unknown
1379,H1379,intel,unknown,unknown,unknown
1380,H1380,other,unknown,unknown,unknown
1381,H1381,intel,unknown,unknown,unknown
1382,H1382,intel,unknown,unknown,windows
1383,H1383,intel,unknown,unknown,unknown
1384,H1384,other,unknown,unknown,unknown
1385,H1385,intel,unknown,ssd,windows
1386,H1386,intel,unknown,ssd,windows
1387,H1387,intel,unknown,unknown,unknown
1388,H1388,nvidia,unknown,unknown,windows
1389,H1389,intel,unknown,unknown,unknown
1390,H1390,other,gb,ssd,windows
1391,H1391,intel,unknown,unknown,unknown
1392,H1392,intel,unknown,unknown,windows
1393,H1393,intel,unknown,unknown,unknown
1394,H1394,other,unknown,unknown,unknown
1395,H1395,intel,unknown,unknown,unknown
1396,H1396,intel,unknown,ssd,windows
1397,H1397,intel,unknown,unknown,unknown
1398,H1398,other,unknown,unknown,unknown
1399,H1399,intel,unknown,unknown,windows
1400,H1400,intel,unknown,unknown,unknown
1401,H1401,other,unknown,unknown,unknown
1402,H1402,intel,unknown,unknown,unknown
