,SCREEN_ID,SCREEN_SIZE_INCH,COLOR,WIDTH_DISPLAY,HEIGHT_DISPLAY
4161,S4161,15.0,other,1920,1080
4162,S4162,8.43,other,1920,1080
4163,S4163,8.43,black,1920,1080
4164,S4164,8.43,other,1920,1080
4165,S4165,8.43,other,1920,1080
4166,S4166,8.43,black,1920,1080
4167,S4167,8.43,other,1920,1080
4168,S4168,8.43,other,1920,1080
4169,S4169,8.43,other,1920,1080
4170,S4170,11.6,black,1280,720
4171,S4171,8.43,other,1920,1080
4172,S4172,14.0,other,1920,1080
4173,S4173,8.43,other,1920,1080
4174,S4174,8.43,other,1920,1080
4175,S4175,14.0,other,1280,720
4176,S4176,14.0,black,1280,720
4177,S4177,8.43,other,1920,1080
4178,S4178,8.43,other,1920,1080
4179,S4179,12.5,black,1920,1080
4180,S4180,8.43,other,1920,1080
4181,S4181,8.43,black,1920,1080
