,Price,Width of the Display,Height of the Display,Hard Drive Capacity,SSD Capacity,Ram Size,Processor Speed
2072,50,1366,768,32,32,2,2.16
2073,24.98,,,,,4,2.1
2074,200,,,,32,4,1.6
2075,230,,,512,512,32,3.9
2076,110,1366,768,64,64,64,1.1
2077,225,,,512,512,32,
2078,105,1920,1080,256,256,8,2.6
2079,80,,,,,,
2080,35,,,32,32,4,1.8
2081,170.9,,,,256,,1.9
2082,48.47,,,,32,,1.6
2083,85,1600,900,320,,4,2.66
2084,130,1366,768,128,128,4,1.6
2085,382,1920,1080,,512,8,2.4
2086,349,1920,1080,512,512,8,1.5
2087,325,1920,1080,512,512,16,2.8
2088,305,,,256,256,8,2
2089,1414,,,,,,
2090,103.4,1366,768,500,,4,2
2091,299,1920,1080,1,1,32,@1.7
2092,490,1920,1080,1,1,16,1.8
2093,234.5,1920,1080,,128,16,2.5
2094,480,,,2,2,64,4.2
2095,1413,,,,,,
2096,381,1920,1080,,256,12,2.4
2097,139.5,,,,16,,
2098,72,1366,768,,16,4,1.6
2099,307.2,1280,720,,240,,2.6
2100,300,1366,768,,500,16,1.9
2101,150,,,,,8,2.3
2102,115,,,16,16,4,2.16
2103,220,1920,1080,,256,8,1.7
2104,281,,,128,128,4,2.9
2105,307.2,1280,720,,240,,2.6
2106,51,1366,768,16,16,4,1.6
2107,89,,,,256,,
2108,199,,,256,256,8,2.3
2109,129,1920,1080,1,,8,
2110,56,1366,768,,16,4,1.6
2111,229,,,,256,16,
2112,159,,,,2,16,1.7
2113,120,1920,1080,256,256,8,3.6
2114,300,,,256,256,256,
2115,527,,,,256,16,1.7
2116,549,1366,768,32,32,4,1.1
2117,170,1920,1080,8,256,8,2.6
2118,600,1920,1080,,512,16,1.7
2119,40,,,320,,4,2.6
2120,400,1920,1080,512,1,32,2.8
2121,276.2,,,,,,
2122,107.56,1366,768,128,128,8,1.5
2123,300,,,640,,,
2124,625,,,512,512,16,
2125,469,3840,2160,,1,16,2.8
2126,229.6,,,,128,4,2.7
2127,27.98,1366,768,16,16,4,1.6
2128,155,1920,1080,256,256,8,1.6
2129,160,1920,1080,,256,8,2.2
2130,80,,,250,,,
2131,280,1366,768,512,512,8,2.6
2132,260,,,256,256,,2.6
2133,399,1920,1080,256,256,8,2.6
2134,799,2880,1920,256,256,16,4.8
2135,90,1024,768,160,,8,2.2
2136,29,,,16,16,4,1
2137,170,,,1,1,16,3.4
2138,8.85,,,,,,
2139,389,3840,2160,,512,16,2.7
2140,506,1920,1080,,512,16,4
2141,600,3840,2160,1,1,16,2.6
2142,320.5,,,,512,16,
2143,11.38,,,,,,
2144,199,,,256,256,8,2.3
2145,286.8,1280,720,,120,,2.6
2146,550,1920,1080,512,512,12,4.7
2147,99,,,,,,
2148,125,,,,,,
2149,130.5,,,,,,
2150,886,,,512,512,8,
2151,173,,,,,,
2152,675,,,1,1,32,
2153,90,1366,768,512,512,16,3.9
2154,126.5,,,500,,8,2.5
2155,75.94,,,500,,8,2.5
2156,430,1920,1080,256,256,8,2.1
2157,650,3840,2160,,512,16,2.3
2158,126.56,,,256,256,8,
2159,283.8,1920,1080,,256,16,1.8
2160,362.2,1920,1080,512,512,16,4.2
2161,50.62,1366,768,128,128,4,1.9
2162,739,,,,,,
2163,443,,,,1,32,1.8
2164,34.8,,,,,,
2165,506.2,1920,1080,,256,8,2.1
2166,519.5,,,,,,
2167,400,1920,1080,512,1,32,2.8
2168,151.8,1920,1200,,64,4,1.1
2169,239.1,1920,1080,256,256,8,1.6
2170,1115,,,,,,
2171,54.38,,,,,,
2172,129.4,,,,,,
2173,326.2,,,,,,
2174,442.8,3840,2160,,512,16,4.6
2175,872,2560,1600,,,,3.2
2176,300.2,1280,720,,120,,2.6
2177,246.8,1366,768,,2,32,3
2178,20,1366,768,,,2,
2179,340,1366,768,1,1,32,1.9
2180,49,1366,768,16,16,2,1.6
2181,163.1,,,,,,
2182,456.8,,,,,,
2183,1035,,,,1,16,
2184,300,1280,720,,240,,3
2185,258.5,1280,720,,120,,3
2186,151.9,,,1,1,16,2.4
2187,54,1366,768,32,32,4,2.48
2188,223.2,1024,768,256,256,8,2.3
2189,1087,,,,,,
2190,31,1280,800,16,16,4,1.8
2191,108.75,,,,,,
2192,159,1366,768,128,128,4,1.1
2193,355.8,1920,1080,,512,16,4.6
2194,187.2,,,,,,
2195,8.99,,,,,,
2196,163.1,,,,,,
2197,40,,,,,,
2198,376,1280,720,,240,,2.6
2199,750,1920,1080,256,256,8,1.7
2200,130.5,,,,,,
2201,49.5,,,,,,
2202,188.5,,,,,,
2203,3668,2560,1600,2,2,32,
2204,214.2,,,,,,
2205,94.94,1366,768,1,120,,2
2206,318.2,1280,720,,120,,2.6
2207,761.5,,,,,,
2208,934,,,,,,
2209,593.5,1920,1080,512,512,8,
2210,227.8,,,,1,,
2211,63.25,,,2,16,,1.4
2212,113.9,1366,768,1,256,16,1.7
2213,170.9,1366,768,,256,8,1.6
2214,443,,,,,16,2.4
2215,67.5,,,500,,,1.9
2216,110,1366,768,128,128,8,2.6
2217,50,,,,32,4,1.6
2218,109.94,1366,768,500,,8,
2219,150,,,256,256,,2.5
2220,114.94,1366,768,500,,4,1.1
2221,139.2,,,,120,,2.4
2222,50,,,3,,3,
2223,99,1280,800,,,3,1.6
2224,229,,,,,,
2225,79.94,1366,768,240,256,8,2.7
2226,179.5,1920,1080,128,128,8,2.4
2227,44.97,1920,1200,,,4,2.26
2228,400,1920,1080,2,2,32,2.8
2229,220,1366,768,,128,8,1.1
2230,300.2,1280,720,,120,,2.6
2231,300,,,4,,4,
2232,45,,,,,,
2233,150,,,,512,,2.3
2234,280,,,20,512,20,
2235,599,2880,1920,,256,16,1.8
2236,269,1920,1080,,512,8,2.4
2237,300,1920,1080,256,256,8,2.4
2238,819.5,1920,1200,512,512,512,
2239,330,1920,1080,512,512,16,1.9
2240,210,,,800,800,16,2.5
2241,350,,,256,,8,
2242,220,1920,1080,,,16,2.2
2243,90,1024,768,160,,4,2.5
2244,248.5,1366,768,,120,8,1.7
2245,727,,,,256,16,
2246,210,1366,768,256,256,8,2.6
2247,806,2880,1800,1,1,16,3.2
2248,699,,,,512,16,3
2249,99,,,750,,4,2
2250,139,,,,128,8,2.5
2251,550,1366,768,,,8,2.3
2252,40,,,,,16,1.4
2253,125,1366,768,,,4,2.8
2254,140,1366,768,32,32,4,1.1
2255,45,1366,768,16,16,4,1.6
2256,119.5,1366,768,,32,4,1.1
2257,237.5,,,500,,4,1.66
2258,290,1920,1080,512,512,16,1.9
2259,55,,,,,,
2260,140,1920,1080,512,256,16,1.7
2261,2340,3840,2400,1,1,64,3.8
2262,159.8,,,256,256,16,2.6
2263,249.9,1920,1080,128,128,4,4.1
2264,221.5,,,,,,
2265,199,1366,768,256,256,16,2.2
2266,570,1920,1080,512,512,12,4.7
2267,347.8,1280,720,,240,,3
2268,167,1920,1080,250,240,16,2.6
2269,38,1366,768,16,16,4,2.5
2270,1617,3840,2400,,1,16,2.3
2271,107.94,1366,768,,256,8,2.4
2272,54,1366,768,16,16,4,1.6
2273,94.94,,,,,,
2274,295,1920,1080,500,500,16,2.4
2275,205.6,,,,,,
2276,720,1920,1080,,4,64,5
2277,400,,,,,,
2278,190,,,,1,16,2.1
2279,284,1920,1080,,256,16,2.5
2280,40,,,2,,2,1.5
2281,110,1366,768,32,32,32,1.1
2282,31.66,1366,768,,16,,1.83
2283,348,,,,,,2.4
2284,24.98,2256,1504,512,128,,2.4
2285,650,3840,2160,,512,16,1.8
2286,368.8,1280,720,,480,,3
2287,90,1366,768,128,128,4,1.1
2288,184.9,,,,,,
2289,101.25,,,,,,
2290,300,1920,1080,,,16,2
2291,42,1366,768,16,16,4,1.6
2292,25,1366,768,,,4,1.6
2293,739,,,512,512,8,2
2294,380,,,,,,
2295,95,,,465,256,8,2.4
2296,95.7,,,,,,
2297,69.6,1280,720,,32,2,1.44
2298,630,1920,1080,,512,16,1.3
2299,150,1920,1080,128,512,16,2.4
2300,85,1366,768,,128,8,2.3
2301,699.5,3840,2160,,512,16,4.1
2302,87,1366,768,,512,8,2.4
2303,600,1920,1080,256,256,8,3.3
2304,84.94,,,500,,8,2.6
2305,250,,,512,512,16,
2306,50,,,4,,4,
2307,454.2,1920,1080,512,512,8,4.3
2308,489,1920,1080,2,,16,1.8
2309,291,1280,720,,120,,2.6
2310,370.8,1280,720,,480,,3.1
2311,19.95,,,,,,
2312,27.98,,,1,,1,1.66
2313,225,,,256,256,4,1.7
2314,679,,,,512,16,
2315,1012.5,1920,1080,512,512,8,2.5
2316,150,2160,1440,256,256,8,1.2
2317,600,,,,,,
2318,60,1280,800,16,16,4,1.8
2319,100,,,,,,2.5
2320,144.9,1920,1080,,256,8,2.6
2321,375,1366,768,256,256,8,1.7
2322,120,,,500,,,2.6
2323,35,,,16,16,4,1.4
2324,147,1920,1080,750,,8,2.4
2325,65,,,,,4,1.6
2326,99.94,1366,768,320,,8,
2327,313.5,1280,720,,120,,2.7
2328,302.8,1280,720,,240,,3
2329,375,1280,720,,480,,2.6
2330,69.94,1920,1080,,64,4,1.1
2331,75.94,,,,,,
2332,400,1280,1024,80,,1,1.86
2333,345,,,512,512,16,1.9
2334,422,1920,1080,,240,,2.8
2335,600,1920,1080,2,2,16,2.4
2336,199.9,,,64,64,64,
2337,32.75,,,,,,
2338,289.8,1280,720,,120,,3
2339,284.2,,,,,,
2340,420,1366,768,1,1,32,1.9
2341,100,,,,,,
2342,327.8,1280,720,,240,,2.6
2343,38,,,,,,
2344,172.8,1360,768,64,64,4,1.1
2345,345,1280,720,,240,,2.7
2346,188,1920,1080,256,256,8,1.6
2347,100,1920,1080,500,128,8,2.4
2348,890,,,,512,32,
2349,230,,,1,1,16,2.4
2350,100,1920,1080,64,64,16,2.8
2351,269.8,1366,768,,256,16,1.6
2352,225.5,,,,,,
2353,13.8,,,,,,
2354,442.8,1920,1080,,240,,2.8
2355,392,1920,1080,,240,,2.8
2356,289.8,,,81,,1,1.8
2357,560,1920,1080,512,512,16,2.8
2358,88.56,,,,,,
2359,299,1920,1080,256,256,8,2.1
2360,749,3456,2160,,512,8,
2361,249,1920,1080,256,256,8,1.7
2362,157.5,,,,512,12,2.4
2363,173,,,,,,
2364,433.2,1280,720,,240,,3
2365,700,1920,1080,,512,16,2.6
2366,911,1920,1080,,256,8,1.6
2367,799,1920,1200,,512,16,
2368,273,1920,1080,128,128,4,3.5
2369,350,1920,1080,512,512,16,1.7
2370,160,1920,1080,256,256,8,2.6
2371,90,1024,768,500,,4,1.6
2372,129.5,1366,768,,32,4,1.1
2373,250,,,,256,,2.5
2374,177.1,,,128,128,128,
2375,190,1366,768,,512,16,2.4
2376,180,1920,1080,512,512,16,1.9
2377,87.3,1366,768,128,128,4,1.1
2378,247,,,128,128,8,
2379,80,,,,256,8,2.3
2380,90,1600,900,,512,16,3.3
2381,48,,,500,500,4,1.9
2382,220,,,,512,16,
2383,80,1366,768,16,16,4,2.16
2384,258,,,128,128,8,2.3
2385,32.94,1366,768,,16,4,1.6
2386,23,,,32,,4,2.4
2387,29,1366,768,,16,4,1.1
2388,370,1920,1080,256,256,8,2.4
2389,200,1920,1080,256,256,16,1.8
2390,170,,,256,256,12,2.4
2391,370,,,512,512,32,1.7
2392,300,1920,1080,256,2,,3.6
2393,85,1366,768,16,16,4,2.16
2394,75,1366,768,32,32,4,2.4
2395,198,2256,1504,,256,8,1.7
2396,70,1366,768,32,32,4,1.6
2397,316,1920,1080,,256,16,1.6
2398,140,,,,,,
2399,425,1920,1200,512,512,16,4.7
2400,50,1366,768,16,16,4,1.4
2401,150,1920,1080,500,128,8,2.1
2402,270,2736,1824,,512,16,1.9
2403,425,,,512,512,16,
2404,30.48,1366,768,16,16,4,1.6
2405,440,1920,1080,,1,16,2.6
2406,619,2560,1600,512,512,16,
2407,60,,,32,32,4,1.6
2408,393.2,1920,1080,,480,,2.8
2409,327.8,1280,720,,240,,2.6
2410,279.5,1280,720,,240,,2.6
2411,200,,,256,,8,2.1
2412,130,,,80,,1,
2413,265,,,,,16,4.8
2414,148,1920,1080,128,128,4,1.1
2415,230,2560,1440,,512,16,2.6
2416,345,1280,720,,240,,2.7
2417,255,2736,1824,128,128,8,1.1
2418,442.8,1920,1080,,240,,2.8
2419,30.77,,,,,,
2420,490,1920,1080,1,,,
2421,780.5,1920,1080,16,,16,2.6
2422,250,1366,768,1,,16,1.6
2423,49,1366,768,16,16,4,1.4
2424,1295,1920,1200,,256,8,2.6
2425,312,1280,720,,120,,2.6
2426,126.56,,,,,,
2427,519.5,1366,768,512,512,16,4.2
2428,349,1920,1080,,512,12,1.2
2429,120,1920,1080,512,512,8,1.8
2430,100,1366,768,4,32,4,1.1
2431,499,1920,1200,256,256,8,3
2432,56,1366,768,,32,4,2.1
2433,196.1,,,,,,
2434,138,,,,,,
2435,129,1366,768,32,,4,2.48
2436,160,1920,1080,8,,8,
2437,21.95,1280,800,500,180,4,2
2438,199,,,512,512,16,1.7
2439,190,,,256,256,16,
2440,200,1366,768,,,,
2441,324,1280,720,,240,,2.7
2442,75,,,,,,
2443,177.1,,,,,,
2444,570,2880,1920,,256,16,3
2445,154,1366,768,16,16,4,2.8
2446,189.8,,,,,,
2447,63.25,,,,,,
2448,292.2,1280,720,,120,,3
2449,332.8,,,,,,
2450,391,1920,1080,,240,,3.5
2451,714.5,1920,1080,,256,,4
2452,50,,,,,,
2453,939.5,1920,1080,,1,32,5
2454,115,1366,768,16,16,4,2.16
2455,300,1920,1080,,256,16,2.1
2456,60,,,,256,8,
2457,115,1366,768,32,,4,1.1
2458,300,1920,1080,16,476,16,2.1
2459,279.5,1280,720,,240,,2.6
2460,162,,,,,,
2461,46,,,,16,,
2462,119,1920,1080,,,8,1.9
2463,110,1366,768,500,,8,2.4
2464,303,1280,720,,120,,
2465,400,1920,1280,512,512,16,
2466,749,1920,1200,,256,16,
2467,163.2,1600,900,500,,8,2.6
2468,240,1920,1080,8,,8,2.4
2469,69.9,1920,1080,,256,8,2.4
2470,479.5,1920,1080,,256,8,4.6
2471,1900,1920,1080,1,1,32,1.8
2472,393.2,1920,1080,,480,,2.8
2473,300.2,1280,720,,120,,2.6
2474,500,,,,,,
2475,899,1920,1200,,1,16,
2476,200,,,160,,,2.4
2477,360,1920,1080,,512,16,1.6
2478,259,,,128,128,4,1.8
2479,179,1366,768,750,,8,2.2
2480,231,1920,1080,512,256,16,2.4
2481,1050,1920,1080,256,256,16,2.8
2482,158.1,2880,1920,512,512,512,
2483,200,1920,1080,512,512,16,1.6
2484,380,1920,1080,512,512,16,4.3
2485,79.94,,,16,16,16,2.16
2486,299,1366,768,500,,8,2.5
2487,325,1366,768,256,256,8,4.1
2488,298.8,1280,720,,240,,2.6
2489,352,1280,720,,240,,
2490,294,1280,720,,120,,
2491,44,1366,768,32,32,4,1.6
2492,550,,,12,512,12,
2493,300,1920,1080,256,256,16,4.3
2494,175,1920,1080,,128,4,2.5
2495,309.2,1280,720,,960,,1.99
2496,13.05,,,,,,
2497,334.5,1280,720,,120,,2.7
2498,349.8,1280,720,,120,,
2499,340.2,1280,720,,960,,1.99
2500,119,1920,1080,,128,12,2.4
2501,377.5,1280,720,,480,,3
2502,521,,,,,,
2503,260.8,1280,720,,120,,3
2504,509.5,1920,1080,,512,16,4.5
2505,199.9,1366,768,128,128,128,
2506,179,1366,768,1,,6,2.2
2507,415,3000,2000,1,128,16,1.9
2508,209,1920,1080,,256,16,2.7
2509,750,,,256,256,32,2.6
2510,140,1600,900,,,,2.6
2511,90,1024,768,500,,4,1.6
2512,310,1920,1080,,256,8,1.2
2513,413.2,,,,,,
2514,105,1920,1080,,,4,2.8
2515,899,1920,1200,256,256,,4.6
2516,45,1366,768,4,16,4,2.16
2517,100,1366,768,32,32,4,1.1
2518,1439,,,,1,16,
2519,105,1366,768,32,32,32,1.1
2520,458.5,1280,720,,960,,2.6
2521,423,1280,720,,120,,3
2522,319.5,1600,900,,256,8,4.1
2523,150,,,,256,16,2.5
2524,70,,,,,,
2525,315,1366,768,256,256,8,4.1
2526,146.5,,,,,,
2527,172,1366,768,128,128,6,1.1
2528,19.98,,,,,,
2529,342,1280,720,,120,,
2530,260.8,1280,720,,120,,3
2531,650,1600,900,256,256,8,2.3
2532,298.8,1280,720,,240,,2.6
2533,680,1920,1080,,1,40,2
2534,412.2,,,,,,
2535,238.2,,,,,,
2536,340.2,1280,720,,960,,1.99
2537,327.8,,,,,,
2538,45,,,80,,2,
2539,198,,,,,,
2540,350,1366,768,512,512,16,2.8
2541,87,,,,,,
2542,333.2,,,,500,16,2.6
2543,399,,,512,512,8,1.6
2544,40,,,,,,
2545,24.98,,,,,4,1.86
2546,346.8,1280,720,,120,,3
2547,56.06,,,240,240,12,2.9
2548,22,1366,768,16,16,4,1.6
2549,330,1920,1080,256,256,8,1.2
2550,699,1920,1080,2,2,40,o4.3
2551,365.8,1280,720,,240,,2.7
2552,337,,,,,,
2553,496,,,,1,16,
2554,289,,,,,,
2555,699,,,,1,32,
2556,500,,,,,,
2557,599,1920,1080,16,256,16,3
2558,291,1280,720,,120,,2.6
2559,110,1366,768,256,256,16,2.4
2560,600,1920,1080,1,1,32,3.1
2561,320,1920,1080,256,256,8,2
2562,490,1920,1080,1,,,
2563,130,,,256,4,,
2564,150,1366,768,,16,4,1.6
2565,425,1900,600,500,500,16,2.5
2566,318.2,1280,720,,120,,2.6
2567,396,1920,1080,,120,,2.8
2568,53,1366,768,16,16,4,2.16
2569,225,,,,256,8,2.4
2570,243,1920,1080,256,256,8,2.1
2571,740,1920,1080,,512,16,1.6
2572,749.5,1920,1080,512,512,16,1.8
2573,260,1920,1080,512,512,16,2.4
2574,149,,,256,256,16,2.6
2575,450,1920,1080,,1,16,2.6
2576,70,,,,,,
2577,670,1920,1080,,1,16,2.1
2578,140,,,512,512,32,3.9
2579,199,1920,1080,256,256,16,1.9
2580,253,1920,1080,512,512,8,2.9
2581,380.2,1280,720,,960,,3
2582,477.5,,,,,,
2583,4.42,,,,,,
2584,700,1920,1080,512,512,16,2.6
2585,119.9,,,,,,
2586,180,,,512,512,12,2.6
2587,30,,,160,250,2,2.1
2588,565,1920,1080,,256,,1.49
2589,189,,,,512,8,2.7
2590,50,,,,,4,2.5
2591,234.5,1920,1080,,128,16,2.5
2592,850,1920,1080,,512,16,2.2
2593,29.95,1920,1080,,,,
2594,435,1920,1080,256,256,16,2.6
2595,398,1280,720,,480,,2.6
2596,328.5,1280,720,,240,,2.6
2597,325.2,1920,1080,,120,,2.8
2598,588.5,,,320,,,2.5
2599,360.5,1280,720,,240,,
2600,530,1920,1200,,256,16,3
2601,575,1920,1080,,1,8,2.8
2602,219.5,,,128,128,128,
2603,50,1366,768,4,64,4,2.7
2604,420.5,1280,720,,960,,3
2605,200,1280,800,160,,4,2.4
2606,255,2736,1824,128,128,8,1.1
2607,19.58,,,,,,
2608,384,1280,720,,480,,
2609,21.95,1280,800,500,180,4,2
2610,384,1280,720,,240,,
2611,19,,,,,,
2612,399.8,1920,1080,,480,,
2613,150.4,1366,912,,32,4,1.1
2614,399,1600,900,256,256,8,3
2615,230,1920,1080,256,256,,1.8
2616,890,1920,1080,,128,8,1.1
2617,412.2,,,,,,
2618,800,1920,1200,,1,16,2
2619,449.8,1280,720,,960,,2.6
2620,489.5,,,,,,
2621,216,1366,768,,512,16,2.7
2622,200,1920,1200,,128,4,2
2623,300,1920,1080,1,256,8,2.8
2624,52,,,,,,
2625,120,1920,1080,512,512,8,1.8
2626,358.8,1280,720,,120,,2.7
2627,65.25,,,,,,
2628,220,,,512,512,8,1.7
2629,300,1920,1080,128,128,8,2.1
2630,720,2160,1350,256,256,16,2.1
2631,125,,,500,500,16,2.6
2632,90,,,,,,
2633,313.5,1280,720,,120,,2.7
2634,302.8,1280,720,,240,,3
2635,433.2,1280,720,,240,,3
2636,194.8,,,,,,
2637,103.4,1366,768,500,,4,2
2638,80,,,500,,4,3
2639,285,,,640,,,
2640,112.5,,,500,,8,2.9
2641,325,1024,768,256,256,8,2.6
2642,500,,,,128,16,1.6
2643,400,1920,1080,1,1,32,2.8
2644,55,,,,,4,2.3
2645,150,,,256,256,,2.6
2646,363,1920,1080,256,256,16,1.9
2647,95,1366,768,,32,4,1.1
2648,700,1920,1080,,512,16,2.2
2649,135,1366,768,,32,4,1.1
2650,100,1366,768,8,,8,2.3
2651,375,,,1,128,128,2.5
2652,250,,,64,64,4,
2653,390.8,1280,720,,240,,3
2654,208.9,,,,,,
2655,88.56,,,,,,
2656,139.2,,,,,,
2657,136,,,,,,
2658,12.59,,,,,,
2659,170.9,,,,,,
2660,462,1280,720,,960,,2.3
2661,38,1920,1080,16,16,4,2.16
2662,510,2880,1920,8,128,8,3
2663,113.9,,,,,,
2664,220,1366,768,,128,8,1.1
2665,113.9,,,,,,
2666,303.5,1280,720,,120,,
2667,260,,,,,,
2668,100,1366,768,,256,8,2.6
2669,312,1280,720,,120,,2.6
2670,390.8,1280,720,,240,,3
2671,455.5,,,512,512,16,1.8
2672,391,1920,1080,,240,,3.5
2673,325,1920,1080,,512,16,2
2674,355.8,1920,1080,,512,16,4.6
2675,391,1920,1080,,480,,3.1
2676,227.2,,,,,,
2677,3668,2560,1600,2,2,32,
2678,181.5,,,128,,8,
2679,227.8,,,,1,,
2680,170.9,1366,768,,256,8,1.6
2681,619,1920,1080,256,256,8,1.3
2682,368.5,1280,720,,360,,1.99
2683,327.8,,,,256,32,
2684,2718,,,,,,
2685,434,,,,,,
2686,100,2560,1600,,32,16,2.2
2687,445,3840,2160,,512,32,1.8
2688,227.2,,,,,,
2689,352.8,1920,1080,,240,,3.1
2690,330,,,,,,
2691,191.1,,,128,128,8,
2692,340,,,,,,
2693,151.9,,,,,,
2694,85.94,,,,,,
2695,43.28,,,,,,
2696,649,2560,1600,,1,16,3.4
2697,436.8,,,,,,
2698,164.5,,,,,,
2699,350,2256,1504,,256,8,1.1
2700,550,1920,1080,256,256,8,2.4
2701,317,1280,720,,240,,3
2702,419.2,1280,720,,120,,2.4
2703,451.2,,,,,,
2704,1265,,,,,,
2705,413,1920,1080,,480,,2.8
2706,200,1366,768,,64,8,1.1
2707,360,1920,1080,256,256,8,1
2708,199,1920,1080,512,512,16,2.7
2709,125.94,1366,768,500,,4,2.2
2710,119,,,,256,8,1.9
2711,75.94,,,,,,
2712,675,1920,1080,,512,16,4.7
2713,117,1600,900,256,256,16,
2714,599,1366,768,,512,8,1.2
2715,160,1366,768,128,128,4,1.1
2716,321.2,1280,720,,120,,2.6
2717,248,,,,,,
2718,30,1366,768,32,32,32,1.1
2719,490,1366,768,256,256,8,1.2
2720,70,,,500,,4,3
2721,1483,1920,1080,512,512,16,2.4
2722,128.4,,,,,,
2723,129,,,,256,8,2.4
2724,126.5,,,,,,
2725,227.4,,,,,,
2726,351.2,1280,720,,240,,3
2727,40,1366,768,,16,2,1.7
2728,126.5,,,,,,
2729,111.25,,,,,,
2730,250,1366,768,,1,16,
2731,1662,,,,,,
2732,99,1366,768,64,64,4,
2733,145,1920,1080,,,4,2.6
2734,200,1366,768,1,1,8,2.5
2735,420.5,1280,720,,960,,3
2736,25.31,,,1,,,
2737,1087,,,,,,
2738,118.1,,,,,,
2739,100,3000,2000,256,256,8,1.7
2740,750,3840,2400,,512,16,2.6
2741,238.2,,,,,,
2742,253.1,,,,,,
2743,165,1024,728,320,256,2,1.6
2744,158.1,1366,768,240,240,8,2.3
2745,260,1600,900,,256,8,2
2746,600,,,1,1,16,2.7
2747,129.4,,,,,,
2748,62.94,1366,768,1,1,6,2.3
2749,92.44,,,,,,
2750,184.1,1920,1080,,256,8,
2751,815.5,,,,,,
2752,226.5,,,,1,,3.5
2753,159,1920,1080,128,128,4,2.8
2754,1454,2880,1800,1,1,16,
2755,152.2,,,,,,
2756,500,1920,1080,,512,512,
2757,292.2,1920,1080,,120,,3.1
2758,65.25,,,,,,
2759,287,1920,1080,256,256,8,1.1
2760,443,,,,1,32,1.8
2761,100,2560,1600,,32,16,2.2
2762,550,1920,1080,,512,8,3.3
2763,75.94,,,,,,
2764,154,1366,768,,32,4,1.1
2765,419.2,1280,720,,120,,2.4
2766,130,1366,768,320,,8,2.3
2767,256.5,1920,1080,256,256,8,o3.4
2768,84.94,,,,128,8,2.3
2769,220,1920,1080,512,512,12,2.4
2770,429,1366,768,1,1,32,4.1
2771,110,1920,1280,256,256,8,1.7
2772,722,2560,1600,,512,32,1.1
2773,119,,,250,,,2
2774,45,,,16,16,4,
2775,164.5,1600,900,,256,8,1.9
2776,100,1366,768,250,256,8,2.4
2777,409.8,1920,1080,,256,8,2.5
2778,39,,,4,,4,2.16
2779,235,1920,1080,512,512,16,1.9
2780,240,1920,1080,,512,16,2.3
2781,280,1920,1080,256,256,16,1.8
2782,37,,,,,,
2783,320,,,500,500,16,1.9
2784,134,1920,1080,256,1,8,2.6
2785,229.9,,,,128,4,3.7
2786,250.1,,,,,,
2787,78.6,1366,768,500,,4,1.8
2788,95.94,1366,768,,256,8,
2789,890,2560,1600,,1,16,5
2790,229,,,,512,16,1.6
2791,39.9,1366,768,64,,8,
2792,89,,,500,,8,2.6
2793,51,,,,,,
2794,31.95,,,16,16,4,
2795,43,1366,768,16,16,2,1.4
2796,300,1920,1080,1,1,32,1.9
2797,400,,,1,1,32,2.08
2798,125.94,1920,1080,512,256,8,2.4
2799,140,1366,768,,256,8,2.5
2800,495,,,256,256,16,2.6
2801,130,1366,768,128,128,16,2.6
2802,669,1920,1200,256,256,16,3.3
2803,109,1280,800,500,,8,
2804,348.2,1280,720,,240,,2.6
2805,340,,,,,,
2806,422,1280,720,,480,,3
2807,318.2,1920,1080,,240,,3.1
2808,175,1600,900,1,1,8,2.67
2809,9.45,,,,,,
2810,710,1920,1080,512,512,16,1.8
2811,449,,,128,128,8,
2812,7.61,,,,,,
2813,434.2,1920,1080,400,128,,
2814,799,1920,1080,128,128,8,1.3
2815,200,1920,1080,512,512,16,2.4
2816,426.5,1280,720,,960,,2.6
2817,429.8,1280,720,,960,,3
2818,393.2,1920,1080,,480,,3.1
2819,190,1366,768,1,,4,1.7
2820,189,1366,768,1,,6,2.4
2821,816,1920,1200,256,256,16,4.4
2822,135,,,256,,,2.6
2823,91.5,,,,,,
2824,115.9,,,1,1,4,1.9
2825,299,1920,1080,,256,8,1.7
2826,499.5,1920,1080,512,512,16,2.8
2827,899,,,,,,
2828,10.54,,,,,,
2829,260,1366,768,,512,16,2.4
2830,63.84,,,,,,
2831,381.5,1280,720,,960,,3
2832,100,,,32,,4,2.5
2833,65,1366,768,,32,4,1.1
2834,349,,,,,,
2835,119,1366,768,,16,2,1.6
2836,160,,,,256,16,2.4
2837,49,1366,768,32,32,4,1.6
2838,386.5,,,,256,16,2.4
2839,292.2,1280,720,,240,,3
2840,364.8,,,,,,
2841,100,1920,1080,64,64,4,1.1
2842,22.4,,,,,,
2843,65,1366,768,,,2,1.6
2844,223,,,,,,
2845,53.72,,,,,,
2846,13.05,,,,,,
2847,690,1920,1200,512,512,512,
2848,10.88,,,,,,
2849,348.2,1920,1080,,120,,2.8
2850,200,1366,768,0,256,8,2.7
2851,284.8,1920,1080,,256,256,2.3
2852,126.5,,,250,120,4,
2853,21.52,,,,,,
2854,2348,2560,1600,1,1,32,5
2855,198,1920,1080,,256,8,1.8
2856,310.5,,,,,,
2857,40,1920,1080,320,,4,2.3
2858,37.94,,,,,,
2859,163.2,,,,128,,3.5
2860,310.8,1280,720,,240,,2.6
2861,271.2,1280,720,,120,,3
2862,132.5,,,,,,
2863,411,1280,720,,480,,2.6
2864,217.5,,,,,,
2865,250,1920,1080,256,256,24,1.9
2866,407.8,,,,,,
2867,146.9,,,,,,
