,Brand,Currency,Color,Condition,GPU,Processor,Processor Speed,Processor Speed Unit,Type,OS,Storage Type,Hard Drive Capacity Unit,SSD Capacity Unit,Screen Size (inch),Ram Size Unit
3349,dell,$,other,Used,intel,intel core i5 6th generation,2.8,GHz,notebook/laptop,windows,unknown,unknown,gb,12.5,unknown
3350,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3351,lenovo,$,black,Used,other,i5,2.4,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
3352,lenovo,$,black,Open box,intel,intel core i5 12th generation,4.4,GHz,notebook/laptop,windows,ssd,unknown,gb,16,gb
3353,dell,$,other,Used,other,i7-8565u,,unknown,notebook/laptop,windows,other,gb,gb,15.6,gb
3354,acer,$,black,Undefined,intel,intel core i5 8th generation,2.3,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
3355,other,$,silver,Used,other,intel core i5 5300u,2.3,GHz,other,windows,ssd,gb,gb,10.1,gb
3356,hp,$,silver,Undefined,other,intel pentium,2,GHz,notebook/laptop,windows,unknown,gb,unknown,11.6,gb
3357,hp,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,15.6,unknown
3358,dell,$,black,Used,other,intel core i7,2.8,GHz,notebook/laptop,windows,ssd,tb,tb,15.6,gb
3359,dell,$,black,For parts or not working,other,intel core i5,2,GHz,notebook/laptop,unknown,unknown,unknown,unknown,15.6,gb
3360,hp,$,gray,For parts or not working,nvidia,intel core i7 10th generation,1.8,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
3361,other,$,black,Used,other,intel core i5 1st generation,2.53,GHz,notebook/laptop,windows,hdd/ssd,gb,gb,15,gb
3362,dell,$,other,Used,intel,intel core i5 8th generation,,unknown,notebook/laptop,windows,unknown,gb,gb,14,unknown
3363,dell,$,black,Undefined,intel,intel celeron,1.6,GHz,notebook/laptop,chrome,emmc,unknown,unknown,11.6,gb
3364,dell,$,other,Used,intel,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
3365,dell,$,black,Very Good - Refurbished,intel,intel core i5-1035g1,1.2,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
3366,lenovo,$,gray,Used,intel,intel core i7 10th generation,1.8,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
3367,dell,$,other,Used,other,m7-6y75,1.23,GHz,notebook/laptop,windows,ssd,unknown,gb,12.5,gb
3368,hp,$,silver,Used,intel,i7-1165g7,2.8,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
3369,lenovo,$,gray,New,intel,intel core i5 11th generation,,unknown,notebook/laptop,windows,ssd,unknown,gb,14,gb
3370,dell,$,black,Undefined,other,intel celeron,1.4,GHz,other,chrome,ssd,gb,gb,11.6,gb
3371,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3372,hp,$,other,Used,other,intel core i5 6th generation,2.4,GHz,notebook/laptop,unknown,unknown,unknown,gb,14,gb
3373,lenovo,$,black,Used,intel,intel core i5 6th generation,2.8,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
3374,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3375,dell,$,black,Used,intel,intel core i5 6th generation,2.3,GHz,notebook/laptop,windows,ssd,unknown,gb,12.5,unknown
3376,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3377,lenovo,$,black,Used,intel,intel core i5 6th generation,,unknown,other,windows,unknown,unknown,tb,14,unknown
3378,other,$,black,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3379,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3380,lenovo,$,other,New,other,not applicable,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3381,lenovo,$,other,New,other,not applicable,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3382,lenovo,$,other,Used,intel,intel core i5 6th generation,2.8,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
3383,lg,$,other,New,other,not applicable,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3384,dell,$,other,Used,nvidia,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
3385,other,$,other,Undefined,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3386,dell,$,other,Used,intel,intel core i5 4th generation,1.99,GHz,notebook/laptop,windows,ssd,unknown,gb,10.8,unknown
3387,samsung,$,other,New,other,not applicable,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3388,other,$,black,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3389,dell,$,other,Used,intel,intel core i5 6th generation,2.8,GHz,notebook/laptop,windows,unknown,unknown,gb,12.5,unknown
3390,other,$,other,Seller refurbished,intel,inter core i7 8550u,1.99,GHz,notebook/laptop,windows,ssd,unknown,gb,14,unknown
3391,other,$,other,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3392,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3393,dell,$,other,Used,intel,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
3394,lenovo,$,other,Used,intel,intel core i5 6th generation,2.8,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
3395,samsung,$,other,New,other,not applicable,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3396,auo,$,other,New,other,not applicable,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3397,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3398,dell,$,other,Used,intel,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
3399,other,$,gray,For parts or not working,other,intel core i5 2nd generation,1.7,GHz,other,unknown,other,unknown,unknown,13.3,gb
3400,lenovo,$,black,Very Good - Refurbished,other,intel core i7-10610u,1.8,GHz,notebook/laptop,windows,ssd,unknown,unknown,14,unknown
3401,samsung,$,silver,Undefined,intel,samsung exynos 5 dual,1.7,GHz,notebook/laptop,chrome,emmc,unknown,gb,11.6,gb
3402,other,$,gray,Used,intel,intel core i7 8th generation,,unknown,notebook/laptop,mac,ssd,unknown,tb,13.3,gb
3403,asus,$,black,New,other,amd ryzen 5,4.3,GHz,notebook/laptop,windows,other,unknown,gb,15.6,gb
3404,dell,$,other,Used,intel,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
3405,dell,$,other,Used,nvidia,intel core i7 2nd generation,2.2,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
3406,acer,$,silver,Used,intel,intel celeron,1.1,GHz,notebook/laptop,chrome,emmc,gb,gb,14,gb
3407,dell,$,silver,Excellent - Refurbished,intel,i5-7200u,2.4,GHz,notebook/laptop,windows,ssd,unknown,gb,13.3,gb
3408,hp,$,other,Used,other,intel core i7-7500u,,unknown,notebook/laptop,unknown,ssd,gb,gb,14,gb
3409,hp,$,silver,Undefined,other,intel core i3,4.1,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
3410,other,$,other,New,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3411,dell,$,other,Used,intel,intel core i5 6th generation,2.8,GHz,notebook/laptop,windows,unknown,unknown,gb,12.5,unknown
3412,samsung,$,black,Used,intel,intel celeron,2.5,GHz,notebook/laptop,chrome,ssd,gb,gb,11.6,gb
3413,hp,$,silver,Used,other,amd a4 dual-core,2.3,GHz,notebook/laptop,windows,hdd/ssd,gb,gb,15.6,gb
3414,samsung,$,other,Used,other,intel core i5 3rd generation,2.6,GHz,notebook/laptop,unknown,hdd/ssd,gb,unknown,15.6,gb
3415,asus,$,black,New,intel,intel core i7-12700h processor 2.3 ghz,,unknown,other,windows,unknown,unknown,unknown,16,unknown
3416,acer,$,white,Undefined,other,intel celeron dual-core,2,GHz,other,chrome,unknown,gb,unknown,11.6.,gb
3417,hp,$,other,For parts or not working,other,i5-6,,unknown,other,unknown,unknown,unknown,unknown,15.6,unknown
3418,dell,$,blue,Used,nvidia,intel pentium 4,2.66,GHz,notebook/laptop,windows,hdd/ssd,gb,unknown,15,mb
3419,microsoft,$,silver,Used,other,intel core i7 11th generation,4.8,GHz,notebook/laptop,windows,ssd,gb,gb,13,gb
3420,dell,$,black,Used,intel,intel core i5-5300u,2.3,GHz,notebook/laptop,chrome,ssd,gb,gb,13.3,gb
3421,other,$,other,Used,intel,intel core i5 4th generation,3,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,unknown
3422,dell,$,other,Used,intel,intel core i5 6th generation,2.8,GHz,notebook/laptop,windows,unknown,unknown,gb,12.5,unknown
3423,lenovo,$,black,For parts or not working,amd,intel core i7 5th generation,2.4,GHz,notebook/laptop,unknown,other,unknown,unknown,15.6,gb
3424,dell,$,black,Used,intel,intel core i5 8th generation,1.7,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
3425,lenovo,$,other,Used,other,intel core i5 8th generation,1.7,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
3426,other,$,other,Seller refurbished,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3427,dell,$,gray,Used,intel,intel core 2 duo,2,GHz,notebook/laptop,windows,hdd/ssd,gb,gb,15.4,gb
3428,dell,$,silver,Used,other,i5-1135g7,4.2,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
3429,dell,$,gray,Undefined,intel,intel core i5 12th generation,4.4,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
3430,other,$,other,Used,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3431,other,$,gray,New,other,intel celeron,2.4,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
3432,hp,$,black,Open box,intel,intel core i7 12th generation,2.3,GHz,notebook/laptop,windows,ssd,gb,tb,16,gb
3433,acer,$,silver,Used,intel,intel celeron n3160,1.6,GHz,notebook/laptop,chrome,emmc,gb,gb,14,gb
3434,other,$,black,Used,intel,i7-6600u,2.6,GHz,other,windows,other,unknown,gb,14,gb
3435,dell,$,other,Used,other,intel core i5-8250u,1.6,GHz,other,windows,ssd,unknown,gb,14,gb
3436,dell,$,other,Used,other,intel core i7-8665u,1.9,GHz,other,windows,other,unknown,gb,13.3,gb
3437,dell,$,other,Used,other,intel core i7-8665u,1.9,GHz,other,windows,other,unknown,gb,13.3,gb
3438,acer,$,gray,Undefined,other,intel core i5-7200u,2.5,GHz,notebook/laptop,windows,hdd/ssd,tb,tb,15.6,gb
3439,dell,$,other,Used,other,intel core i7-10610u (10th gen cpu),1.8,GHz,other,windows,other,unknown,gb,14,gb
3440,lenovo,$,black,For parts or not working,intel,intel core i3 6th generation,2.3,GHz,notebook/laptop,unknown,other,unknown,unknown,15.6,gb
3441,other,$,other,For parts or not working,other,mixt,,unknown,notebook/laptop,unknown,unknown,unknown,unknown,,unknown
3442,hp,$,silver,Used,intel,intel core i7 6th generation,2.6,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
3443,hp,$,other,For parts or not working,other,intel core i5 11th generation,,unknown,other,unknown,ssd,unknown,unknown,14,unknown
3444,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3445,lenovo,$,gray,Undefined,other,mediatek helio p60t,2,GHz,other,chrome,ssd,gb,gb,10.1,gb
3446,other,$,black,Used,amd,i7-6500u,2.5,GHz,other,windows,other,unknown,gb,15.6,gb
3447,hp,$,silver,Open box,amd,amd ryzen 5 5625u,2.3,GHz,notebook/laptop,windows,ssd,unknown,gb,13.3,gb
3448,other,$,other,Very Good - Refurbished,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3449,acer,$,silver,Used,intel,intel celeron n,1.6,GHz,notebook/laptop,chrome,emmc,unknown,gb,14,gb
3450,asus,$,blue,Undefined,other,amd ryzen 5,3,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
3451,lenovo,$,black,Used,intel,intel core i5-6200u,2.3,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
3452,lenovo,$,other,Used,other,intel core i7-7500u,2.3,GHz,notebook/laptop,windows,ssd,gb,gb,12.5,gb
3453,hp,$,silver,Very Good - Refurbished,intel,intel core i7 8th generation,1.8,GHz,notebook/laptop,windows,ssd,unknown,tb,15.6,gb
3454,hp,$,other,Used,other,intel core i7 3rd generation,,unknown,notebook/laptop,windows,hdd/ssd,gb,unknown,14,gb
3455,asus,$,black,Open box,intel,intel core i5 12th generation,2.5,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
3456,dell,$,silver,Undefined,nvidia,intel core i7 6th generation,2.7,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
3457,samsung,$,silver,Undefined,intel,qualcomm snapdragon 8cx gen 2,3.2,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
3458,hp,$,silver,Used,amd,amd ryzen 7,2.3,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
3459,microsoft,$,black,Undefined,other,microsoft sq1,1.8,GHz,notebook/laptop,windows,ssd,unknown,gb,13,gb
3460,microsoft,$,other,Used,other,intel core i5,,unknown,other,unknown,unknown,gb,gb,12.5,gb
3461,dell,$,black,Used,other,intel celeron,,unknown,notebook/laptop,chrome,ssd,gb,gb,11.6,gb
3462,dell,$,other,Used,intel,core i7,2.8,GHz,notebook/laptop,windows,ssd,unknown,gb,12.5,unknown
3463,acer,$,blue,Very Good - Refurbished,other,a72/a53 2.0ghz,,unknown,other,chrome,emmc,gb,gb,9.7,gb
3464,dell,$,black,Used,amd,i7-8650u,1.9,GHz,notebook/laptop,windows,ssd,unknown,tb,14,gb
3465,dell,$,silver,Used,amd,intel core i7 8th generation,3.1,GHz,notebook/laptop,windows,ssd,unknown,tb,15.6,gb
3466,acer,$,gray,Undefined,intel,intel celeron n,2.48,GHz,notebook/laptop,chrome,emmc,unknown,unknown,11.6,gb
3467,microsoft,$,gray,Used,intel,intel core m3 8th generation,1.1,GHz,notebook/laptop,windows,ssd,unknown,gb,,gb
3468,dell,$,black,Undefined,intel,intel core i7 6th generation,2.6,GHz,notebook/laptop,windows,ssd,gb,gb,12.5,gb
3469,lenovo,$,black,Good - Refurbished,intel,intel core i7 8th generation,1.8,GHz,notebook/laptop,windows,ssd,gb,gb,13,gb
3470,dell,$,black,Used,other,intel core i7 8th generation,1.9,GHz,notebook/laptop,windows,ssd,gb,gb,12.5,gb
3471,lenovo,$,black,Used,other,intel(r) atom (tm) x7-z8750 cpu @ 1.60ghz,1.6,GHz,other,windows,ssd,unknown,gb,10.1,gb
3472,acer,$,other,Used,other,amd a4-9120e,,unknown,other,windows,unknown,unknown,unknown,15.6,unknown
3473,hp,$,black,New,intel,intel pentium,1.2,GHz,notebook/laptop,windows,ssd,gb,gb,12,gb
3474,lenovo,$,black,Used,intel,intel celeron n,1.1,GHz,notebook/laptop,chrome,emmc,gb,gb,11.6,mb
3475,dell,$,other,Used,other,i7,2.6,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
3476,microsoft,$,silver,Used,intel,intel core i5 6th generation,2.4,GHz,notebook/laptop,windows,ssd,unknown,gb,12.3,gb
3477,hp,$,multicolor,Good - Refurbished,intel,intel core i7 8th generation,1.8,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
3478,lenovo,$,black,Used,other,intel core i5 6th generation,2.4,GHz,notebook/laptop,unknown,ssd,unknown,gb,12.5,gb
3479,lenovo,$,black,Used,intel,intel core i5 8th generation,1.6,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
3480,lenovo,$,black,Used,other,intel core i5 8th generation,1.7,GHz,notebook/laptop,unknown,unknown,unknown,unknown,14,gb
3481,dell,$,other,Used,intel,intel core i5 6th generation,2.4,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
3482,lenovo,$,grey,New,intel,intel core i3 11th generation,,unknown,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
3483,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3484,other,$,other,Used,nvidia,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3485,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3486,other,$,black,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3487,other,$,other,For parts or not working,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3488,other,$,other,Used,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3489,other,$,other,Undefined,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3490,lg,$,other,New,other,not applicable,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3491,lg,$,other,New,other,not applicable,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3492,dell,$,other,Used,intel,intel core i5 4th generation,1.99,GHz,notebook/laptop,windows,ssd,unknown,gb,10.8,unknown
3493,dell,$,other,Used,intel,intel core i5 5th generation,,unknown,notebook/laptop,windows,unknown,unknown,gb,14,unknown
3494,dell,$,other,Used,intel,intel core i5 3rd generation,3,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
3495,other,$,black,Undefined,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3496,other,$,other,Excellent - Refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3497,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3498,auo,$,other,New,other,not applicable,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3499,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3500,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3501,dell,$,other,Used,intel,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
3502,dell,$,other,Used,intel,intel core i5 3rd generation,3,GHz,notebook/laptop,windows,unknown,unknown,unknown,14,unknown
3503,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3504,other,$,other,Undefined,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3505,other,$,other,Undefined,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3506,other,$,other,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3507,auo,$,other,Undefined,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3508,dell,$,other,Used,intel,intel core i5 5th generation,2.7,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
3509,other,$,other,Used,intel,intel core i5 4th generation,3,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,unknown
3510,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3511,samsung,$,other,New,other,not applicable,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3512,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3513,other,$,other,For parts or not working,other,intel pentium,,unknown,other,unknown,unknown,unknown,unknown,15,unknown
3514,other,$,black,Seller refurbished,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3515,other,$,other,Used,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3516,dell,$,other,Used,nvidia,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
3517,lenovo,$,other,New,other,intel core i7 4th generation,,unknown,notebook/laptop,unknown,unknown,unknown,unknown,15.6,unknown
3518,lenovo,$,other,Used,other,intel core i7 8th generation,,unknown,other,unknown,ssd,unknown,gb,15.6,gb
3519,hp,$,silver,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,15.6,unknown
3520,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
3521,dell,$,other,Used,other,i7-10610u,,unknown,other,windows,ssd,unknown,unknown,14,gb
3522,dell,$,black,Used,intel,intel core i5 7th generation,2.6,GHz,notebook/laptop,windows,ssd,gb,gb,12.5,gb
3523,other,$,black,New,other,i5,,unknown,other,windows,unknown,unknown,gb,14,gb
3524,other,$,blue,Used,other,intel core i3 11th generation,4.1,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
3525,dell,$,gray,Used,other,undefined,,unknown,notebook/laptop,windows,hdd/ssd,gb,gb,15.4,unknown
