,MEMORY_ID,HARD_DRIVE,HARD_DRIVE_CAPACITY_UNIT,SSD_CAPACITY,SSD_CAPACITY_UNIT
1611,M1611,256,unknown,512,gb
1612,M1612,512,gb,512,gb
1613,M1613,64,gb,64,gb
1614,M1614,256,unknown,240,unknown
1615,M1615,256,unknown,256,gb
1616,M1616,256,unknown,240,unknown
1617,M1617,512,gb,512,gb
1618,M1618,256,gb,256,gb
1619,M1619,512,gb,512,gb
1620,M1620,512,gb,512,gb
1621,M1621,256,unknown,240,unknown
1622,M1622,512,gb,512,gb
1623,M1623,256,gb,256,gb
1624,M1624,256,unknown,240,gb
1625,M1625,256,gb,256,gb
1626,M1626,512,gb,512,gb
1627,M1627,256,unknown,240,unknown
1628,M1628,16,gb,16,gb
1629,M1629,16,gb,16,gb
1630,M1630,256,unknown,1,tb
1631,M1631,1,tb,1,tb
1632,M1632,300,gb,240,unknown
1633,M1633,256,unknown,1,tb
1634,M1634,128,gb,128,gb
1635,M1635,256,unknown,240,unknown
1636,M1636,256,unknown,256,gb
1637,M1637,256,unknown,256,gb
1638,M1638,256,unknown,256,gb
1639,M1639,2,tb,240,unknown
1640,M1640,2,tb,240,unknown
1641,M1641,2,tb,240,unknown
1642,M1642,512,gb,512,gb
1643,M1643,1,tb,1,tb
1644,M1644,500,gb,500,gb
1645,M1645,256,unknown,120,gb
1646,M1646,16,gb,16,gb
1647,M1647,2,tb,240,unknown
1648,M1648,256,unknown,512,gb
1649,M1649,512,gb,512,gb
1650,M1650,2,tb,240,unknown
1651,M1651,256,gb,256,gb
1652,M1652,256,unknown,128,gb
1653,M1653,512,gb,512,gb
1654,M1654,256,gb,256,gb
1655,M1655,256,unknown,1,tb
1656,M1656,256,gb,256,gb
1657,M1657,64,gb,64,gb
1658,M1658,256,unknown,240,unknown
1659,M1659,2,tb,240,unknown
1660,M1660,500,gb,500,gb
1661,M1661,256,unknown,512,gb
1662,M1662,256,unknown,256,gb
1663,M1663,256,unknown,240,unknown
1664,M1664,256,unknown,128,gb
1665,M1665,128,gb,128,gb
1666,M1666,512,gb,512,gb
1667,M1667,256,gb,1,tb
1668,M1668,500,gb,240,unknown
1669,M1669,1,tb,1,tb
1670,M1670,256,gb,256,gb
1671,M1671,512,gb,512,gb
1672,M1672,32,gb,32,gb
1673,M1673,256,unknown,240,unknown
1674,M1674,256,unknown,240,unknown
1675,M1675,2,tb,240,unknown
1676,M1676,16,gb,240,unknown
1677,M1677,256,unknown,128,gb
1678,M1678,512,gb,512,gb
1679,M1679,256,unknown,512,gb
1680,M1680,256,unknown,512,gb
1681,M1681,128,gb,128,gb
1682,M1682,512,gb,512,gb
1683,M1683,256,unknown,1,tb
1684,M1684,1,tb,1,tb
1685,M1685,256,unknown,256,gb
1686,M1686,128,gb,128,gb
1687,M1687,512,gb,512,gb
1688,M1688,256,unknown,240,unknown
1689,M1689,256,unknown,1,tb
1690,M1690,256,unknown,240,unknown
1691,M1691,256,unknown,240,unknown
1692,M1692,32,gb,240,unknown
1693,M1693,256,unknown,240,unknown
1694,M1694,250,gb,240,unknown
1695,M1695,256,unknown,240,unknown
1696,M1696,16,gb,16,gb
1697,M1697,120,gb,120,gb
1698,M1698,256,unknown,32,gb
1699,M1699,256,unknown,256,gb
1700,M1700,256,unknown,240,unknown
1701,M1701,512,gb,512,gb
1702,M1702,0,gb,16,gb
1703,M1703,2,tb,2,tb
1704,M1704,256,unknown,240,unknown
1705,M1705,256,unknown,128,gb
1706,M1706,256,unknown,32,gb
1707,M1707,512,gb,512,gb
1708,M1708,512,gb,512,gb
1709,M1709,120,gb,120,gb
1710,M1710,256,gb,256,gb
1711,M1711,256,unknown,32,gb
1712,M1712,256,unknown,512,gb
1713,M1713,256,unknown,240,unknown
1714,M1714,256,unknown,240,unknown
1715,M1715,256,unknown,500,gb
1716,M1716,128,gb,128,gb
1717,M1717,256,unknown,240,unknown
1718,M1718,256,gb,256,gb
1719,M1719,256,unknown,256,gb
1720,M1720,256,gb,256,gb
1721,M1721,16,gb,16,gb
1722,M1722,128,gb,128,gb
1723,M1723,256,gb,256,gb
1724,M1724,256,unknown,240,unknown
1725,M1725,64,gb,1,tb
1726,M1726,500,gb,500,gb
1727,M1727,256,unknown,256,gb
1728,M1728,128,gb,128,gb
1729,M1729,256,unknown,240,gb
1730,M1730,128,gb,128,gb
1731,M1731,256,unknown,512,gb
1732,M1732,256,gb,256,gb
1733,M1733,256,unknown,1,tb
1734,M1734,128,gb,128,gb
1735,M1735,2,tb,2,tb
1736,M1736,512,gb,512,gb
1737,M1737,256,unknown,512,gb
1738,M1738,512,gb,512,gb
1739,M1739,256,gb,256,gb
1740,M1740,64,gb,64,gb
1741,M1741,128,gb,128,gb
1742,M1742,256,unknown,128,gb
1743,M1743,256,unknown,512,gb
1744,M1744,256,unknown,512,gb
1745,M1745,256,unknown,256,gb
1746,M1746,256,unknown,512,gb
1747,M1747,80,gb,240,unknown
1748,M1748,1,tb,1,tb
1749,M1749,256,unknown,240,unknown
1750,M1750,256,unknown,16,gb
1751,M1751,256,unknown,512,gb
1752,M1752,256,unknown,1,tb
1753,M1753,256,unknown,256,gb
1754,M1754,64,gb,64,gb
1755,M1755,256,unknown,256,gb
1756,M1756,256,unknown,128,gb
1757,M1757,8,gb,256,gb
1758,M1758,256,unknown,512,gb
1759,M1759,256,unknown,256,gb
1760,M1760,256,unknown,256,gb
1761,M1761,256,unknown,32,gb
1762,M1762,256,unknown,240,unknown
1763,M1763,4,tb,4,gb
1764,M1764,256,unknown,256,gb
1765,M1765,256,unknown,128,gb
1766,M1766,256,unknown,256,gb
1767,M1767,1,tb,256,gb
1768,M1768,256,unknown,120,gb
1769,M1769,256,unknown,240,unknown
1770,M1770,256,unknown,240,unknown
1771,M1771,256,unknown,240,unknown
1772,M1772,256,gb,240,unknown
1773,M1773,256,gb,256,gb
1774,M1774,256,unknown,240,unknown
1775,M1775,256,unknown,240,unknown
1776,M1776,256,unknown,128,gb
1777,M1777,256,unknown,256,gb
1778,M1778,128,gb,128,gb
1779,M1779,256,unknown,512,gb
1780,M1780,500,gb,500,gb
1781,M1781,250,gb,240,unknown
1782,M1782,16,gb,256,gb
1783,M1783,64,gb,64,gb
1784,M1784,4,tb,2,tb
1785,M1785,256,gb,256,gb
1786,M1786,512,gb,512,gb
1787,M1787,128,gb,128,gb
1788,M1788,256,unknown,1,tb
1789,M1789,256,unknown,512,gb
1790,M1790,256,unknown,240,unknown
1791,M1791,500,gb,240,unknown
1792,M1792,64,gb,240,unknown
1793,M1793,256,unknown,1,tb
1794,M1794,256,unknown,512,gb
1795,M1795,2,tb,2,tb
1796,M1796,256,unknown,256,gb
1797,M1797,2,gb,32,gb
1798,M1798,256,unknown,128,gb
1799,M1799,256,gb,256,gb
1800,M1800,512,gb,512,gb
1801,M1801,64,gb,240,unknown
1802,M1802,256,unknown,256,gb
1803,M1803,256,gb,256,gb
1804,M1804,720,gb,240,unknown
1805,M1805,256,unknown,256,gb
1806,M1806,512,gb,512,gb
1807,M1807,256,unknown,120,gb
1808,M1808,128,gb,128,gb
1809,M1809,256,unknown,256,gb
1810,M1810,256,unknown,256,gb
1811,M1811,256,unknown,128,gb
1812,M1812,256,unknown,500,gb
1813,M1813,256,unknown,240,unknown
1814,M1814,1,tb,1,tb
1815,M1815,1,tb,240,unknown
1816,M1816,32,gb,512,gb
1817,M1817,256,unknown,120,gb
1818,M1818,64,gb,64,gb
1819,M1819,256,unknown,240,unknown
1820,M1820,256,unknown,64,gb
1821,M1821,256,unknown,240,unknown
1822,M1822,64,gb,64,gb
1823,M1823,256,unknown,256,gb
1824,M1824,64,gb,64,gb
1825,M1825,256,gb,240,unknown
1826,M1826,256,unknown,240,unknown
1827,M1827,256,unknown,512,gb
1828,M1828,256,gb,256,gb
1829,M1829,500,gb,240,unknown
1830,M1830,256,gb,256,gb
1831,M1831,256,unknown,240,unknown
1832,M1832,256,gb,256,gb
1833,M1833,256,unknown,256,gb
1834,M1834,16,gb,2,tb
1835,M1835,16,gb,16,gb
1836,M1836,256,unknown,512,gb
1837,M1837,256,gb,256,gb
1838,M1838,512,gb,512,gb
1839,M1839,1,tb,1,tb
1840,M1840,256,unknown,128,gb
1841,M1841,256,unknown,240,unknown
1842,M1842,256,unknown,1,tb
1843,M1843,16,gb,512,gb
1844,M1844,512,gb,512,gb
1845,M1845,256,unknown,512,gb
1846,M1846,256,unknown,240,unknown
1847,M1847,256,unknown,512,gb
1848,M1848,256,gb,500,gb
1849,M1849,256,gb,2,tb
1850,M1850,256,gb,256,gb
1851,M1851,256,unknown,128,gb
1852,M1852,16,gb,64,gb
1853,M1853,256,unknown,512,gb
1854,M1854,256,unknown,240,unknown
1855,M1855,256,unknown,512,gb
1856,M1856,256,unknown,240,unknown
1857,M1857,256,gb,256,gb
1858,M1858,256,unknown,128,gb
1859,M1859,256,unknown,256,gb
1860,M1860,256,unknown,512,gb
1861,M1861,500,gb,500,gb
1862,M1862,16,gb,16,gb
1863,M1863,500,gb,240,unknown
1864,M1864,256,unknown,256,gb
1865,M1865,256,unknown,240,unknown
1866,M1866,64,gb,64,gb
1867,M1867,128,gb,128,gb
1868,M1868,16,gb,16,gb
1869,M1869,256,gb,256,gb
1870,M1870,2,tb,2,tb
1871,M1871,256,unknown,240,unknown
1872,M1872,80,gb,240,unknown
1873,M1873,256,unknown,240,unknown
1874,M1874,256,unknown,240,unknown
1875,M1875,256,unknown,512,gb
1876,M1876,32,gb,32,gb
1877,M1877,16,gb,16,gb
1878,M1878,512,gb,512,gb
1879,M1879,256,unknown,512,gb
1880,M1880,500,gb,500,gb
1881,M1881,256,unknown,128,gb
1882,M1882,256,unknown,240,unknown
1883,M1883,512,gb,512,gb
1884,M1884,256,gb,256,gb
1885,M1885,512,gb,512,gb
1886,M1886,256,unknown,32,gb
1887,M1887,320,gb,240,unknown
1888,M1888,256,gb,256,gb
1889,M1889,32,gb,64,gb
1890,M1890,256,unknown,512,gb
1891,M1891,512,gb,512,gb
1892,M1892,256,gb,512,gb
1893,M1893,256,unknown,256,gb
1894,M1894,256,gb,256,gb
1895,M1895,256,gb,256,gb
1896,M1896,8,gb,256,gb
1897,M1897,256,unknown,240,unknown
1898,M1898,256,unknown,240,unknown
1899,M1899,512,gb,240,unknown
1900,M1900,256,unknown,240,unknown
1901,M1901,256,gb,512,gb
1902,M1902,256,gb,256,gb
1903,M1903,256,unknown,240,unknown
1904,M1904,256,unknown,240,unknown
1905,M1905,256,gb,256,gb
1906,M1906,256,unknown,512,gb
1907,M1907,16,gb,256,gb
1908,M1908,128,gb,128,gb
1909,M1909,32,gb,240,unknown
1910,M1910,256,unknown,256,gb
1911,M1911,256,unknown,240,unknown
1912,M1912,32,gb,32,gb
1913,M1913,256,unknown,64,gb
1914,M1914,256,unknown,512,gb
1915,M1915,256,unknown,256,gb
1916,M1916,32,gb,32,gb
1917,M1917,256,unknown,256,gb
1918,M1918,256,unknown,240,unknown
1919,M1919,256,gb,256,gb
1920,M1920,512,gb,512,gb
1921,M1921,256,unknown,128,gb
1922,M1922,16,gb,16,gb
1923,M1923,500,gb,240,unknown
1924,M1924,256,unknown,240,unknown
1925,M1925,500,gb,500,gb
1926,M1926,256,unknown,16,gb
1927,M1927,256,gb,256,gb
1928,M1928,1,tb,240,unknown
1929,M1929,8,gb,512,gb
1930,M1930,256,unknown,250,gb
1931,M1931,12,gb,240,gb
1932,M1932,500,gb,500,gb
1933,M1933,64,gb,240,unknown
1934,M1934,256,unknown,240,unknown
1935,M1935,240,gb,240,gb
1936,M1936,1,tb,128,gb
1937,M1937,256,unknown,240,unknown
1938,M1938,256,unknown,512,gb
1939,M1939,256,unknown,16,gb
1940,M1940,256,unknown,256,gb
1941,M1941,16,gb,16,gb
1942,M1942,128,gb,128,gb
1943,M1943,256,unknown,512,gb
1944,M1944,256,unknown,512,gb
1945,M1945,256,gb,256,gb
1946,M1946,256,unknown,256,gb
1947,M1947,256,unknown,16,gb
1948,M1948,512,gb,500,gb
1949,M1949,500,gb,500,gb
1950,M1950,256,unknown,256,gb
1951,M1951,256,gb,256,gb
1952,M1952,256,gb,256,gb
1953,M1953,64,gb,240,unknown
1954,M1954,32,gb,32,gb
1955,M1955,256,gb,256,gb
1956,M1956,256,unknown,500,gb
1957,M1957,256,unknown,128,gb
1958,M1958,256,gb,256,gb
1959,M1959,256,gb,256,gb
1960,M1960,512,gb,512,gb
1961,M1961,256,unknown,240,unknown
1962,M1962,256,unknown,256,gb
1963,M1963,256,unknown,256,gb
1964,M1964,256,unknown,16,gb
1965,M1965,128,gb,128,gb
1966,M1966,512,gb,512,gb
1967,M1967,16,gb,16,gb
1968,M1968,256,unknown,256,gb
1969,M1969,256,unknown,240,unknown
1970,M1970,500,gb,240,unknown
1971,M1971,500,gb,500,gb
1972,M1972,1,tb,240,unknown
1973,M1973,256,unknown,256,gb
1974,M1974,256,unknown,256,gb
1975,M1975,256,unknown,240,unknown
1976,M1976,256,unknown,512,gb
1977,M1977,512,gb,512,gb
1978,M1978,256,unknown,1,tb
1979,M1979,256,unknown,512,gb
1980,M1980,256,gb,256,gb
1981,M1981,256,unknown,240,unknown
1982,M1982,256,unknown,240,unknown
1983,M1983,1,tb,240,unknown
1984,M1984,1,tb,1,tb
1985,M1985,256,unknown,1,tb
1986,M1986,256,unknown,240,unknown
1987,M1987,16,gb,240,unknown
1988,M1988,256,unknown,512,gb
1989,M1989,256,unknown,16,gb
1990,M1990,256,unknown,256,gb
1991,M1991,128,gb,128,gb
1992,M1992,256,gb,256,gb
1993,M1993,320,gb,240,unknown
1994,M1994,256,unknown,128,gb
1995,M1995,512,gb,512,gb
1996,M1996,256,unknown,240,unknown
1997,M1997,512,gb,512,gb
1998,M1998,256,unknown,240,unknown
1999,M1999,256,unknown,256,gb
2000,M2000,256,unknown,256,gb
2001,M2001,256,gb,256,gb
2002,M2002,256,gb,256,gb
2003,M2003,16,gb,16,gb
2004,M2004,256,unknown,512,gb
2005,M2005,128,gb,128,gb
2006,M2006,256,unknown,120,gb
2007,M2007,512,gb,512,gb
2008,M2008,32,gb,32,gb
2009,M2009,512,gb,512,gb
2010,M2010,80,gb,240,unknown
2011,M2011,256,gb,256,gb
2012,M2012,128,gb,128,gb
2013,M2013,256,gb,256,gb
2014,M2014,256,gb,256,gb
2015,M2015,256,unknown,512,gb
2016,M2016,32,gb,32,gb
2017,M2017,256,unknown,16,gb
2018,M2018,256,gb,256,gb
2019,M2019,256,unknown,128,gb
2020,M2020,256,unknown,2,tb
2021,M2021,256,gb,256,gb
2022,M2022,2,tb,240,unknown
2023,M2023,256,gb,256,gb
2024,M2024,32,gb,256,gb
2025,M2025,128,gb,128,gb
2026,M2026,256,unknown,512,gb
2027,M2027,1,gb,240,unknown
2028,M2028,256,unknown,256,gb
2029,M2029,256,unknown,512,gb
2030,M2030,512,gb,512,gb
2031,M2031,500,gb,500,gb
2032,M2032,256,unknown,1,tb
2033,M2033,256,gb,1,tb
2034,M2034,256,unknown,240,unknown
2035,M2035,32,gb,32,gb
2036,M2036,256,unknown,128,gb
2037,M2037,256,gb,256,gb
2038,M2038,160,gb,240,unknown
2039,M2039,256,unknown,1,tb
2040,M2040,256,unknown,128,gb
2041,M2041,1,tb,1,tb
2042,M2042,16,gb,16,gb
2043,M2043,256,unknown,128,gb
2044,M2044,256,unknown,256,gb
2045,M2045,256,unknown,240,unknown
2046,M2046,256,unknown,250,gb
2047,M2047,32,gb,32,gb
2048,M2048,512,gb,512,gb
2049,M2049,256,unknown,512,gb
2050,M2050,16,gb,16,gb
2051,M2051,256,gb,256,gb
2052,M2052,1,tb,240,unknown
2053,M2053,256,unknown,500,gb
2054,M2054,256,gb,256,gb
2055,M2055,256,unknown,2,tb
2056,M2056,512,gb,512,gb
2057,M2057,512,gb,512,gb
2058,M2058,4,gb,240,unknown
2059,M2059,500,gb,256,gb
2060,M2060,256,unknown,16,gb
2061,M2061,256,unknown,256,gb
2062,M2062,32,gb,32,gb
2063,M2063,16,gb,16,gb
2064,M2064,1,tb,1,tb
2065,M2065,16,gb,16,gb
2066,M2066,256,unknown,128,gb
2067,M2067,1,tb,1,tb
2068,M2068,256,unknown,1,tb
2069,M2069,256,unknown,128,gb
2070,M2070,256,unknown,240,unknown
2071,M2071,32,gb,32,gb
2072,M2072,256,unknown,240,unknown
2073,M2073,256,unknown,32,gb
2074,M2074,512,gb,512,gb
2075,M2075,64,gb,64,gb
2076,M2076,512,gb,512,gb
2077,M2077,256,gb,256,gb
2078,M2078,256,unknown,240,unknown
2079,M2079,32,gb,32,gb
2080,M2080,256,unknown,256,gb
2081,M2081,256,unknown,32,gb
2082,M2082,320,gb,240,unknown
2083,M2083,128,gb,128,gb
2084,M2084,256,unknown,512,gb
2085,M2085,512,gb,512,gb
2086,M2086,512,gb,512,gb
2087,M2087,256,gb,256,gb
2088,M2088,256,unknown,240,unknown
2089,M2089,500,gb,240,unknown
2090,M2090,1,tb,1,tb
2091,M2091,1,tb,1,tb
2092,M2092,256,unknown,128,gb
2093,M2093,2,tb,2,tb
2094,M2094,256,unknown,240,unknown
2095,M2095,256,unknown,256,gb
2096,M2096,256,unknown,16,gb
2097,M2097,256,unknown,16,gb
2098,M2098,256,unknown,240,gb
2099,M2099,256,unknown,500,gb
2100,M2100,256,unknown,240,unknown
2101,M2101,16,gb,16,gb
2102,M2102,256,unknown,256,gb
2103,M2103,128,gb,128,gb
2104,M2104,256,unknown,240,gb
2105,M2105,16,gb,16,gb
2106,M2106,256,unknown,256,gb
2107,M2107,256,gb,256,gb
2108,M2108,1,tb,240,unknown
2109,M2109,256,unknown,16,gb
2110,M2110,256,unknown,256,gb
2111,M2111,256,unknown,2,tb
2112,M2112,256,gb,256,gb
2113,M2113,256,gb,256,gb
2114,M2114,256,unknown,256,gb
2115,M2115,32,gb,32,gb
2116,M2116,8,gb,256,gb
2117,M2117,256,unknown,512,gb
2118,M2118,320,gb,240,unknown
2119,M2119,512,gb,1,tb
2120,M2120,256,unknown,240,unknown
2121,M2121,128,gb,128,gb
2122,M2122,640,gb,240,unknown
2123,M2123,512,gb,512,gb
2124,M2124,256,unknown,1,tb
2125,M2125,256,unknown,128,gb
2126,M2126,16,gb,16,gb
2127,M2127,256,gb,256,gb
2128,M2128,256,unknown,256,gb
2129,M2129,250,gb,240,unknown
2130,M2130,512,gb,512,gb
2131,M2131,256,gb,256,gb
2132,M2132,256,gb,256,gb
2133,M2133,256,gb,256,gb
2134,M2134,160,gb,240,unknown
2135,M2135,16,gb,16,gb
2136,M2136,1,tb,1,tb
2137,M2137,256,unknown,240,unknown
2138,M2138,256,unknown,512,gb
2139,M2139,256,unknown,512,gb
2140,M2140,1,tb,1,tb
2141,M2141,256,unknown,512,gb
2142,M2142,256,unknown,240,unknown
2143,M2143,256,gb,256,gb
2144,M2144,256,unknown,120,gb
2145,M2145,512,gb,512,gb
2146,M2146,256,unknown,240,unknown
2147,M2147,256,unknown,240,unknown
2148,M2148,256,unknown,240,unknown
2149,M2149,512,gb,512,gb
2150,M2150,256,unknown,240,unknown
2151,M2151,1,tb,1,tb
2152,M2152,512,gb,512,gb
2153,M2153,500,gb,240,unknown
2154,M2154,500,gb,240,unknown
2155,M2155,256,gb,256,gb
2156,M2156,256,unknown,512,gb
2157,M2157,256,gb,256,gb
2158,M2158,256,unknown,256,gb
2159,M2159,512,gb,512,gb
2160,M2160,128,gb,128,gb
2161,M2161,256,unknown,240,unknown
2162,M2162,256,unknown,1,tb
2163,M2163,256,unknown,240,unknown
2164,M2164,256,unknown,256,gb
2165,M2165,256,unknown,240,unknown
2166,M2166,512,gb,1,tb
2167,M2167,256,unknown,64,gb
2168,M2168,256,gb,256,gb
2169,M2169,256,unknown,240,unknown
2170,M2170,256,unknown,240,unknown
2171,M2171,256,unknown,240,unknown
2172,M2172,256,unknown,240,unknown
2173,M2173,256,unknown,512,gb
2174,M2174,256,unknown,240,unknown
2175,M2175,256,unknown,120,gb
2176,M2176,256,unknown,2,tb
2177,M2177,256,unknown,240,unknown
2178,M2178,1,tb,1,tb
2179,M2179,16,gb,16,gb
2180,M2180,256,unknown,240,unknown
2181,M2181,256,unknown,240,unknown
2182,M2182,256,unknown,1,tb
2183,M2183,256,unknown,240,gb
2184,M2184,256,unknown,120,gb
2185,M2185,1,tb,1,tb
2186,M2186,32,gb,32,gb
2187,M2187,256,gb,256,gb
2188,M2188,256,unknown,240,unknown
2189,M2189,16,gb,16,gb
2190,M2190,256,unknown,240,unknown
2191,M2191,128,gb,128,gb
2192,M2192,256,unknown,512,gb
2193,M2193,256,unknown,240,unknown
2194,M2194,256,unknown,240,unknown
2195,M2195,256,unknown,240,unknown
2196,M2196,256,unknown,240,unknown
2197,M2197,256,unknown,240,gb
2198,M2198,256,gb,256,gb
2199,M2199,256,unknown,240,unknown
2200,M2200,256,unknown,240,unknown
2201,M2201,256,unknown,240,unknown
2202,M2202,2,tb,2,tb
2203,M2203,256,unknown,240,unknown
2204,M2204,1,tb,120,gb
2205,M2205,256,unknown,120,gb
2206,M2206,256,unknown,240,unknown
2207,M2207,256,unknown,240,unknown
2208,M2208,512,gb,512,gb
2209,M2209,256,unknown,1,tb
2210,M2210,2,gb,16,gb
2211,M2211,1,tb,256,gb
2212,M2212,256,unknown,256,gb
2213,M2213,256,unknown,240,unknown
2214,M2214,500,gb,240,unknown
2215,M2215,128,gb,128,gb
2216,M2216,256,unknown,32,gb
2217,M2217,500,gb,240,unknown
2218,M2218,256,gb,256,gb
2219,M2219,500,gb,240,unknown
2220,M2220,256,unknown,120,gb
2221,M2221,3,gb,240,unknown
2222,M2222,256,unknown,240,unknown
2223,M2223,256,unknown,240,unknown
2224,M2224,240,gb,256,gb
2225,M2225,128,gb,128,gb
2226,M2226,256,unknown,240,unknown
2227,M2227,2,tb,2,tb
2228,M2228,256,unknown,128,gb
2229,M2229,256,unknown,120,gb
2230,M2230,4,gb,240,unknown
2231,M2231,256,unknown,240,unknown
2232,M2232,256,unknown,512,gb
2233,M2233,20,gb,512,gb
2234,M2234,256,unknown,256,gb
2235,M2235,256,unknown,512,gb
2236,M2236,256,gb,256,gb
2237,M2237,512,gb,512,gb
2238,M2238,512,gb,512,gb
2239,M2239,800,gb,800,gb
2240,M2240,256,gb,240,unknown
2241,M2241,256,unknown,240,unknown
2242,M2242,160,gb,240,unknown
2243,M2243,256,unknown,120,gb
2244,M2244,256,unknown,256,gb
2245,M2245,256,gb,256,gb
2246,M2246,1,tb,1,tb
2247,M2247,256,unknown,512,gb
2248,M2248,750,gb,240,unknown
2249,M2249,256,unknown,128,gb
2250,M2250,256,unknown,240,unknown
2251,M2251,256,unknown,240,unknown
2252,M2252,256,unknown,240,unknown
2253,M2253,32,gb,32,gb
2254,M2254,16,gb,16,gb
2255,M2255,256,unknown,32,gb
2256,M2256,500,gb,240,unknown
2257,M2257,512,gb,512,gb
2258,M2258,256,unknown,240,unknown
2259,M2259,512,gb,256,gb
2260,M2260,1,tb,1,tb
2261,M2261,256,gb,256,gb
2262,M2262,128,gb,128,gb
2263,M2263,256,unknown,240,unknown
2264,M2264,256,gb,256,gb
2265,M2265,512,gb,512,gb
2266,M2266,256,unknown,240,gb
2267,M2267,250,gb,240,gb
2268,M2268,16,gb,16,gb
2269,M2269,256,unknown,1,tb
2270,M2270,256,unknown,256,gb
2271,M2271,16,gb,16,gb
2272,M2272,256,unknown,240,unknown
2273,M2273,500,gb,500,gb
2274,M2274,256,unknown,240,unknown
2275,M2275,256,unknown,4,tb
2276,M2276,256,unknown,240,unknown
2277,M2277,256,unknown,1,tb
2278,M2278,256,unknown,256,gb
2279,M2279,2,gb,240,unknown
2280,M2280,32,gb,32,gb
2281,M2281,256,unknown,16,gb
2282,M2282,256,unknown,240,unknown
2283,M2283,512,gb,128,gb
2284,M2284,256,unknown,512,gb
2285,M2285,256,unknown,480,gb
2286,M2286,128,gb,128,gb
2287,M2287,256,unknown,240,unknown
2288,M2288,256,unknown,240,unknown
2289,M2289,256,unknown,240,unknown
2290,M2290,16,gb,16,gb
2291,M2291,256,unknown,240,unknown
2292,M2292,512,gb,512,gb
2293,M2293,256,unknown,240,unknown
2294,M2294,465,gb,256,gb
2295,M2295,256,unknown,240,unknown
2296,M2296,256,unknown,32,gb
2297,M2297,256,unknown,512,gb
2298,M2298,128,gb,512,gb
2299,M2299,256,unknown,128,gb
2300,M2300,256,unknown,512,gb
2301,M2301,256,unknown,512,gb
2302,M2302,256,gb,256,gb
2303,M2303,500,gb,240,unknown
2304,M2304,512,gb,512,gb
2305,M2305,4,gb,240,unknown
2306,M2306,512,gb,512,gb
2307,M2307,2,tb,240,unknown
2308,M2308,256,unknown,120,gb
2309,M2309,256,unknown,480,gb
2310,M2310,256,unknown,240,unknown
2311,M2311,1,tb,240,unknown
2312,M2312,256,gb,256,gb
2313,M2313,256,unknown,512,gb
2314,M2314,512,gb,512,gb
2315,M2315,256,gb,256,gb
2316,M2316,256,unknown,240,unknown
2317,M2317,16,gb,16,gb
2318,M2318,256,unknown,240,unknown
2319,M2319,256,unknown,256,gb
2320,M2320,256,gb,256,gb
2321,M2321,500,gb,240,unknown
2322,M2322,16,gb,16,gb
2323,M2323,750,gb,240,unknown
2324,M2324,256,unknown,240,unknown
2325,M2325,320,gb,240,unknown
2326,M2326,256,unknown,120,gb
2327,M2327,256,unknown,240,gb
2328,M2328,256,unknown,480,gb
2329,M2329,256,unknown,64,gb
2330,M2330,256,unknown,240,unknown
2331,M2331,80,gb,240,unknown
2332,M2332,512,gb,512,gb
2333,M2333,256,unknown,240,gb
2334,M2334,2,tb,2,tb
2335,M2335,64,gb,64,gb
2336,M2336,256,unknown,240,unknown
2337,M2337,256,unknown,120,gb
2338,M2338,256,unknown,240,unknown
2339,M2339,1,tb,1,tb
2340,M2340,256,unknown,240,unknown
2341,M2341,256,unknown,240,gb
2342,M2342,256,unknown,240,unknown
2343,M2343,64,gb,64,gb
2344,M2344,256,unknown,240,gb
2345,M2345,256,gb,256,gb
2346,M2346,500,gb,128,gb
2347,M2347,256,unknown,512,gb
2348,M2348,1,tb,1,tb
2349,M2349,64,gb,64,gb
2350,M2350,256,unknown,256,gb
2351,M2351,256,unknown,240,unknown
2352,M2352,256,unknown,240,unknown
2353,M2353,256,unknown,240,gb
2354,M2354,256,unknown,240,gb
2355,M2355,81,gb,240,unknown
2356,M2356,512,gb,512,gb
2357,M2357,256,unknown,240,unknown
2358,M2358,256,gb,256,gb
2359,M2359,256,unknown,512,gb
2360,M2360,256,gb,256,gb
2361,M2361,256,unknown,512,gb
2362,M2362,256,unknown,240,unknown
2363,M2363,256,unknown,240,gb
2364,M2364,256,unknown,512,gb
2365,M2365,256,unknown,256,gb
2366,M2366,256,unknown,512,gb
2367,M2367,128,gb,128,gb
2368,M2368,512,gb,512,gb
2369,M2369,256,gb,256,gb
2370,M2370,500,gb,240,unknown
2371,M2371,256,unknown,32,gb
2372,M2372,256,unknown,256,gb
2373,M2373,128,gb,128,gb
2374,M2374,256,unknown,512,gb
2375,M2375,512,gb,512,gb
2376,M2376,128,gb,128,gb
2377,M2377,128,gb,128,gb
2378,M2378,256,unknown,256,gb
2379,M2379,256,unknown,512,gb
2380,M2380,500,gb,500,gb
2381,M2381,256,unknown,512,gb
2382,M2382,16,gb,16,gb
2383,M2383,128,gb,128,gb
2384,M2384,256,unknown,16,gb
2385,M2385,32,gb,240,unknown
2386,M2386,256,unknown,16,gb
2387,M2387,256,gb,256,gb
2388,M2388,256,gb,256,gb
2389,M2389,256,gb,256,gb
2390,M2390,512,gb,512,gb
2391,M2391,256,gb,2,tb
2392,M2392,16,gb,16,gb
2393,M2393,32,gb,32,gb
2394,M2394,256,unknown,256,gb
2395,M2395,32,gb,32,gb
