BRAND,COLOR,CONDITIONS,PRICE
acer,gray,Undefined,50.0
acer,other,Good - Refurbished,63.0
other,black,Used,200.0
dell,black,Used,99.0
dell,other,Used,175.0
hp,silver,Certified - Refurbished,539.0
lenovo,black,Used,119.94
hp,black,Used,339.0
other,other,Used,250.0
microsoft,other,Used,149.0
lenovo,black,Undefined,530.0
microsoft,other,Used,150.0
dell,green,Undefined,575.0
lenovo,black,Used,190.0
other,other,Used,442.8
lenovo,other,Excellent - Refurbished,220.0
dell,black,Used,95.0
hp,black,Used,99.94
dell,other,Very Good - Refurbished,263.2
lenovo,black,Used,100.0
microsoft,platinum,Good - Refurbished,355.0
asus,gray,Used,29.98
dell,other,Used,319.0
dell,other,Used,324.0
dell,other,Used,389.5
other,other,Used,372.0
hp,other,Used,250.0
dell,other,Used,320.2
other,other,Used,225.2
other,other,New,3104.0
other,other,Undefined,72.2
other,gray,New,299.0
dell,black,Used,588.5
other,other,Excellent - Refurbished,589.5
other,gray,New,254.0
other,other,Used,156.1
other,other,New,31.55
dell,other,Used,329.8
other,other,New,33.66
other,other,Used,16.31
other,other,New,105.25
other,black,Seller refurbished,547.5
other,other,Used,488.2
lenovo,other,Used,323.5
dell,other,For parts or not working,90.0
other,other,New,36.97
dell,black,Used,325.8
other,other,Used,97.9
other,black,Seller refurbished,201.4
other,other,New,91.44
other,other,Used,15.23
hp,blue,Used,380.0
dell,other,Used,150.0
other,black,Seller refurbished,210.2
microsoft,black,Used,240.0
other,black,Undefined,180.0
other,other,Used,1235.0
other,gray,Undefined,700.0
dell,other,Used,40.0
dell,black,Excellent - Refurbished,1450.0
dell,other,Used,330.0
dell,other,Used,442.8
microsoft,silver,Used,250.0
hp,silver,New,820.0
other,other,Used,304.0
dell,other,Used,100.0
dell,multicolor,Used,170.0
other,other,Used,185.0
lenovo,black,Used,199.0
hp,black,Used,19.98
asus,blue,Undefined,197.0
other,silver,Good - Refurbished,530.0
other,other,Used,260.0
lenovo,other,Used,448.2
other,gray,For parts or not working,710.0
dell,other,Used,310.0
hp,silver,For parts or not working,160.0
lenovo,black,Used,250.0
other,other,Used,27.19
dell,black,Used,450.0
hp,other,Good - Refurbished,200.0
lenovo,gray,Undefined,115.0
dell,white,Certified - Refurbished,749.0
dell,other,Used,424.2
asus,other,New,83.6
dell,other,Used,344.8
other,other,Used,352.0
hp,silver,Used,190.0
lenovo,black,Used,50.0
lenovo,black,Used,269.8
lenovo,black,Undefined,500.0
microsoft,silver,Undefined,299.0
other,other,Used,369.2
other,black,Seller refurbished,229.1
dell,other,Used,375.8
microsoft,silver,For parts or not working,150.0
other,other,Used,215.0
dell,multicolor,Used,450.0
dell,other,Used,199.0
other,other,Used,398.5
other,other,Very Good - Refurbished,379.5
lenovo,other,Used,800.0
dell,silver,Used,860.0
dell,black,Undefined,169.0
acer,black,Undefined,375.2
dell,other,Used,467.5
lenovo,gray,Undefined,1019.0
dell,black,Used,180.0
acer,white,For parts or not working,40.0
other,other,New,93.2
other,other,New,637.5
lenovo,other,Used,295.0
dell,black,Undefined,400.0
hp,black,Undefined,218.9
dell,silver,Used,200.0
hp,other,Used,200.0
hp,silver,Used,90.0
lenovo,other,Used,175.0
acer,other,New,98.25
other,other,Good - Refurbished,288.2
other,other,New,130.6
dell,black,Used,314.2
other,other,Used,10.88
other,other,New,85.44
other,other,New,112.25
dell,black,Used,403.0
dell,black,Used,234.8
other,other,New,79.0
other,other,Used,426.5
dell,other,Used,375.8
dell,other,New,57.94
other,black,Undefined,204.2
other,black,Seller refurbished,227.8
other,other,Used,10.95
other,other,New,76.7
lenovo,other,Used,574.5
lg,other,New,93.9
other,other,Used,8.7
other,other,Used,9.79
other,other,Undefined,103.75
other,other,New,90.4
other,other,New,152.2
other,other,New,127.6
other,other,New,79.56
dell,other,Used,334.8
other,other,Used,337.8
auo,other,New,92.75
other,other,Used,337.5
dell,other,Used,324.0
other,other,New,131.5
other,other,New,121.06
other,other,New,206.4
other,other,Good - Refurbished,295.5
other,other,New,47.2
other,other,New,81.8
other,other,Seller refurbished,2730.0
other,black,Seller refurbished,292.0
other,black,Seller refurbished,342.2
auo,other,New,50.7
other,other,Seller refurbished,476.5
other,other,New,372.8
other,black,Seller refurbished,376.8
other,other,New,60.9
lg,other,New,93.1
other,other,Used,368.2
other,other,Good - Refurbished,304.5
other,other,Seller refurbished,2148.0
other,other,Seller refurbished,2332.0
dell,other,Used,400.0
auo,other,New,114.6
other,other,New,103.75
other,other,New,117.7
other,other,New,318.5
other,other,New,53.28
dell,silver,Undefined,329.0
microsoft,silver,Undefined,250.0
other,other,Used,195.8
dell,black,Used,89.0
dell,other,Used,281.8
other,blue,Undefined,80.0
dell,silver,Certified - Refurbished,695.0
dell,black,Used,350.0
dell,other,Used,374.5
other,other,Undefined,380.5
dell,silver,Used,125.0
other,other,Used,260.0
other,other,New,11.88
hp,silver,Undefined,24.98
lenovo,black,Used,119.0
acer,black,Good - Refurbished,49.0
other,blue,Used,539.0
lenovo,gray,Undefined,288.2
other,other,Used,225.0
acer,white,For parts or not working,120.0
lenovo,black,Undefined,45.0
asus,other,Used,86.0
asus,other,For parts or not working,28.5
acer,other,Used,89.94
dell,black,Very Good - Refurbished,1250.0
dell,other,Used,313.5
lenovo,other,Used,396.0
dell,other,Used,294.8
lenovo,other,Used,333.5
dell,black,Used,314.2
hp,silver,Undefined,569.0
dell,black,Excellent - Refurbished,820.0
hp,silver,For parts or not working,45.0
dell,black,Very Good - Refurbished,307.0
dell,silver,Used,200.0
other,black,Seller refurbished,364.2
hp,gray,Used,834.5
hp,silver,Used,450.0
other,other,Used,193.1
dell,other,Used,490.8
other,other,Used,205.6
lenovo,black,Used,171.5
lenovo,black,Open box,799.0
dell,other,Used,289.2
acer,black,Undefined,400.0
other,silver,Used,316.2
hp,silver,Undefined,300.0
hp,other,Used,230.0
dell,black,Used,500.0
dell,black,For parts or not working,60.0
hp,gray,For parts or not working,593.0
other,black,Used,70.0
dell,other,Used,169.0
dell,black,Undefined,49.0
dell,other,Used,383.0
dell,black,Very Good - Refurbished,249.0
lenovo,gray,Used,280.0
dell,other,Used,130.0
hp,silver,Used,389.0
lenovo,gray,New,490.0
dell,black,Undefined,40.0
other,other,New,12.5
hp,other,Used,96.94
lenovo,black,Used,325.8
other,other,Used,193.1
dell,black,Used,465.0
other,other,Used,174.0
lenovo,black,Used,1135.0
other,black,Seller refurbished,279.2
other,other,New,28.88
lenovo,other,New,45.38
lenovo,other,New,62.28
lenovo,other,Used,394.8
lg,other,New,112.5
dell,other,Used,472.2
other,other,Undefined,128.4
dell,other,Used,410.0
samsung,other,New,96.44
other,black,Seller refurbished,235.4
dell,other,Used,421.0
other,other,Seller refurbished,2186.0
other,other,Seller refurbished,348.0
other,other,New,311.2
dell,other,Used,324.0
lenovo,other,Used,396.0
samsung,other,New,134.5
auo,other,New,54.94
other,other,Used,11.96
dell,other,Used,303.0
other,gray,For parts or not working,55.0
lenovo,black,Very Good - Refurbished,400.0
samsung,silver,Undefined,25.0
other,gray,Used,549.0
asus,black,New,490.0
dell,other,Used,303.0
dell,other,Used,85.0
acer,silver,Used,50.0
dell,silver,Excellent - Refurbished,329.0
hp,other,Used,205.0
hp,silver,Undefined,360.0
other,other,New,627.5
dell,other,Used,656.5
samsung,black,Used,33.0
hp,silver,Used,184.2
samsung,other,Used,100.0
asus,black,New,1617.0
acer,white,Undefined,35.0
hp,other,For parts or not working,110.0
dell,blue,Used,140.0
microsoft,silver,Used,899.0
dell,black,Used,115.0
other,other,Used,423.5
dell,other,Used,442.8
lenovo,black,For parts or not working,88.0
dell,black,Used,165.0
lenovo,other,Used,219.0
other,other,Seller refurbished,152.2
dell,gray,Used,100.0
dell,silver,Used,296.8
dell,gray,Undefined,759.0
other,other,Used,409.2
other,gray,New,299.0
hp,black,Open box,700.0
acer,silver,Used,50.0
other,black,Used,264.0
dell,other,Used,199.0
dell,other,Used,249.0
dell,other,Used,239.0
acer,gray,Undefined,250.0
dell,other,Used,329.0
lenovo,black,For parts or not working,60.0
other,other,For parts or not working,120.2
hp,silver,Used,200.0
hp,other,For parts or not working,313.0
other,other,Used,16.02
lenovo,gray,Undefined,175.0
other,black,Used,284.0
hp,silver,Open box,444.0
other,other,Very Good - Refurbished,434.0
acer,silver,Used,55.0
asus,blue,Undefined,439.0
lenovo,black,Used,149.0
lenovo,other,Used,160.0
hp,silver,Very Good - Refurbished,365.0
hp,other,Used,106.94
asus,black,Open box,529.0
dell,silver,Undefined,239.0
samsung,silver,Undefined,203.8
hp,silver,Used,240.0
microsoft,black,Undefined,380.0
microsoft,other,Used,188.5
dell,black,Used,44.0
dell,other,Used,288.0
acer,blue,Very Good - Refurbished,65.0
dell,black,Used,825.0
dell,silver,Used,800.0
acer,gray,Undefined,41.0
microsoft,gray,Used,150.0
dell,black,Undefined,130.0
lenovo,black,Good - Refurbished,350.0
dell,black,Used,159.0
lenovo,black,Used,65.0
acer,other,Used,66.0
hp,black,New,155.0
lenovo,black,Used,90.0
dell,other,Used,90.0
microsoft,silver,Used,180.0
hp,multicolor,Good - Refurbished,200.0
lenovo,black,Used,95.0
lenovo,black,Used,220.0
lenovo,black,Used,114.94
dell,other,Used,82.0
lenovo,grey,New,338.8
other,other,New,205.8
other,other,Used,324.5
other,other,New,88.75
other,black,Used,203.5
other,other,For parts or not working,38.06
other,other,Used,337.5
other,other,Undefined,65.06
lg,other,New,97.7
lg,other,New,112.3
dell,other,Used,410.5
dell,other,Used,331.0
dell,other,Used,348.0
other,black,Undefined,107.2
other,other,Excellent - Refurbished,347.2
other,other,New,92.3
auo,other,New,91.75
other,other,New,28.52
other,other,Used,8.7
dell,other,Used,467.5
dell,other,Used,281.8
other,other,New,109.0
other,other,Undefined,102.9
other,other,Undefined,58.75
other,other,Seller refurbished,178.9
auo,other,Undefined,92.06
dell,other,Used,323.8
other,other,Used,423.5
other,other,New,85.94
samsung,other,New,69.94
other,other,Used,7.61
other,other,For parts or not working,21.94
other,black,Seller refurbished,304.5
other,other,Used,330.2
dell,other,Used,334.8
lenovo,other,New,68.0
lenovo,other,Used,330.0
hp,silver,Used,300.0
other,other,Used,107.7
dell,other,Used,375.0
dell,black,Used,175.0
other,black,New,1500.0
other,blue,Used,198.0
dell,gray,Used,160.0
dell,black,Undefined,599.0
dell,other,Used,135.0
lenovo,black,For parts or not working,40.0
hp,silver,Undefined,800.0
hp,other,Used,230.0
dell,black,Used,60.0
dell,black,Used,119.0
other,other,Used,400.8
dell,other,Good - Refurbished,260.0
asus,other,Undefined,70.1
asus,silver,Used,219.0
lenovo,gray,Undefined,149.0
lenovo,black,Used,129.0
other,other,Used,275.2
dell,other,Used,320.8
dell,other,Used,406.2
dell,other,Used,462.8
lenovo,other,Used,446.2
samsung,other,New,66.44
other,other,Undefined,82.44
other,other,Used,154.5
other,other,Used,326.2
lenovo,other,New,726.5
other,other,Used,336.8
other,other,Seller refurbished,2722.0
other,other,Used,6.51
other,other,Undefined,85.2
other,other,New,117.4
other,other,For parts or not working,21.6
other,other,New,316.5
other,other,New,130.2
acer,other,For parts or not working,32.4
other,other,Undefined,58.5
other,other,New,85.7
other,other,Excellent - Refurbished,419.2
other,other,Used,359.8
auo,other,New,92.56
other,other,New,130.4
lg,other,New,90.6
hp,other,For parts or not working,37.8
other,black,Seller refurbished,411.5
dell,other,Used,320.8
other,other,Good - Refurbished,294.8
hp,silver,Used,120.0
hp,other,Undefined,145.0
dell,green,Undefined,425.0
hp,gray,Very Good - Refurbished,290.0
hp,silver,Undefined,573.0
asus,other,For parts or not working,29.98
microsoft,silver,Used,485.0
other,other,Good - Refurbished,287.5
other,multicolor,Used,99.0
other,black,Seller refurbished,341.2
dell,other,Used,410.0
auo,other,New,59.84
dell,multicolor,Open box,775.0
asus,other,For parts or not working,70.0
dell,black,Used,400.0
lenovo,other,Undefined,170.9
dell,silver,Used,167.8
dell,silver,Certified - Refurbished,980.0
hp,other,Used,190.0
other,black,Seller refurbished,344.5
other,other,Used,69.6
other,black,Used,789.0
lenovo,black,Used,368.0
other,other,Undefined,1409.0
acer,silver,New,439.0
hp,white,Undefined,195.0
other,other,Used,367.2
hp,other,Used,49.0
dell,silver,Used,300.0
other,other,Used,94.94
dell,other,Used,360.0
other,other,Used,9.76
dell,other,Used,396.2
lenovo,other,New,61.62
other,other,New,41.7
other,other,Used,419.2
other,other,Seller refurbished,2144.0
dell,other,Used,372.8
other,black,Seller refurbished,632.5
lenovo,black,Used,522.5
lenovo,black,Used,573.0
dell,other,Used,299.8
other,other,New,58.6
auo,other,New,92.2
other,black,Seller refurbished,678.5
other,other,New,139.9
other,other,New,111.44
auo,other,New,127.9
samsung,other,New,135.0
other,other,Undefined,303.8
other,black,Undefined,571.5
dell,other,Used,485.8
dell,other,Used,406.2
lenovo,other,Used,452.5
other,other,Open box,747.5
other,other,New,51.0
lenovo,other,Used,422.0
dell,other,Seller refurbished,270.0
other,other,New,41.6
other,other,New,201.4
lg,other,New,95.56
other,other,New,47.38
dell,other,Used,489.5
asus,other,New,94.5
lg,other,New,99.7
other,other,Used,408.2
other,other,For parts or not working,21.98
acer,other,New,66.8
other,other,New,266.8
lg,other,New,124.6
other,other,New,31.33
other,other,Undefined,58.6
other,other,Used,380.5
dell,other,Used,331.2
other,other,Used,5.42
auo,other,New,71.6
dell,other,Used,331.2
lenovo,other,Used,326.5
other,other,Used,41.6
other,other,New,110.5
acer,other,New,46.12
lenovo,other,Used,339.5
other,other,Undefined,38.56
auo,other,New,81.4
dell,other,Used,316.2
other,other,Used,370.0
acer,other,New,91.1
other,other,Used,5.42
other,other,Used,19.19
other,other,New,78.8
other,other,Used,31.45
other,black,Undefined,764.5
dell,other,Used,348.2
other,other,Used,404.0
other,other,New,101.5
other,other,New,90.8
other,other,Seller refurbished,289.0
other,black,Seller refurbished,328.8
dell,other,Used,320.8
asus,other,New,83.1
other,other,Used,15.94
other,other,Used,8.68
other,other,Used,217.0
lg,other,New,78.25
acer,other,Undefined,95.1
lg,other,New,91.56
other,other,Used,125.0
other,black,Seller refurbished,228.5
hp,gray,Used,45.0
other,other,Used,23.88
other,other,Undefined,150.0
other,other,New,636.0
other,black,Used,285.0
other,silver,New,149.0
dell,black,Used,300.0
dell,other,Used,470.0
dell,black,Good - Refurbished,695.0
other,other,Used,94.94
other,other,Used,10.51
asus,blue,Used,70.0
other,other,Undefined,36.88
other,multicolor,Undefined,550.0
samsung,silver,Undefined,99.5
other,brown,Used,2374.0
acer,white,For parts or not working,40.0
lenovo,other,Used,318.0
lenovo,black,Used,695.0
hp,silver,Used,120.0
other,silver,Used,650.0
dell,black,For parts or not working,37.0
other,other,Used,354.2
other,other,Used,9.43
dell,silver,Good - Refurbished,630.0
lenovo,gray,Undefined,149.6
other,other,Used,348.5
other,black,Seller refurbished,353.8
other,other,Used,376.2
lenovo,other,New,44.9
other,other,New,114.44
dell,black,Used,239.8
samsung,other,New,50.25
dell,black,Used,463.8
other,other,Used,7.59
other,other,New,133.0
dell,other,Used,360.0
other,other,Excellent - Refurbished,340.0
lenovo,other,Used,323.2
other,other,Used,336.8
other,black,Seller refurbished,461.8
other,other,New,134.1
other,black,Used,433.8
lenovo,black,Used,603.5
other,other,New,806.5
other,other,Undefined,108.6
other,other,New,127.75
other,other,Undefined,203.6
lenovo,black,Used,551.0
auo,other,New,99.44
other,other,New,80.7
lenovo,black,Used,460.8
other,other,Seller refurbished,547.0
other,other,Used,5.42
dell,other,Used,108.0
hp,black,Used,29.0
lenovo,other,Used,56.0
hp,other,Used,125.0
acer,black,Used,64.94
lenovo,black,Used,550.0
lenovo,black,Used,90.0
lenovo,other,Used,600.0
dell,black,Used,50.0
lenovo,black,Used,46.0
hp,black,Used,120.0
lenovo,black,Used,110.0
hp,silver,New,193.0
microsoft,silver,Used,180.0
hp,other,Used,100.0
microsoft,other,Used,188.0
dell,other,Used,195.0
asus,green,Undefined,299.0
lenovo,black,Used,200.0
lenovo,gray,Undefined,150.0
lenovo,other,Undefined,404.0
lenovo,black,Undefined,30.0
dell,black,Used,159.0
dell,black,Used,57.0
samsung,silver,Undefined,550.0
dell,black,Used,168.0
other,other,Used,64.0
microsoft,silver,Used,124.0
dell,black,Used,130.0
hp,other,Used,130.0
lenovo,black,Used,300.0
lg,gray,For parts or not working,275.0
lenovo,black,Used,225.0
other,other,Used,80.0
dell,other,Used,405.8
other,other,Undefined,44.22
other,other,Used,40.0
other,other,New,53.75
dell,other,Used,411.0
other,other,Used,97.6
hp,silver,Undefined,579.0
other,other,Used,192.6
lenovo,other,Used,390.8
other,other,Undefined,20.61
other,other,Very Good - Refurbished,419.2
dell,black,Undefined,95.94
acer,other,New,97.25
dell,other,Used,286.0
other,other,Used,21.7
other,other,For parts or not working,21.8
other,other,New,101.8
dell,other,Used,416.8
dell,other,Used,280.8
hp,silver,Undefined,120.0
other,other,New,150.8
hp,red,Undefined,300.0
hp,silver,Used,130.0
other,other,New,92.2
other,other,Used,10.85
dell,other,Used,280.8
other,black,Seller refurbished,335.8
dell,black,Used,345.8
other,other,New,60.75
lenovo,other,Open box,95.0
other,black,Seller refurbished,370.2
other,other,Used,783.0
hp,other,New,90.56
other,other,Seller refurbished,434.5
other,other,Seller refurbished,1772.0
other,other,New,110.4
dell,other,Used,370.8
other,other,Used,435.2
other,other,New,59.53
other,other,New,160.2
dell,black,Used,814.5
other,other,Used,522.0
samsung,other,Used,29.84
dell,other,Used,431.2
other,other,New,65.0
other,other,New,52.72
other,other,Used,222.4
other,other,Seller refurbished,177.1
lenovo,other,Seller refurbished,714.0
other,other,Very Good - Refurbished,363.5
dell,other,Used,383.0
lenovo,other,Used,344.8
dell,other,Used,484.0
auo,other,New,97.1
other,other,Very Good - Refurbished,424.0
other,black,Used,573.0
other,other,New,26.7
samsung,other,New,58.75
other,other,Used,9.76
lenovo,other,Used,487.5
other,other,Used,84.2
other,other,New,166.1
dell,other,Used,375.5
other,other,Seller refurbished,647.0
other,other,Used,16.27
other,other,Used,404.0
other,other,Used,428.8
other,other,New,106.9
other,other,New,74.9
other,black,Used,530.0
lenovo,other,Seller refurbished,675.5
other,other,New,3060.0
lenovo,gray,Used,665.5
other,other,Used,489.5
other,other,New,45.6
other,other,Used,317.8
other,other,Used,10.85
other,other,New,33.56
other,other,New,230.0
dell,other,Used,331.0
other,other,Undefined,39.1
other,other,New,90.2
dell,other,Used,396.2
lenovo,other,New,687.0
other,other,Used,754.0
dell,gray,Certified - Refurbished,679.0
other,other,Undefined,81.9
other,other,Open box,379.8
other,other,Used,145.2
other,other,Used,54.75
dell,other,Used,500.5
other,other,Used,389.0
other,other,New,483.2
other,other,Used,19.53
other,black,Seller refurbished,338.2
other,other,Used,263.8
lenovo,other,Used,574.5
other,other,New,125.44
dell,other,Used,416.8
lenovo,black,Used,554.0
other,other,Used,466.2
other,other,New,41.8
dell,other,Used,281.8
other,black,Undefined,203.8
dell,black,Used,335.2
other,other,Used,22.34
other,other,Very Good - Refurbished,734.0
lenovo,black,Undefined,493.2
lenovo,black,Used,471.2
lg,other,New,110.4
other,other,New,165.0
samsung,other,Undefined,178.9
lg,other,New,92.25
samsung,other,Undefined,149.4
other,other,New,127.44
auo,other,New,116.3
dell,other,Used,391.5
dell,other,Used,431.2
other,other,New,303.8
lg,other,New,134.8
dell,other,Used,281.0
dell,other,Used,302.8
other,black,Seller refurbished,432.2
dell,other,Used,182.0
auo,other,New,91.0
hp,other,New,93.4
lg,other,New,92.2
lenovo,other,Used,387.0
other,other,Undefined,105.8
samsung,other,New,102.75
other,other,New,50.7
lg,other,New,116.5
auo,other,New,59.94
other,other,Seller refurbished,2108.0
samsung,other,New,112.4
other,other,New,45.25
other,other,Used,430.0
other,other,Used,177.2
auo,other,New,81.56
lg,other,New,89.9
dell,other,Used,413.0
samsung,other,New,171.1
samsung,other,New,94.5
other,other,Used,658.0
hp,other,New,60.62
dell,other,Seller refurbished,549.0
lenovo,other,Used,394.0
other,black,Used,431.8
other,black,Seller refurbished,341.2
dell,other,Used,421.0
other,black,Used,238.4
other,other,Used,444.0
dell,black,Used,462.5
other,other,Seller refurbished,732.5
lenovo,black,Undefined,521.5
other,other,Used,9.43
lenovo,gray,Used,607.0
other,other,Used,14.1
lg,other,New,115.94
dell,black,Used,226.6
dell,other,Seller refurbished,1363.0
other,other,New,162.5
other,black,Used,387.2
other,other,Used,16.12
auo,other,New,50.6
other,other,New,405.5
lenovo,black,Used,520.5
samsung,other,New,80.7
dell,other,Used,480.5
other,black,Seller refurbished,306.8
dell,other,Used,650.0
lenovo,gray,Used,565.0
other,other,Used,40.12
other,other,New,1051.0
dell,other,Used,485.8
other,black,Used,192.6
dell,black,Used,269.8
other,other,Seller refurbished,2288.0
auo,other,New,65.8
other,other,New,301.5
lenovo,other,Used,460.0
dell,black,Used,416.8
lenovo,black,Undefined,448.5
auo,other,New,59.0
other,other,Used,831.0
lenovo,other,Seller refurbished,538.5
lg,other,New,97.3
other,other,Seller refurbished,518.0
dell,other,Used,532.0
lg,other,New,109.5
lg,other,New,166.5
other,other,Seller refurbished,443.0
other,other,Seller refurbished,488.2
lenovo,other,Seller refurbished,525.5
other,black,Seller refurbished,488.5
dell,other,Used,304.0
other,other,For parts or not working,75.0
other,other,New,81.0
other,other,Seller refurbished,425.0
dell,black,Used,229.8
other,other,New,104.4
other,other,Used,278.2
other,other,New,120.44
other,other,Undefined,64.44
other,black,Seller refurbished,266.0
other,other,Used,43.4
other,other,Undefined,128.1
lenovo,other,New,72.75
microsoft,other,For parts or not working,69.6
hp,black,Used,70.0
lenovo,black,Used,218.5
dell,other,Good - Refurbished,328.0
lenovo,black,Good - Refurbished,230.0
other,black,Undefined,509.5
microsoft,silver,Used,124.0
microsoft,silver,Open box,409.0
dell,black,Very Good - Refurbished,125.94
lenovo,black,For parts or not working,60.0
other,silver,New,636.0
dell,other,New,190.0
hp,gray,Used,89.94
other,green,Used,333.2
lenovo,black,Used,89.0
lenovo,gray,Undefined,949.0
dell,black,Excellent - Refurbished,270.0
hp,silver,Used,180.0
dell,black,Used,399.0
lenovo,gray,New,649.5
hp,silver,New,780.0
asus,blue,New,609.0
lenovo,other,Used,255.0
microsoft,other,Used,188.0
other,black,Used,320.0
other,other,Used,260.0
samsung,blue,Undefined,450.0
dell,other,Used,401.5
dell,other,Used,396.2
other,other,Open box,921.0
lenovo,other,Used,156.1
dell,other,Used,414.8
other,black,Used,169.0
dell,other,Used,363.8
hp,silver,Used,350.0
other,other,Used,129.9
dell,other,Used,24.25
other,other,Good - Refurbished,151.9
hp,other,Undefined,758.0
dell,black,Undefined,388.0
other,black,Seller refurbished,374.2
other,black,Used,204.5
other,other,Excellent - Refurbished,435.8
dell,black,Used,190.0
hp,silver,New,390.0
other,other,Used,8.68
other,other,New,57.3
other,other,Used,332.0
dell,other,Used,388.5
dell,other,Used,502.2
other,other,New,315.2
lenovo,other,New,64.25
lenovo,other,Used,358.5
acer,other,New,49.6
dell,other,Used,286.8
other,other,Seller refurbished,2326.0
auo,other,New,50.72
other,other,Seller refurbished,399.0
lenovo,other,New,60.75
other,other,Used,10.51
lenovo,other,Used,321.0
other,other,Seller refurbished,2128.0
other,other,Seller refurbished,2144.0
dell,other,Used,492.5
auo,other,New,70.06
other,other,Seller refurbished,528.5
other,other,Seller refurbished,2092.0
dell,other,Used,416.8
other,other,New,385.2
dell,black,Used,335.2
other,other,Seller refurbished,2678.0
other,other,Seller refurbished,2144.0
other,other,New,127.56
auo,other,New,54.97
other,other,Seller refurbished,301.5
other,other,New,94.06
dell,other,Used,284.2
dell,other,Used,375.5
other,black,Seller refurbished,374.2
other,other,Very Good - Refurbished,395.0
other,black,Seller refurbished,515.5
other,other,Used,491.0
other,other,Seller refurbished,711.5
other,other,Used,1046.0
other,other,Good - Refurbished,270.2
other,black,Used,477.5
dell,other,Used,292.2
lenovo,other,Used,462.8
other,other,Used,313.8
lg,other,New,93.7
other,other,Seller refurbished,431.8
other,other,For parts or not working,21.6
lenovo,black,Used,502.5
other,other,Used,434.5
lenovo,other,Used,433.8
other,other,Seller refurbished,558.0
other,other,Excellent - Refurbished,474.0
dell,black,Used,331.0
other,other,New,59.84
samsung,other,New,141.4
lenovo,black,Undefined,626.0
other,black,Seller refurbished,349.8
auo,other,Undefined,93.94
other,other,New,125.9
other,other,Used,14.14
lenovo,other,Used,346.0
asus,other,New,84.1
other,other,New,316.8
lenovo,other,Used,322.2
dell,black,Used,345.8
other,black,Seller refurbished,307.0
acer,other,New,70.75
dell,black,Used,430.2
other,other,Used,201.4
other,other,Undefined,95.0
dell,other,Seller refurbished,321.2
other,other,New,70.0
other,other,Used,43.5
dell,black,Used,229.8
lenovo,other,Used,500.0
dell,black,Used,324.8
dell,other,Used,332.2
lg,other,New,94.7
other,other,For parts or not working,22.22
dell,black,Used,294.8
lenovo,other,Seller refurbished,676.0
lenovo,other,Used,489.2
other,other,New,124.56
other,other,Used,486.5
other,other,Used,446.2
dell,black,Used,100.0
other,other,New,371.8
other,other,Used,7.6
other,other,New,205.9
other,other,Very Good - Refurbished,593.5
auo,other,New,55.03
auo,other,New,116.5
other,other,Undefined,155.4
dell,black,Used,344.8
dell,other,Seller refurbished,431.8
other,other,Good - Refurbished,334.2
dell,black,Used,269.8
dell,other,Used,396.8
other,other,Used,294.5
dell,other,Used,384.5
other,other,Used,205.8
other,other,Used,245.2
other,other,Used,218.8
other,other,Good - Refurbished,270.5
samsung,other,New,69.3
hp,other,Used,147.5
other,other,New,109.5
other,other,New,105.5
other,black,Used,441.2
dell,black,Used,325.0
other,other,Used,152.0
asus,other,Used,101.4
other,other,New,42.12
asus,black,Undefined,840.0
other,other,For parts or not working,22.0
dell,black,Used,234.8
other,other,Seller refurbished,314.0
other,other,Good - Refurbished,571.0
other,other,Used,108.5
lenovo,other,Undefined,174.4
dell,black,Used,269.8
dell,other,Used,356.2
other,other,Used,392.8
other,other,New,312.2
other,black,Seller refurbished,364.8
other,other,Used,465.2
other,other,New,41.75
other,other,New,147.1
other,other,New,50.78
other,other,New,88.5
other,other,New,92.56
dell,black,Used,382.5
dell,other,Used,394.0
other,other,Seller refurbished,2182.0
other,other,Seller refurbished,1529.0
auo,other,New,93.75
other,black,Seller refurbished,300.5
other,white,Used,112.5
samsung,other,New,90.44
auo,other,New,55.4
other,other,Used,295.5
other,other,Used,304.2
other,other,Undefined,92.6
other,other,New,93.2
acer,other,For parts or not working,21.8
other,other,New,27.77
other,black,Seller refurbished,342.2
other,other,New,89.9
other,other,New,107.44
other,black,Seller refurbished,326.2
other,other,New,3156.0
other,other,Seller refurbished,608.0
other,other,Used,268.0
dell,black,Used,989.5
other,other,Seller refurbished,640.5
other,other,Seller refurbished,2182.0
lg,other,New,125.94
other,other,Good - Refurbished,319.0
dell,other,Seller refurbished,270.2
dell,black,Used,429.0
other,other,New,162.2
acer,other,New,93.25
dell,black,Used,424.8
hp,other,New,90.94
lenovo,black,Undefined,567.5
