BRAND,COLOR,CONDITIONS,PRICE
dell,black,Used,1014.5
lenovo,black,Used,602.0
other,other,Seller refurbished,414.8
other,other,New,60.84
other,other,New,124.9
other,black,Seller refurbished,372.5
other,other,New,315.2
lenovo,black,Used,751.0
other,other,Seller refurbished,542.0
other,other,Seller refurbished,517.0
other,other,Seller refurbished,607.0
lenovo,other,Used,465.5
lenovo,black,Used,772.5
other,other,Undefined,168.1
dell,black,Used,462.8
other,other,Used,856.5
other,other,Used,805.5
other,other,Undefined,525.0
dell,other,Used,401.8
lenovo,other,Used,465.5
other,black,Seller refurbished,328.8
other,other,New,89.8
other,other,New,112.3
samsung,other,New,127.8
other,other,New,42.2
dell,other,Used,444.5
other,other,New,93.94
lenovo,other,Used,656.5
other,other,Used,334.0
other,other,New,205.1
other,other,New,141.5
other,other,Seller refurbished,707.5
other,other,Used,336.2
dell,black,For parts or not working,129.6
other,other,Undefined,58.97
dell,other,Seller refurbished,334.5
lg,other,New,94.0
lenovo,other,Used,323.0
dell,other,Used,280.0
hp,other,New,119.06
other,other,For parts or not working,22.0
lg,other,New,90.44
dell,other,Used,499.0
other,other,New,87.56
other,other,New,49.62
other,other,Undefined,82.2
auo,other,New,69.25
dell,other,Used,463.2
lg,other,New,95.3
lenovo,other,Used,427.2
other,other,New,104.6
other,other,Used,264.2
auo,other,New,75.2
other,other,Undefined,205.2
auo,other,New,61.12
dell,black,Used,451.5
dell,other,Used,339.8
acer,other,For parts or not working,27.77
other,other,Used,329.8
dell,other,Seller refurbished,469.0
other,other,Used,206.1
other,other,Good - Refurbished,258.2
dell,other,Used,444.5
lenovo,black,Used,636.5
other,other,Seller refurbished,226.9
other,other,Seller refurbished,628.0
lenovo,black,Undefined,584.5
other,other,Used,157.2
other,other,Undefined,105.0
other,black,Seller refurbished,341.5
other,other,Seller refurbished,523.5
other,other,New,475.8
other,other,Undefined,50.78
lenovo,black,Used,462.8
dell,other,Used,335.8
other,other,Seller refurbished,541.0
other,black,Used,473.8
other,other,New,100.0
lg,other,New,69.75
other,black,Seller refurbished,303.8
other,other,New,463.5
other,other,Seller refurbished,818.0
lenovo,other,Used,433.5
dell,other,Used,437.2
dell,black,Used,424.8
lg,other,New,93.44
dell,other,Used,423.5
other,black,Seller refurbished,355.0
lg,other,New,132.8
other,other,New,133.1
auo,other,New,74.56
lenovo,other,Used,454.0
other,other,New,131.6
other,other,New,109.9
other,other,New,71.25
dell,other,Used,427.0
other,other,Used,405.2
other,black,Used,564.5
other,other,Undefined,86.3
other,other,Used,346.2
other,black,Used,397.8
auo,other,New,71.44
lg,other,New,127.8
dell,other,Used,345.2
dell,other,Used,422.8
dell,other,New,72.0
other,black,Seller refurbished,591.0
other,other,New,86.75
other,other,Used,445.8
other,black,Seller refurbished,633.0
other,other,New,314.8
other,other,Seller refurbished,278.8
lenovo,black,Used,519.5
other,other,Seller refurbished,396.0
other,other,Seller refurbished,552.5
other,other,Used,10.85
other,gray,Used,412.0
other,other,Seller refurbished,458.8
lenovo,other,Used,497.2
dell,other,Seller refurbished,321.2
other,other,Seller refurbished,512.5
lenovo,black,Used,458.0
dell,gray,Used,462.8
dell,black,Used,378.5
other,other,New,378.5
other,other,Used,466.8
other,other,Used,204.5
dell,black,Used,379.2
other,other,Used,487.2
lenovo,gray,Used,538.5
other,other,Seller refurbished,2326.0
other,other,Used,571.5
other,other,New,90.75
lenovo,other,Undefined,453.8
other,other,Used,453.8
lenovo,black,Used,590.0
dell,black,Used,110.0
lenovo,black,Used,458.0
dell,black,Used,284.8
other,other,New,265.8
other,other,New,317.8
other,other,New,110.0
lenovo,other,Used,578.0
lenovo,black,Used,619.0
other,other,Undefined,121.6
other,other,New,78.1
other,other,Good - Refurbished,282.5
dell,other,Used,299.8
dell,black,Used,377.2
dell,black,Used,414.2
dell,other,Used,534.0
lenovo,black,Used,200.0
dell,silver,Used,775.5
other,other,Used,11.94
other,other,Seller refurbished,216.0
other,other,New,123.5
lenovo,other,Used,442.8
lenovo,black,Used,519.0
other,other,New,112.44
lg,other,Undefined,92.6
other,other,Used,304.5
dell,other,Used,282.8
lg,other,New,92.9
dell,other,Used,494.2
acer,other,For parts or not working,21.88
other,other,New,140.2
other,other,Undefined,163.5
lenovo,gray,Used,624.0
other,other,Used,473.8
other,other,Used,470.5
other,other,Seller refurbished,358.5
dell,other,Used,281.2
other,other,New,57.88
other,other,Very Good - Refurbished,319.0
acer,other,New,64.9
lenovo,gray,Used,565.0
other,other,Used,1717.0
other,other,Seller refurbished,960.0
acer,other,For parts or not working,21.64
other,other,Seller refurbished,996.5
dell,other,Used,390.0
other,other,Good - Refurbished,389.0
other,black,Used,307.0
dell,other,Used,396.8
auo,other,New,95.56
lenovo,other,Used,188.8
auo,other,New,114.5
other,other,Seller refurbished,242.5
other,other,Undefined,650.5
other,other,New,324.5
other,other,Seller refurbished,1758.0
other,other,Seller refurbished,394.8
other,other,New,161.9
other,other,Seller refurbished,461.8
other,other,Seller refurbished,506.8
dell,other,Used,80.0
acer,silver,Open box,60.0
samsung,black,Used,47.0
microsoft,other,Used,107.56
lenovo,black,Used,100.0
lenovo,black,Used,99.94
dell,other,Used,450.0
microsoft,silver,Used,175.0
other,other,Used,593.0
dell,black,Used,140.0
microsoft,other,For parts or not working,69.6
dell,black,Excellent - Refurbished,335.0
dell,other,Used,79.0
hp,other,For parts or not working,39.97
hp,grey,Used,49.0
dell,other,Used,73.0
dell,silver,Used,149.0
other,black,New,2378.0
dell,other,For parts or not working,22.55
lenovo,black,New,500.0
asus,black,Used,70.0
lg,black,Undefined,990.0
acer,gray,Used,230.0
acer,other,Used,118.1
lenovo,gray,Used,320.0
dell,other,Used,75.0
other,other,Used,100.0
hp,other,Used,75.0
other,other,Good - Refurbished,164.5
dell,gray,Undefined,350.0
dell,other,Used,399.0
hp,gray,Used,100.0
hp,silver,Undefined,200.0
dell,black,Used,115.0
dell,black,Used,399.0
microsoft,silver,Used,93.0
dell,other,For parts or not working,16.3
hp,black,Used,180.0
dell,gray,For parts or not working,70.0
microsoft,other,Very Good - Refurbished,725.0
dell,black,Used,29.89
acer,gray,Undefined,38.0
hp,other,Used,184.1
hp,purple,Used,157.8
other,other,Used,396.0
lenovo,other,New,74.3
asus,other,New,74.44
lg,other,New,109.9
other,other,Seller refurbished,574.5
auo,other,New,89.8
samsung,other,New,135.5
acer,other,For parts or not working,22.22
other,other,New,20.44
other,other,Used,204.5
lenovo,other,Used,376.0
other,other,Undefined,104.7
auo,other,New,93.9
dell,other,Used,433.0
other,other,New,254.2
samsung,other,Undefined,59.2
other,other,Used,184.5
other,gray,New,225.0
lenovo,other,Used,419.5
dell,other,Seller refurbished,334.0
other,other,New,56.56
other,other,Undefined,105.44
samsung,other,New,114.5
other,other,New,101.94
other,other,New,91.9
dell,other,Used,314.5
other,other,Undefined,107.6
other,black,Seller refurbished,2680.0
samsung,other,New,89.8
dell,black,Used,462.8
other,other,New,85.4
dell,other,Used,414.8
other,other,Seller refurbished,1533.0
other,other,Used,770.5
dell,other,Seller refurbished,580.5
dell,black,Used,339.5
other,other,Undefined,82.8
other,black,Seller refurbished,247.4
other,other,Used,548.5
other,black,Seller refurbished,494.8
other,other,Seller refurbished,511.2
other,other,Seller refurbished,227.8
dell,black,Used,511.8
other,other,New,113.6
other,other,Seller refurbished,375.8
lenovo,other,Used,483.0
other,other,New,43.25
other,other,Seller refurbished,778.5
other,other,Undefined,440.2
other,other,Used,429.0
dell,other,Used,444.2
other,other,Used,537.5
auo,other,New,115.7
lenovo,black,Used,572.0
lenovo,black,Used,571.0
other,other,Seller refurbished,777.5
dell,black,Used,377.2
other,other,New,589.0
other,black,New,225.0
other,other,Used,274.5
other,other,Used,442.8
other,other,Used,514.5
other,other,For parts or not working,21.88
other,black,Seller refurbished,536.5
lenovo,gray,Used,829.5
other,other,Seller refurbished,739.5
other,other,Used,158.6
dell,other,Used,370.5
other,other,Seller refurbished,842.5
other,other,New,203.0
other,other,Seller refurbished,968.0
other,other,New,203.1
other,other,Seller refurbished,1093.0
samsung,other,Undefined,114.5
dell,black,Used,545.0
other,other,Used,198.6
other,black,Seller refurbished,339.0
other,other,Used,360.5
other,black,Seller refurbished,593.0
other,other,Seller refurbished,303.8
lenovo,black,Used,613.5
other,black,Used,406.0
other,other,Used,371.8
other,other,Seller refurbished,559.0
other,other,New,766.5
dell,black,Used,313.8
dell,black,Used,451.5
other,other,Seller refurbished,335.8
other,other,Seller refurbished,463.5
dell,other,Used,641.5
other,other,Used,436.0
other,other,Seller refurbished,633.0
other,other,New,117.06
lenovo,other,Used,580.5
other,other,Seller refurbished,645.5
other,other,Seller refurbished,1666.0
other,other,Used,820.5
other,other,Used,845.5
other,other,Used,182.2
dell,other,Seller refurbished,439.0
other,other,Seller refurbished,341.5
other,other,Used,896.0
other,other,Undefined,98.4
other,other,Seller refurbished,1748.0
other,other,New,66.56
dell,black,Used,380.2
other,other,New,3860.0
other,silver,New,289.0
samsung,silver,Used,48.0
microsoft,other,Used,56.94
dell,black,Used,93.0
microsoft,silver,New,699.0
dell,black,Used,235.0
dell,black,Used,188.0
lenovo,black,Used,52.0
other,other,Used,152.2
hp,other,Used,55.0
lenovo,black,Used,420.0
samsung,black,Used,40.47
dell,silver,Used,89.0
hp,blue,Open box,100.0
hp,silver,Used,172.0
lenovo,black,Very Good - Refurbished,268.0
microsoft,silver,Used,259.8
dell,gray,Used,879.0
other,black,New,919.0
hp,silver,Open box,450.0
lenovo,gray,Used,60.0
dell,black,Used,885.0
dell,other,Open box,629.0
dell,black,Used,140.0
lenovo,black,Used,145.0
dell,other,Used,323.0
lenovo,black,Open box,210.0
hp,other,For parts or not working,120.0
dell,black,Excellent - Refurbished,240.0
dell,other,Used,190.8
lenovo,black,Used,230.0
lenovo,beige,Used,215.0
acer,other,Used,79.1
dell,black,New,599.0
other,black,New,320.0
hp,silver,Used,226.5
dell,other,Excellent - Refurbished,599.0
acer,other,Used,105.06
dell,black,For parts or not working,31.95
dell,silver,Used,75.0
lenovo,black,Used,189.0
dell,other,Very Good - Refurbished,180.5
lenovo,other,Good - Refurbished,198.0
hp,other,Undefined,686.0
lenovo,other,Used,164.2
acer,silver,Undefined,249.0
hp,gray,Used,50.0
hp,other,Used,48.0
acer,silver,Used,190.0
dell,other,Used,100.0
samsung,silver,Undefined,150.0
samsung,black,For parts or not working,20.97
lenovo,other,Used,198.0
dell,black,Very Good - Refurbished,1330.0
dell,black,Excellent - Refurbished,1050.0
lenovo,black,Undefined,135.9
dell,black,Used,140.0
other,other,Used,110.0
lenovo,other,Used,144.5
hp,other,Undefined,329.2
hp,silver,Used,153.0
dell,black,Undefined,399.0
dell,black,New,899.0
microsoft,black,Used,510.0
lenovo,black,Excellent - Refurbished,420.0
hp,other,Used,115.6
dell,other,Used,97.7
dell,black,Used,160.0
dell,black,Undefined,400.0
hp,silver,Undefined,399.0
acer,black,New,629.0
hp,silver,Excellent - Refurbished,839.5
dell,black,Used,130.0
lenovo,silver,Undefined,550.0
dell,gray,Used,350.0
hp,other,Used,85.0
other,other,Used,139.5
microsoft,other,Used,120.0
samsung,silver,Used,29.0
acer,black,Used,58.0
hp,silver,Undefined,548.0
hp,silver,Used,525.0
lenovo,grey,New,338.8
lenovo,black,Used,300.0
hp,pink,Used,167.8
microsoft,silver,Used,150.0
lenovo,black,Used,190.0
dell,black,Good - Refurbished,330.0
other,gray,Used,40.0
other,other,Used,77.0
acer,other,Used,37.0
dell,silver,Used,650.0
hp,other,Used,88.94
lenovo,black,Used,35.0
hp,other,Used,65.94
samsung,black,Used,53.0
dell,black,Undefined,10.99
hp,black,Used,37.94
lenovo,black,Used,125.0
dell,silver,Open box,325.0
lenovo,gray,Open box,616.5
dell,other,Good - Refurbished,95.0
dell,black,Excellent - Refurbished,280.0
hp,other,Undefined,184.1
samsung,silver,Undefined,25.9
dell,black,Excellent - Refurbished,240.0
dell,other,Used,97.0
hp,silver,New,780.0
asus,silver,New,699.0
lenovo,black,Undefined,16.0
dell,other,Good - Refurbished,119.0
dell,other,Used,190.0
other,other,Undefined,80.0
samsung,red,Used,350.0
hp,other,Used,89.0
hp,black,Used,45.88
lenovo,other,Used,109.0
other,other,Very Good - Refurbished,216.5
dell,black,Used,170.9
lenovo,blue,Undefined,190.0
lenovo,black,Very Good - Refurbished,339.0
acer,black,New,629.0
dell,black,New,300.0
asus,other,Used,130.0
dell,other,Very Good - Refurbished,131.2
other,black,Undefined,140.0
dell,black,Very Good - Refurbished,307.0
hp,black,Very Good - Refurbished,299.0
dell,silver,New,825.0
dell,black,Used,449.0
dell,other,Used,95.0
hp,silver,Very Good - Refurbished,198.0
dell,other,For parts or not working,49.94
dell,black,Good - Refurbished,135.0
lenovo,black,Used,299.0
dell,black,Used,363.0
dell,black,Used,200.0
dell,other,Used,140.0
dell,black,Good - Refurbished,297.0
lenovo,black,Very Good - Refurbished,282.0
lenovo,black,Good - Refurbished,225.0
hp,other,New,800.0
dell,black,Used,245.0
lenovo,black,Very Good - Refurbished,585.0
dell,other,Very Good - Refurbished,170.0
hp,other,Used,494.2
dell,black,Used,400.0
hp,silver,New,439.0
dell,black,Undefined,479.0
dell,black,Used,33.94
other,black,Used,250.0
dell,silver,Used,388.0
dell,other,New,410.0
other,white,Undefined,499.0
other,gray,New,300.0
hp,multicolor,Used,85.0
other,other,Used,461.2
hp,white,Used,110.94
dell,other,Used,56.0
hp,silver,Used,135.0
dell,other,Used,464.5
other,other,Excellent - Refurbished,195.6
lenovo,black,Used,170.0
other,other,Used,290.0
hp,other,Used,395.0
hp,gray,Used,49.94
other,other,For parts or not working,84.5
dell,black,New,930.0
dell,black,Very Good - Refurbished,171.0
lenovo,black,Used,35.0
hp,black,Certified - Refurbished,949.5
dell,other,Excellent - Refurbished,330.0
microsoft,black,Very Good - Refurbished,900.0
dell,black,Used,329.5
samsung,silver,Undefined,159.0
other,other,New,5.55
hp,silver,New,330.0
other,other,For parts or not working,32.53
dell,black,Used,225.0
lenovo,black,Used,200.0
lenovo,gray,Open box,616.5
other,gray,New,324.0
other,other,Used,162.0
lenovo,black,Used,154.0
hp,silver,Undefined,380.0
dell,multicolor,Used,80.0
dell,silver,Used,800.0
hp,silver,Undefined,170.0
dell,other,Used,245.0
lenovo,other,Used,39.94
hp,black,Used,58.0
lenovo,gray,Undefined,780.0
lenovo,black,Used,400.0
hp,black,Used,35.0
dell,black,Used,300.0
hp,silver,Undefined,139.0
dell,other,Excellent - Refurbished,400.0
hp,other,Very Good - Refurbished,239.5
other,other,Used,169.0
dell,black,Used,189.0
dell,black,Very Good - Refurbished,358.0
dell,black,Very Good - Refurbished,290.0
dell,black,Very Good - Refurbished,326.0
lenovo,other,Excellent - Refurbished,200.0
lenovo,blue,New,289.0
lenovo,black,Excellent - Refurbished,280.0
hp,silver,For parts or not working,180.0
dell,black,Used,49.5
dell,black,Very Good - Refurbished,325.0
microsoft,other,Undefined,388.8
lenovo,blue,Open box,594.5
dell,black,Very Good - Refurbished,325.0
other,gray,New,160.0
dell,black,Used,130.0
dell,black,Used,185.0
lenovo,black,Used,199.0
dell,silver,Certified - Refurbished,729.0
lenovo,black,Undefined,160.0
microsoft,silver,Undefined,230.0
lenovo,other,Good - Refurbished,62.5
dell,black,Very Good - Refurbished,325.0
lenovo,black,Used,48.0
hp,silver,Undefined,550.0
lenovo,other,Very Good - Refurbished,151.1
lenovo,black,For parts or not working,230.0
other,other,Used,151.8
hp,gray,Used,150.0
dell,black,Used,225.0
other,gray,New,202.5
hp,other,Used,62.0
dell,silver,Undefined,700.0
other,other,Used,230.0
lenovo,gray,Undefined,900.0
acer,silver,Undefined,53.0
other,other,Used,177.1
hp,other,For parts or not working,200.0
dell,black,Very Good - Refurbished,430.0
hp,other,Good - Refurbished,75.0
microsoft,other,Used,90.0
dell,other,Used,599.0
other,other,Undefined,525.0
asus,blue,Undefined,495.0
lenovo,black,Used,100.0
acer,black,Undefined,650.0
hp,silver,Very Good - Refurbished,365.0
dell,black,Very Good - Refurbished,455.0
dell,other,Very Good - Refurbished,210.5
microsoft,other,Used,400.0
other,black,New,362.5
dell,other,For parts or not working,36.88
dell,silver,Good - Refurbished,749.0
dell,black,Used,200.0
asus,other,Used,254.0
samsung,multicolor,Undefined,90.0
other,other,New,169.0
dell,gray,Used,40.0
other,other,Used,151.1
lenovo,black,Used,209.0
dell,silver,Used,124.9
dell,other,Good - Refurbished,89.9
lenovo,other,Used,219.0
other,other,Undefined,216.4
lenovo,gray,Undefined,700.0
samsung,silver,Used,28.16
hp,silver,New,699.0
other,other,Used,760.0
other,silver,Used,349.0
samsung,silver,Open box,264.0
lenovo,gray,Used,335.0
lenovo,black,New,379.0
other,other,Used,170.5
hp,silver,Used,135.0
lenovo,gray,Undefined,65.0
hp,silver,New,736.0
other,other,Used,685.0
other,other,For parts or not working,10.49
other,blue,Used,333.2
other,black,Used,250.0
dell,other,Excellent - Refurbished,689.0
hp,silver,Open box,350.0
dell,other,Used,120.9
lenovo,black,Used,149.0
hp,gray,Used,39.0
lenovo,black,Used,98.0
other,gray,New,193.0
other,other,Used,200.0
hp,silver,Used,645.0
dell,black,Used,440.0
microsoft,silver,Open box,563.0
lenovo,blue,Used,150.0
lenovo,other,Very Good - Refurbished,160.0
lenovo,gray,Undefined,259.0
other,silver,New,695.0
hp,other,Used,170.0
hp,silver,Good - Refurbished,265.5
lenovo,black,Used,249.0
lenovo,other,Excellent - Refurbished,380.0
other,green,Used,350.0
hp,other,Used,908.5
dell,black,Undefined,329.0
dell,black,Very Good - Refurbished,200.0
asus,blue,Open box,159.0
lenovo,blue,Undefined,220.0
dell,other,Used,75.0
dell,gray,Undefined,599.0
microsoft,brown,Undefined,529.0
asus,other,For parts or not working,275.0
dell,other,Excellent - Refurbished,679.0
dell,gray,Used,140.0
hp,silver,Very Good - Refurbished,495.0
dell,black,Undefined,110.0
lenovo,black,Undefined,45.0
hp,green,Certified - Refurbished,389.5
other,black,Used,893.0
microsoft,silver,Undefined,680.0
lenovo,blue,Open box,129.0
lenovo,other,Used,234.9
dell,other,Used,99.94
other,other,Used,100.0
dell,black,Used,265.0
lenovo,grey,New,330.0
lenovo,other,Used,164.2
lenovo,gray,Very Good - Refurbished,79.0
lenovo,other,Used,99.0
other,black,New,3900.0
lenovo,other,Used,229.0
lenovo,other,Very Good - Refurbished,197.2
other,other,Very Good - Refurbished,263.2
other,other,Good - Refurbished,113.9
lenovo,other,Very Good - Refurbished,160.0
other,other,Used,348.0
other,other,Very Good - Refurbished,130.5
other,other,Undefined,598.0
hp,other,Used,303.8
other,gray,New,400.0
other,other,Undefined,310.0
other,other,Used,119.6
other,silver,Used,130.0
other,other,Used,160.2
hp,gray,Used,130.0
other,other,Used,170.9
other,other,Used,94.94
other,other,Used,56.94
dell,other,New,599.0
lenovo,black,Used,80.0
hp,black,Used,1200.0
samsung,red,Used,350.0
dell,black,New,339.0
microsoft,silver,Used,175.0
dell,blue,Undefined,875.0
dell,black,Used,360.0
dell,other,For parts or not working,29.0
acer,other,Used,103.3
acer,silver,New,240.0
dell,other,New,2088.0
dell,black,Used,139.0
hp,gold,New,559.0
hp,gray,Good - Refurbished,380.0
lenovo,silver,Used,50.0
acer,other,Used,105.06
lenovo,black,Used,175.0
dell,black,Used,200.0
other,other,Undefined,75.75
hp,silver,Used,285.0
microsoft,black,Used,520.0
acer,other,Used,79.1
dell,other,Very Good - Refurbished,230.2
lenovo,black,Used,239.0
hp,silver,Used,153.0
dell,black,Used,140.0
dell,black,Used,160.0
lenovo,other,Good - Refurbished,198.0
hp,other,Open box,500.0
dell,other,Used,200.0
dell,black,For parts or not working,70.0
hp,silver,New,599.0
dell,black,Used,200.0
dell,silver,Excellent - Refurbished,1800.0
dell,other,Used,50.0
hp,blue,Undefined,180.0
other,other,New,119.0
lenovo,gray,Undefined,199.9
other,other,Very Good - Refurbished,916.0
dell,other,Used,49.0
lenovo,black,Undefined,1010.0
microsoft,silver,Undefined,119.94
other,other,Used,760.0
lenovo,black,For parts or not working,169.9
lenovo,black,Very Good - Refurbished,199.0
hp,silver,New,360.0
hp,other,Used,199.0
dell,black,Very Good - Refurbished,362.0
other,other,Used,544.0
lenovo,black,Used,149.0
lenovo,black,Undefined,140.0
asus,black,Used,380.0
hp,gray,Used,39.0
dell,black,Very Good - Refurbished,205.0
hp,other,Used,170.0
dell,silver,New,825.0
dell,black,Used,449.0
hp,silver,Very Good - Refurbished,198.0
dell,black,Good - Refurbished,135.0
hp,silver,Good - Refurbished,265.5
lenovo,black,Used,299.0
dell,black,Good - Refurbished,297.0
dell,black,Used,363.0
other,other,For parts or not working,50.0
lenovo,black,Very Good - Refurbished,585.0
dell,black,Used,150.0
hp,black,Excellent - Refurbished,350.0
hp,silver,Used,199.0
lenovo,other,Good - Refurbished,184.5
dell,black,Used,45.0
hp,silver,Undefined,680.0
other,multicolor,Used,50.0
lenovo,gray,Undefined,450.0
other,other,Used,326.2
acer,other,Used,89.94
dell,other,Used,137.0
lenovo,gray,Undefined,280.0
other,other,Used,208.8
dell,silver,Used,175.0
lenovo,black,Used,42.0
lenovo,silver,Used,123.0
dell,other,Used,100.0
dell,silver,Used,135.0
hp,white,Undefined,88.0
dell,other,New,160.0
dell,black,Used,68.0
hp,silver,Undefined,355.0
dell,black,New,999.0
lenovo,other,New,300.0
dell,black,For parts or not working,29.98
other,other,Used,380.8
other,other,Undefined,165.0
lenovo,gray,Undefined,535.0
lenovo,other,Used,24.98
hp,black,Used,50.0
lenovo,gray,Used,600.0
dell,black,Open box,980.0
lenovo,black,Used,180.0
hp,silver,Used,40.0
other,other,New,199.0
hp,silver,Used,199.9
other,black,Excellent - Refurbished,350.0
other,black,Undefined,550.0
lenovo,black,Good - Refurbished,69.0
dell,other,Used,250.0
dell,other,Used,169.0
lenovo,black,Used,100.0
hp,silver,Certified - Refurbished,629.5
dell,grey,Very Good - Refurbished,200.0
hp,black,Used,147.0
lenovo,other,Used,164.2
lenovo,black,Used,844.0
dell,black,Used,170.0
other,other,Used,135.0
hp,other,Used,580.0
lenovo,gray,Certified - Refurbished,200.0
hp,silver,Open box,377.5
dell,silver,Used,135.0
lenovo,black,Undefined,260.0
dell,gray,Used,237.5
other,other,Used,216.4
other,other,Used,221.8
lenovo,black,Used,176.0
other,silver,New,835.0
dell,black,Used,175.0
acer,other,Used,200.0
hp,blue,Undefined,15.88
dell,other,Used,263.2
microsoft,other,Used,478.5
acer,black,Used,55.0
acer,gray,Undefined,230.0
dell,gray,Excellent - Refurbished,800.0
lenovo,other,Used,176.0
dell,black,Undefined,75.0
dell,other,Used,140.0
other,other,For parts or not working,147.6
dell,other,Used,200.0
hp,silver,New,398.0
other,other,Very Good - Refurbished,164.2
lenovo,black,Used,50.0
lenovo,black,Used,145.0
asus,black,Used,172.0
lenovo,black,Used,190.0
lenovo,black,Excellent - Refurbished,66.5
hp,black,Excellent - Refurbished,950.0
hp,silver,Used,400.0
lenovo,black,Used,180.0
dell,other,Used,130.0
hp,silver,Used,300.0
hp,silver,Used,140.0
samsung,other,New,170.0
asus,other,Used,250.0
dell,other,Used,300.0
dell,black,Very Good - Refurbished,279.0
dell,other,Used,421.0
dell,silver,Used,475.0
lenovo,black,Used,58.0
hp,other,Very Good - Refurbished,276.5
lenovo,black,Used,39.94
dell,black,Used,155.0
other,other,Used,411.2
microsoft,other,Certified - Refurbished,469.0
hp,gray,New,650.0
other,other,Good - Refurbished,170.0
hp,white,Used,45.0
lenovo,black,Very Good - Refurbished,360.0
hp,silver,Used,250.0
other,black,Undefined,270.0
dell,black,Used,279.0
other,silver,New,198.0
asus,grey,New,200.0
lenovo,black,Used,51.0
dell,black,Excellent - Refurbished,1450.0
dell,other,Very Good - Refurbished,280.0
hp,yellow,Used,129.8
dell,orange,Used,159.8
hp,silver,New,330.0
lenovo,other,Open box,580.0
dell,other,New,168.6
dell,silver,Undefined,319.0
hp,silver,Excellent - Refurbished,570.0
dell,black,Used,41.0
dell,black,Used,141.0
dell,silver,New,960.0
hp,gray,Used,35.94
dell,black,Used,180.0
dell,other,Used,149.0
lenovo,black,Used,114.94
dell,other,Used,320.0
dell,other,Good - Refurbished,252.0
dell,other,Used,369.0
lenovo,other,Used,219.0
dell,black,For parts or not working,230.0
dell,gray,Good - Refurbished,220.0
lenovo,black,Very Good - Refurbished,370.0
dell,silver,Undefined,929.0
lenovo,other,Used,419.0
dell,black,Used,450.0
dell,other,Used,180.5
other,other,Used,467.8
lenovo,black,Used,200.0
lenovo,black,Used,130.0
lenovo,black,Undefined,300.0
microsoft,silver,Used,148.0
hp,black,Undefined,70.0
lenovo,black,Very Good - Refurbished,299.0
dell,black,Undefined,65.0
lenovo,multicolor,For parts or not working,87.0
lenovo,other,Used,82.44
other,other,Used,216.0
hp,gray,Used,99.94
lenovo,other,Good - Refurbished,184.5
lenovo,black,Used,225.0
lenovo,black,Undefined,37.0
dell,black,Used,290.0
other,other,New,438.0
samsung,gray,Undefined,400.0
dell,black,Used,170.9
hp,black,Used,250.0
lenovo,brown,Used,139.0
hp,black,Used,70.0
other,black,Undefined,540.0
hp,red,Undefined,170.0
lenovo,other,Used,189.0
dell,black,Undefined,100.0
lenovo,black,Used,55.0
hp,silver,Used,120.0
dell,silver,Used,89.0
lenovo,black,Used,204.0
other,silver,Used,253.1
other,gray,New,200.0
dell,black,Used,180.0
asus,blue,Undefined,520.0
acer,black,Very Good - Refurbished,60.0
acer,black,Undefined,60.0
dell,black,Undefined,159.0
samsung,silver,Undefined,89.94
dell,other,Used,118.0
hp,silver,Very Good - Refurbished,180.0
dell,black,Very Good - Refurbished,310.0
other,other,Used,126.0
lenovo,other,Undefined,727.5
other,other,Used,258.0
lg,gray,Undefined,649.0
hp,brown,Used,55.0
lenovo,black,Used,230.0
lenovo,black,Excellent - Refurbished,740.0
dell,other,Used,599.0
lenovo,black,Excellent - Refurbished,280.0
lenovo,gray,Undefined,655.0
other,gray,New,187.9
dell,other,Good - Refurbished,199.0
dell,multicolor,Good - Refurbished,95.0
dell,black,Used,150.0
hp,silver,New,370.0
dell,black,Used,80.0
lenovo,other,New,250.2
other,other,Used,177.1
acer,silver,New,399.0
hp,black,Used,59.94
hp,silver,Very Good - Refurbished,599.0
microsoft,platinum,Undefined,355.0
dell,black,Used,150.0
dell,black,Used,199.0
acer,black,Excellent - Refurbished,80.0
dell,black,Very Good - Refurbished,369.0
other,silver,Very Good - Refurbished,495.0
hp,black,Used,56.0
dell,gray,Used,284.0
hp,black,Used,120.0
dell,other,Very Good - Refurbished,280.0
lenovo,black,Used,105.0
other,multicolor,Used,380.0
dell,black,New,750.0
other,silver,New,300.0
samsung,silver,Used,50.0
dell,black,Undefined,98.0
other,other,Used,100.0
lenovo,other,Very Good - Refurbished,309.5
acer,black,Used,40.0
hp,black,Used,65.0
dell,black,Used,229.0
lenovo,black,Used,42.0
dell,black,Used,350.0
lenovo,other,New,660.0
dell,other,Very Good - Refurbished,368.0
other,other,Used,400.0
hp,other,Used,79.0
hp,black,Used,50.0
other,gray,Used,24.98
hp,gray,Used,200.0
dell,black,Undefined,230.0
lenovo,black,Open box,110.0
hp,other,Used,225.0
dell,black,Used,105.0
other,other,Used,80.0
acer,black,Used,35.0
dell,other,Used,170.9
hp,other,Used,48.47
lenovo,black,Used,85.0
samsung,black,Used,130.0
lenovo,other,Used,382.0
asus,blue,Undefined,349.0
hp,silver,Used,325.0
lenovo,black,Used,305.0
other,other,Open box,1414.0
dell,black,Used,103.4
lenovo,black,Used,299.0
lenovo,gray,Used,490.0
dell,gray,Used,234.5
dell,black,Used,480.0
other,other,Undefined,1413.0
lenovo,gray,Undefined,381.0
other,other,Used,139.5
acer,black,Used,72.0
dell,other,Used,307.2
