,SCREEN_ID,SCREEN_SIZE_INCH,COLOR,WIDTH_DISPLAY,HEIGHT_DISPLAY,DISPLAY,WEBCAM(BUILT-IN)
2541,S2541,14.0,blue,1920.0,1080.0,NO,NO
2542,S2542,15.6,silver,1920.0,1080.0,NO,NO
2543,S2543,10.8,other,1920.0,1080.0,NO,YES
2544,S2544,15.6,silver,1920.0,1080.0,NO,NO
2545,S2545,14.0,other,1280.0,720.0,NO,NO
2546,S2546,14.0,black,1920.0,1080.0,NO,YES
2547,S2547,14.0,other,1366.0,768.0,NO,NO
2548,S2548,15.6,silver,1920.0,1080.0,YES,YES
2549,S2549,15.6,black,1920.0,1080.0,NO,YES
2550,S2550,14.0,other,1280.0,720.0,NO,YES
2551,S2551,8.43,other,1920.0,1080.0,NO,NO
2552,S2552,14.0,other,1920.0,1080.0,NO,NO
2553,S2553,8.43,other,1920.0,1080.0,NO,NO
2554,S2554,15.6,silver,1920.0,1080.0,NO,NO
2555,S2555,11.6,other,1920.0,1080.0,YES,YES
2556,S2556,14.0,other,1920.0,1080.0,NO,NO
2557,S2557,14.0,other,1280.0,720.0,NO,YES
2558,S2558,14.0,silver,1366.0,768.0,NO,NO
2559,S2559,17.3,other,1920.0,1080.0,NO,YES
2560,S2560,14.0,silver,1920.0,1080.0,NO,NO
2561,S2561,15.6,multicolor,1920.0,1080.0,NO,YES
2562,S2562,15.6,other,1920.0,1080.0,YES,YES
2563,S2563,11.6,gray,1366.0,768.0,NO,NO
2564,S2564,17.3,gray,1900.0,600.0,NO,YES
2565,S2565,14.0,other,1280.0,720.0,YES,YES
2566,S2566,12.5,other,1920.0,1080.0,NO,NO
2567,S2567,11.6,black,1366.0,768.0,NO,YES
2568,S2568,10.1,other,1920.0,1080.0,NO,YES
2569,S2569,14.0,silver,1920.0,1080.0,NO,NO
2570,S2570,15.6,gray,1920.0,1080.0,YES,YES
2571,S2571,14.0,silver,1920.0,1080.0,NO,YES
2572,S2572,14.0,other,1920.0,1080.0,NO,YES
2573,S2573,13.3,black,1920.0,1080.0,NO,NO
2574,S2574,11.6,other,1920.0,1080.0,NO,YES
2575,S2575,11.6,black,1920.0,1080.0,NO,NO
2576,S2576,17.3,silver,1920.0,1080.0,NO,NO
2577,S2577,14.0,black,1920.0,1080.0,NO,YES
2578,S2578,14.0,black,1920.0,1080.0,NO,YES
2579,S2579,17.3,gray,1920.0,1080.0,NO,YES
2580,S2580,14.0,other,1280.0,720.0,NO,YES
2581,S2581,8.43,other,1920.0,1080.0,NO,NO
2582,S2582,15.6,other,1920.0,1080.0,NO,NO
2583,S2583,8.43,silver,1920.0,1080.0,NO,NO
2584,S2584,14.1,black,1920.0,1080.0,NO,YES
2585,S2585,14.0,other,1920.0,1080.0,NO,NO
2586,S2586,15.4,other,1920.0,1080.0,NO,NO
2587,S2587,15.6,other,1920.0,1080.0,NO,NO
2588,S2588,14.0,other,1920.0,1080.0,NO,YES
2589,S2589,15.5,other,1920.0,1080.0,YES,YES
2590,S2590,14.0,gray,1920.0,1080.0,NO,NO
2591,S2591,15.6,blue,1920.0,1080.0,NO,YES
2592,S2592,15.6,other,1920.0,1080.0,NO,NO
2593,S2593,15.6,black,1920.0,1080.0,NO,NO
2594,S2594,14.0,other,1280.0,720.0,NO,YES
2595,S2595,14.0,other,1280.0,720.0,NO,NO
2596,S2596,14.0,other,1920.0,1080.0,NO,NO
2597,S2597,13.3,other,1920.0,1080.0,NO,NO
2598,S2598,14.0,other,1280.0,720.0,NO,YES
2599,S2599,13.3,black,1920.0,1200.0,NO,NO
2600,S2600,13.3,multicolor,1920.0,1080.0,NO,YES
2601,S2601,12.0,other,1920.0,1080.0,NO,NO
2602,S2602,14.0,silver,1366.0,768.0,NO,NO
2603,S2603,14.0,other,1280.0,720.0,NO,YES
2604,S2604,15.4,silver,1280.0,800.0,NO,NO
2605,S2605,12.3,black,2736.0,1824.0,NO,NO
2606,S2606,8.43,other,1920.0,1080.0,NO,YES
2607,S2607,14.0,other,1280.0,720.0,NO,NO
2608,S2608,15.4,other,1280.0,800.0,NO,NO
2609,S2609,14.0,other,1280.0,720.0,NO,YES
2610,S2610,14.0,other,1920.0,1080.0,NO,NO
2611,S2611,14.0,other,1920.0,1080.0,NO,NO
2612,S2612,12.0,white,1366.0,912.0,NO,NO
2613,S2613,17.3,gray,1600.0,900.0,NO,YES
2614,S2614,14.0,silver,1920.0,1080.0,NO,NO
2615,S2615,10.0,other,1920.0,1080.0,NO,YES
2616,S2616,8.43,other,1920.0,1080.0,YES,YES
2617,S2617,13.3,green,1920.0,1200.0,NO,NO
2618,S2618,14.0,other,1280.0,720.0,NO,NO
2619,S2619,14.1,other,1920.0,1080.0,NO,NO
2620,S2620,15.6,other,1366.0,768.0,NO,NO
2621,S2621,10.1,multicolor,1920.0,1200.0,NO,YES
2622,S2622,15.0,gray,1920.0,1080.0,NO,YES
2623,S2623,9.5,beige,1920.0,1080.0,NO,YES
2624,S2624,14.0,silver,1920.0,1080.0,NO,NO
2625,S2625,14.0,other,1280.0,720.0,NO,YES
2626,S2626,8.43,other,1920.0,1080.0,NO,NO
2627,S2627,12.3,other,1920.0,1080.0,NO,NO
2628,S2628,13.3,silver,1920.0,1080.0,NO,NO
2629,S2629,13.0,black,2160.0,1350.0,NO,YES
2630,S2630,15.5,other,1920.0,1080.0,NO,YES
2631,S2631,15.6,other,1920.0,1080.0,NO,NO
2632,S2632,14.0,other,1280.0,720.0,NO,NO
2633,S2633,14.0,other,1280.0,720.0,NO,NO
2634,S2634,15.6,other,1280.0,720.0,NO,NO
2635,S2635,8.43,other,1920.0,1080.0,NO,NO
2636,S2636,15.6,black,1366.0,768.0,NO,NO
2637,S2637,14.0,black,1920.0,1080.0,NO,YES
2638,S2638,15.5,silver,1920.0,1080.0,NO,NO
2639,S2639,14.0,black,1920.0,1080.0,NO,NO
2640,S2640,13.0,multicolor,1024.0,768.0,NO,YES
2641,S2641,8.43,other,1920.0,1080.0,NO,NO
2642,S2642,15.6,black,1920.0,1080.0,NO,NO
2643,S2643,14.0,other,1920.0,1080.0,NO,YES
2644,S2644,12.1,other,1920.0,1080.0,NO,NO
2645,S2645,14.0,black,1920.0,1080.0,NO,NO
2646,S2646,14.0,silver,1366.0,768.0,NO,YES
2647,S2647,15.6,black,1920.0,1080.0,NO,NO
2648,S2648,14.0,silver,1366.0,768.0,NO,YES
2649,S2649,14.0,black,1366.0,768.0,NO,NO
2650,S2650,15.6,black,1920.0,1080.0,NO,NO
2651,S2651,14.0,other,1920.0,1080.0,NO,YES
2652,S2652,13.3,other,1280.0,720.0,NO,NO
2653,S2653,8.43,other,1920.0,1080.0,NO,YES
2654,S2654,8.43,other,1920.0,1080.0,NO,NO
2655,S2655,8.43,other,1920.0,1080.0,NO,NO
2656,S2656,8.43,other,1920.0,1080.0,NO,NO
2657,S2657,8.43,black,1920.0,1080.0,NO,NO
2658,S2658,8.43,other,1920.0,1080.0,NO,NO
2659,S2659,13.3,other,1280.0,720.0,NO,NO
2660,S2660,13.3,gray,1920.0,1080.0,NO,YES
2661,S2661,13.0,black,2880.0,1920.0,NO,YES
2662,S2662,8.43,other,1920.0,1080.0,NO,YES
2663,S2663,14.0,black,1366.0,768.0,NO,NO
2664,S2664,8.43,other,1920.0,1080.0,NO,NO
2665,S2665,14.0,other,1280.0,720.0,NO,NO
2666,S2666,8.43,other,1920.0,1080.0,NO,NO
2667,S2667,15.6,black,1366.0,768.0,NO,NO
2668,S2668,14.0,other,1280.0,720.0,NO,YES
2669,S2669,13.3,other,1280.0,720.0,NO,NO
2670,S2670,13.3,other,1920.0,1080.0,NO,YES
2671,S2671,14.0,other,1920.0,1080.0,NO,NO
2672,S2672,15.6,silver,1920.0,1080.0,NO,NO
2673,S2673,13.3,other,1920.0,1080.0,NO,NO
2674,S2674,14.0,other,1920.0,1080.0,NO,YES
2675,S2675,8.43,other,1920.0,1080.0,NO,NO
2676,S2676,18.0,other,2560.0,1600.0,NO,NO
2677,S2677,13.5,other,1920.0,1080.0,NO,YES
2678,S2678,13.0,other,1920.0,1080.0,NO,YES
2679,S2679,15.6,other,1366.0,768.0,NO,YES
2680,S2680,15.6,other,1920.0,1080.0,NO,YES
2681,S2681,14.0,other,1280.0,720.0,NO,YES
2682,S2682,15.6,other,1920.0,1080.0,NO,YES
2683,S2683,8.43,other,1920.0,1080.0,YES,NO
2684,S2684,8.43,other,1920.0,1080.0,NO,NO
2685,S2685,14.0,gray,2560.0,1600.0,NO,NO
2686,S2686,15.6,black,3840.0,2160.0,NO,NO
2687,S2687,8.43,other,1920.0,1080.0,NO,YES
2688,S2688,14.0,other,1920.0,1080.0,NO,NO
2689,S2689,8.43,other,1920.0,1080.0,NO,NO
2690,S2690,13.5,other,1920.0,1080.0,NO,NO
2691,S2691,8.43,other,1920.0,1080.0,NO,NO
2692,S2692,8.43,other,1920.0,1080.0,NO,NO
2693,S2693,8.43,other,1920.0,1080.0,NO,NO
2694,S2694,6.1,other,1920.0,1080.0,NO,NO
2695,S2695,16.0,silver,2560.0,1600.0,NO,NO
2696,S2696,8.43,other,1920.0,1080.0,NO,NO
2697,S2697,8.43,other,1920.0,1080.0,NO,NO
2698,S2698,13.5,silver,2256.0,1504.0,NO,NO
2699,S2699,14.0,black,1920.0,1080.0,NO,YES
2700,S2700,14.0,other,1280.0,720.0,NO,YES
2701,S2701,13.3,other,1280.0,720.0,NO,NO
2702,S2702,8.43,other,1920.0,1080.0,NO,YES
2703,S2703,15.0,other,1920.0,1080.0,NO,NO
2704,S2704,14.0,other,1920.0,1080.0,NO,NO
2705,S2705,11.6,gray,1366.0,768.0,NO,YES
2706,S2706,15.6,black,1920.0,1080.0,NO,NO
2707,S2707,15.6,other,1920.0,1080.0,NO,YES
2708,S2708,14.0,black,1366.0,768.0,NO,YES
2709,S2709,14.0,other,1920.0,1080.0,NO,YES
2710,S2710,8.43,other,1920.0,1080.0,NO,YES
2711,S2711,15.6,black,1920.0,1080.0,NO,NO
2712,S2712,14.0,black,1600.0,900.0,NO,YES
2713,S2713,12.0,gold,1366.0,768.0,NO,YES
2714,S2714,14.0,gray,1366.0,768.0,NO,YES
2715,S2715,14.0,other,1280.0,720.0,NO,YES
2716,S2716,8.43,black,1920.0,1080.0,NO,NO
2717,S2717,11.6,black,1366.0,768.0,NO,NO
2718,S2718,15.6,black,1366.0,768.0,NO,YES
2719,S2719,8.43,black,1920.0,1080.0,NO,YES
2720,S2720,14.0,black,1920.0,1080.0,NO,NO
2721,S2721,8.43,other,1920.0,1080.0,NO,NO
2722,S2722,15.0,black,1920.0,1080.0,NO,NO
2723,S2723,8.43,other,1920.0,1080.0,NO,YES
2724,S2724,8.43,other,1920.0,1080.0,NO,NO
2725,S2725,14.0,other,1280.0,720.0,NO,NO
2726,S2726,11.6,silver,1366.0,768.0,NO,NO
2727,S2727,8.43,other,1920.0,1080.0,NO,YES
2728,S2728,15.6,other,1920.0,1080.0,NO,NO
2729,S2729,14.0,black,1366.0,768.0,NO,NO
2730,S2730,16.0,other,1920.0,1080.0,YES,YES
2731,S2731,14.0,black,1366.0,768.0,NO,NO
2732,S2732,14.0,silver,1920.0,1080.0,NO,NO
2733,S2733,15.6,silver,1366.0,768.0,NO,YES
2734,S2734,14.0,other,1280.0,720.0,NO,YES
2735,S2735,13.3,other,1920.0,1080.0,NO,NO
2736,S2736,8.43,other,1920.0,1080.0,NO,NO
2737,S2737,10.0,other,1920.0,1080.0,NO,NO
2738,S2738,13.5,silver,3000.0,2000.0,NO,NO
2739,S2739,15.6,other,3840.0,2400.0,NO,YES
2740,S2740,8.43,other,1920.0,1080.0,NO,YES
2741,S2741,15.6,other,1920.0,1080.0,NO,NO
2742,S2742,13.1,silver,1024.0,728.0,NO,NO
2743,S2743,15.6,other,1366.0,768.0,NO,NO
2744,S2744,17.3,silver,1600.0,900.0,NO,YES
2745,S2745,14.0,silver,1920.0,1080.0,NO,NO
2746,S2746,8.43,other,1920.0,1080.0,NO,YES
2747,S2747,15.6,black,1366.0,768.0,NO,NO
2748,S2748,8.43,other,1920.0,1080.0,YES,NO
2749,S2749,14.0,other,1920.0,1080.0,NO,NO
2750,S2750,8.43,other,1920.0,1080.0,NO,YES
2751,S2751,13.3,other,1920.0,1080.0,NO,NO
2752,S2752,15.6,silver,1920.0,1080.0,YES,YES
2753,S2753,13.3,teal,2880.0,1800.0,NO,YES
2754,S2754,8.43,other,1920.0,1080.0,NO,YES
2755,S2755,17.3,black,1920.0,1080.0,NO,NO
2756,S2756,14.0,other,1920.0,1080.0,NO,NO
2757,S2757,8.43,other,1920.0,1080.0,NO,NO
2758,S2758,13.3,gray,1920.0,1080.0,NO,NO
2759,S2759,14.0,other,1920.0,1080.0,NO,NO
2760,S2760,14.0,gray,2560.0,1600.0,NO,YES
2761,S2761,15.6,gray,1920.0,1080.0,NO,NO
2762,S2762,14.0,other,1920.0,1080.0,NO,YES
2763,S2763,11.6,other,1366.0,768.0,NO,YES
2764,S2764,13.3,other,1280.0,720.0,NO,NO
2765,S2765,14.0,other,1366.0,768.0,NO,YES
2766,S2766,15.6,gray,1920.0,1080.0,NO,YES
2767,S2767,11.6,gray,1920.0,1080.0,NO,YES
2768,S2768,14.0,other,1920.0,1080.0,NO,NO
2769,S2769,15.6,silver,1366.0,768.0,NO,YES
2770,S2770,12.3,black,1920.0,1280.0,NO,NO
2771,S2771,13.3,gray,2560.0,1600.0,NO,NO
2772,S2772,14.0,other,1920.0,1080.0,NO,NO
2773,S2773,11.6,black,1920.0,1080.0,NO,NO
2774,S2774,14.0,black,1600.0,900.0,NO,NO
2775,S2775,15.6,black,1366.0,768.0,NO,YES
2776,S2776,15.6,black,1920.0,1080.0,NO,YES
2777,S2777,15.0,other,1920.0,1080.0,NO,NO
2778,S2778,12.0,black,1920.0,1080.0,NO,NO
2779,S2779,14.0,silver,1920.0,1080.0,NO,YES
2780,S2780,15.6,black,1920.0,1080.0,NO,NO
2781,S2781,11.6,other,1920.0,1080.0,NO,NO
2782,S2782,8.43,other,1920.0,1080.0,NO,NO
2783,S2783,14.1,gray,1920.0,1080.0,NO,YES
2784,S2784,15.6,red,1920.0,1080.0,NO,YES
2785,S2785,8.43,other,1920.0,1080.0,NO,YES
2786,S2786,11.6,other,1366.0,768.0,NO,NO
2787,S2787,13.3,other,1366.0,768.0,NO,NO
2788,S2788,16.0,black,2560.0,1600.0,NO,NO
2789,S2789,14.0,silver,1920.0,1080.0,NO,NO
2790,S2790,8.43,other,1366.0,768.0,NO,YES
2791,S2791,14.0,black,1920.0,1080.0,NO,NO
2792,S2792,14.0,other,1920.0,1080.0,NO,NO
2793,S2793,11.6,black,1920.0,1080.0,NO,NO
2794,S2794,11.6,gray,1366.0,768.0,NO,NO
2795,S2795,14.0,black,1920.0,1080.0,YES,YES
2796,S2796,15.6,black,1920.0,1080.0,NO,NO
2797,S2797,14.0,black,1920.0,1080.0,NO,NO
2798,S2798,15.6,black,1366.0,768.0,NO,YES
2799,S2799,14.0,other,1920.0,1080.0,NO,NO
2800,S2800,14.0,black,1366.0,768.0,NO,YES
2801,S2801,10.1,silver,1920.0,1200.0,NO,YES
2802,S2802,13.3,other,1280.0,800.0,NO,YES
2803,S2803,14.0,other,1280.0,720.0,NO,NO
2804,S2804,8.43,other,1920.0,1080.0,NO,NO
2805,S2805,13.3,other,1280.0,720.0,NO,NO
2806,S2806,14.0,other,1920.0,1080.0,NO,YES
2807,S2807,17.3,brown,1600.0,900.0,NO,NO
2808,S2808,8.43,other,1920.0,1080.0,NO,YES
2809,S2809,15.6,gray,1920.0,1080.0,NO,NO
2810,S2810,12.3,other,1920.0,1080.0,NO,YES
2811,S2811,8.43,other,1920.0,1080.0,NO,NO
2812,S2812,15.6,other,1920.0,1080.0,NO,NO
2813,S2813,13.5,other,1920.0,1080.0,NO,YES
2814,S2814,14.0,black,1920.0,1080.0,NO,NO
2815,S2815,14.0,other,1280.0,720.0,NO,NO
2816,S2816,14.0,other,1280.0,720.0,NO,NO
2817,S2817,14.0,black,1920.0,1080.0,NO,NO
2818,S2818,12.1,black,1366.0,768.0,NO,NO
2819,S2819,15.6,black,1366.0,768.0,NO,YES
2820,S2820,16.0,silver,1920.0,1200.0,NO,YES
2821,S2821,12.5,other,1920.0,1080.0,YES,YES
2822,S2822,8.43,other,1920.0,1080.0,NO,NO
2823,S2823,15.6,other,1920.0,1080.0,NO,NO
2824,S2824,14.0,blue,1920.0,1080.0,NO,YES
2825,S2825,15.6,silver,1920.0,1080.0,NO,NO
2826,S2826,8.43,other,1920.0,1080.0,YES,YES
2827,S2827,8.43,other,1920.0,1080.0,NO,NO
2828,S2828,14.0,other,1366.0,768.0,NO,NO
2829,S2829,8.43,other,1920.0,1080.0,NO,YES
2830,S2830,14.0,other,1280.0,720.0,NO,NO
2831,S2831,14.0,gray,1920.0,1080.0,NO,NO
2832,S2832,11.6,silver,1366.0,768.0,NO,YES
2833,S2833,11.6,other,1920.0,1080.0,NO,NO
2834,S2834,11.6,black,1366.0,768.0,NO,NO
2835,S2835,14.0,silver,1920.0,1080.0,NO,YES
2836,S2836,11.6,black,1366.0,768.0,NO,YES
2837,S2837,8.43,other,1920.0,1080.0,NO,YES
2838,S2838,14.0,other,1280.0,720.0,NO,NO
2839,S2839,8.43,other,1920.0,1080.0,NO,NO
2840,S2840,15.6,silver,1920.0,1080.0,NO,NO
2841,S2841,8.43,other,1920.0,1080.0,NO,YES
2842,S2842,11.6,blue,1366.0,768.0,NO,NO
2843,S2843,8.43,black,1920.0,1080.0,NO,YES
2844,S2844,8.43,other,1920.0,1080.0,NO,NO
2845,S2845,8.43,other,1920.0,1080.0,NO,NO
2846,S2846,2.0,multicolor,1920.0,1200.0,NO,NO
2847,S2847,8.43,other,1920.0,1080.0,NO,NO
2848,S2848,14.0,other,1920.0,1080.0,NO,NO
2849,S2849,13.3,gray,1366.0,768.0,NO,YES
2850,S2850,13.3,other,1920.0,1080.0,NO,NO
2851,S2851,8.43,other,1920.0,1080.0,NO,YES
2852,S2852,15.6,other,1920.0,1080.0,NO,NO
2853,S2853,16.0,gray,2560.0,1600.0,NO,NO
2854,S2854,12.5,other,1920.0,1080.0,YES,YES
2855,S2855,8.43,other,1920.0,1080.0,NO,YES
2856,S2856,14.0,black,1920.0,1080.0,NO,NO
2857,S2857,12.1,other,1920.0,1080.0,NO,NO
2858,S2858,14.0,other,1920.0,1080.0,NO,NO
2859,S2859,14.0,other,1280.0,720.0,YES,YES
2860,S2860,14.0,other,1280.0,720.0,NO,NO
2861,S2861,8.43,other,1920.0,1080.0,NO,NO
2862,S2862,14.0,other,1280.0,720.0,NO,NO
2863,S2863,8.43,other,1920.0,1080.0,NO,NO
2864,S2864,14.0,black,1920.0,1080.0,NO,NO
2865,S2865,8.43,other,1920.0,1080.0,NO,YES
2866,S2866,8.43,other,1920.0,1080.0,NO,NO
2867,S2867,15.6,black,3840.0,2160.0,NO,NO
2868,S2868,12.5,other,1920.0,1080.0,NO,YES
2869,S2869,8.43,other,1920.0,1080.0,NO,YES
2870,S2870,14.0,other,1920.0,1080.0,NO,NO
2871,S2871,14.0,other,1920.0,1080.0,NO,NO
2872,S2872,15.6,other,1920.0,1080.0,NO,YES
2873,S2873,13.3,other,3840.0,2160.0,NO,NO
2874,S2874,15.6,black,3840.0,2160.0,NO,YES
2875,S2875,8.43,other,1920.0,1080.0,NO,YES
2876,S2876,15.6,other,1920.0,1080.0,NO,NO
2877,S2877,8.43,other,1920.0,1080.0,YES,YES
2878,S2878,15.6,other,1920.0,1080.0,NO,NO
2879,S2879,8.43,other,1920.0,1080.0,NO,NO
2880,S2880,11.6,other,1366.0,768.0,NO,NO
2881,S2881,8.43,other,1920.0,1080.0,YES,YES
2882,S2882,8.43,other,1920.0,1080.0,NO,NO
2883,S2883,8.43,other,1920.0,1080.0,NO,NO
2884,S2884,15.6,other,1920.0,1080.0,NO,NO
2885,S2885,12.5,black,1366.0,768.0,NO,NO
2886,S2886,8.43,other,1920.0,1080.0,NO,NO
2887,S2887,12.5,other,1920.0,1080.0,NO,NO
2888,S2888,12.5,other,1920.0,1080.0,NO,YES
2889,S2889,14.0,other,1920.0,1080.0,NO,YES
2890,S2890,11.6,gray,1366.0,768.0,NO,YES
2891,S2891,11.6,black,1366.0,768.0,NO,YES
2892,S2892,15.6,gray,1920.0,1080.0,NO,YES
2893,S2893,14.0,other,1280.0,720.0,NO,NO
2894,S2894,14.0,other,1280.0,720.0,NO,NO
2895,S2895,8.43,black,1920.0,1080.0,NO,NO
2896,S2896,17.0,silver,2560.0,1600.0,NO,NO
2897,S2897,14.0,brown,1366.0,768.0,NO,YES
2898,S2898,14.1,black,1920.0,1080.0,NO,YES
2899,S2899,13.0,gray,1366.0,768.0,NO,YES
2900,S2900,15.5,silver,1920.0,1080.0,NO,YES
2901,S2901,15.6,black,1920.0,1080.0,NO,NO
2902,S2902,8.43,other,1920.0,1080.0,NO,YES
2903,S2903,11.6,black,1366.0,768.0,NO,NO
2904,S2904,14.0,black,2560.0,1440.0,NO,YES
2905,S2905,8.43,gray,1920.0,1080.0,YES,YES
2906,S2906,13.3,blue,1920.0,1080.0,NO,NO
2907,S2907,14.0,other,1920.0,1080.0,NO,NO
2908,S2908,14.0,black,1920.0,1080.0,NO,NO
2909,S2909,11.6,gray,1366.0,768.0,NO,NO
2910,S2910,8.43,other,1920.0,1080.0,NO,NO
2911,S2911,14.0,black,1366.0,768.0,NO,NO
2912,S2912,15.6,silver,1920.0,1080.0,NO,YES
2913,S2913,14.0,other,1920.0,1080.0,NO,YES
2914,S2914,15.6,other,1280.0,720.0,NO,NO
2915,S2915,14.2,other,1920.0,1080.0,NO,NO
2916,S2916,11.6,blue,1366.0,768.0,NO,NO
2917,S2917,13.0,other,3000.0,2000.0,NO,YES
2918,S2918,12.5,other,1920.0,1080.0,NO,YES
2919,S2919,15.6,other,1920.0,1080.0,NO,YES
2920,S2920,14.0,black,1920.0,1080.0,NO,YES
2921,S2921,8.43,other,1920.0,1080.0,NO,NO
2922,S2922,8.43,other,1920.0,1080.0,NO,NO
2923,S2923,8.43,other,1920.0,1080.0,NO,NO
2924,S2924,12.5,black,1366.0,768.0,NO,NO
2925,S2925,15.6,blue,1920.0,1080.0,NO,YES
2926,S2926,14.0,other,1280.0,720.0,NO,YES
2927,S2927,11.6,black,1366.0,768.0,NO,NO
2928,S2928,14.0,black,1440.0,900.0,NO,YES
2929,S2929,8.43,grey,1920.0,1080.0,NO,NO
2930,S2930,13.3,gray,1920.0,1080.0,NO,NO
2931,S2931,8.43,other,1920.0,1080.0,NO,NO
2932,S2932,15.6,silver,1920.0,1080.0,NO,NO
2933,S2933,8.43,other,1920.0,1080.0,NO,NO
2934,S2934,13.3,other,1280.0,720.0,NO,NO
2935,S2935,7.0,other,1920.0,1080.0,NO,YES
2936,S2936,15.6,other,1920.0,1080.0,NO,NO
2937,S2937,12.4,black,1920.0,1080.0,NO,NO
2938,S2938,12.5,other,1920.0,1080.0,NO,YES
2939,S2939,8.43,black,1920.0,1080.0,NO,YES
2940,S2940,15.6,gray,1920.0,1080.0,NO,NO
2941,S2941,12.0,other,2160.0,1440.0,NO,YES
2942,S2942,8.43,other,1920.0,1080.0,NO,YES
2943,S2943,15.6,black,1920.0,1080.0,NO,NO
2944,S2944,14.0,other,1280.0,720.0,NO,NO
2945,S2945,10.8,other,1920.0,1080.0,NO,NO
2946,S2946,14.0,other,1280.0,720.0,NO,YES
2947,S2947,16.0,other,2560.0,1600.0,NO,NO
2948,S2948,8.43,other,1920.0,1080.0,NO,NO
2949,S2949,13.5,other,2256.0,1504.0,NO,NO
2950,S2950,15.4,other,1920.0,1080.0,NO,YES
2951,S2951,14.0,other,1280.0,720.0,NO,NO
2952,S2952,8.43,other,1920.0,1080.0,NO,NO
2953,S2953,8.43,other,1920.0,1080.0,NO,NO
2954,S2954,8.43,other,1920.0,1080.0,NO,NO
2955,S2955,14.0,other,1280.0,720.0,NO,NO
2956,S2956,8.43,other,1920.0,1080.0,NO,NO
2957,S2957,14.0,black,1280.0,720.0,NO,NO
2958,S2958,8.43,other,1920.0,1080.0,NO,YES
2959,S2959,8.43,other,1920.0,1080.0,NO,NO
2960,S2960,13.5,other,2256.0,1504.0,NO,NO
2961,S2961,8.43,other,1920.0,1080.0,NO,YES
2962,S2962,14.0,other,1920.0,1080.0,NO,NO
2963,S2963,14.0,other,1920.0,1080.0,NO,NO
2964,S2964,8.43,other,1920.0,1080.0,NO,NO
2965,S2965,13.0,other,1280.0,720.0,NO,NO
2966,S2966,14.0,other,1280.0,720.0,NO,YES
2967,S2967,8.43,other,1024.0,768.0,NO,NO
2968,S2968,12.5,black,1920.0,1080.0,NO,NO
2969,S2969,8.43,other,1920.0,1080.0,NO,YES
2970,S2970,8.43,other,1920.0,1080.0,NO,NO
2971,S2971,8.43,other,1920.0,1080.0,NO,NO
2972,S2972,15.6,other,1920.0,1080.0,NO,NO
2973,S2973,8.43,other,1920.0,1080.0,NO,NO
2974,S2974,8.43,other,1920.0,1080.0,NO,NO
2975,S2975,8.43,other,1920.0,1080.0,NO,NO
2976,S2976,15.6,other,1920.0,1080.0,NO,NO
2977,S2977,8.43,other,1920.0,1080.0,NO,NO
2978,S2978,8.43,other,1920.0,1080.0,NO,NO
2979,S2979,8.43,other,1920.0,1080.0,NO,NO
2980,S2980,8.43,other,1920.0,1080.0,NO,NO
2981,S2981,14.0,other,1280.0,720.0,NO,NO
2982,S2982,14.0,other,1280.0,720.0,NO,NO
2983,S2983,13.0,other,1280.0,720.0,NO,NO
2984,S2984,8.43,other,1920.0,1080.0,NO,YES
2985,S2985,8.43,other,1920.0,1080.0,NO,NO
2986,S2986,8.43,other,1920.0,1080.0,NO,NO
2987,S2987,8.43,other,1920.0,1080.0,NO,NO
2988,S2988,8.43,other,1920.0,1080.0,NO,NO
2989,S2989,14.0,other,1366.0,768.0,NO,NO
2990,S2990,8.43,other,1920.0,1080.0,NO,YES
2991,S2991,14.0,other,1280.0,720.0,NO,NO
2992,S2992,13.3,other,1280.0,720.0,NO,NO
2993,S2993,14.0,other,1280.0,720.0,NO,YES
2994,S2994,14.0,other,1920.0,1080.0,NO,YES
2995,S2995,15.6,black,1920.0,1080.0,NO,YES
2996,S2996,12.5,other,1920.0,1080.0,NO,NO
2997,S2997,8.43,other,1920.0,1080.0,NO,YES
2998,S2998,14.0,other,1920.0,1080.0,NO,NO
2999,S2999,8.43,other,1920.0,1080.0,NO,NO
3000,S3000,8.43,other,1920.0,1080.0,NO,NO
3001,S3001,8.43,other,1920.0,1080.0,NO,NO
3002,S3002,14.0,other,1920.0,1080.0,NO,NO
3003,S3003,8.43,other,1920.0,1080.0,NO,NO
3004,S3004,14.0,silver,1920.0,1080.0,NO,NO
3005,S3005,12.3,silver,2736.0,1824.0,NO,YES
3006,S3006,8.43,other,1920.0,1080.0,NO,NO
3007,S3007,8.43,other,1920.0,1080.0,NO,NO
3008,S3008,15.6,other,1920.0,1080.0,NO,NO
3009,S3009,8.43,other,1920.0,1080.0,NO,NO
3010,S3010,8.43,other,1920.0,1080.0,NO,NO
3011,S3011,8.43,other,1920.0,1080.0,NO,NO
3012,S3012,8.43,other,1920.0,1080.0,NO,NO
3013,S3013,8.43,black,1920.0,1080.0,NO,NO
3014,S3014,8.43,other,1920.0,1080.0,NO,NO
3015,S3015,8.43,other,1920.0,1080.0,NO,NO
3016,S3016,8.43,other,1920.0,1080.0,NO,NO
3017,S3017,14.0,other,1920.0,1080.0,NO,NO
3018,S3018,10.1,silver,1920.0,1200.0,NO,NO
3019,S3019,8.43,black,1920.0,1080.0,NO,YES
3020,S3020,14.0,black,1280.0,720.0,NO,NO
