,SCREEN_ID,SCREEN_SIZE_INCH,COLOR,WIDTH_DISPLAY,HEIGHT_DISPLAY,DISPLAY,WEBCAM(BUILT-IN)
2061,S2061,14.0,other,1920.0,1080.0,NO,NO
2062,S2062,11.6,black,1366.0,768.0,NO,NO
2063,S2063,14.0,black,1366.0,768.0,NO,YES
2064,S2064,14.0,black,1366.0,768.0,NO,YES
2065,S2065,11.6,black,1920.0,1080.0,NO,NO
2066,S2066,12.5,black,1920.0,1080.0,NO,NO
2067,S2067,13.0,other,1920.0,1200.0,NO,YES
2068,S2068,15.6,other,1920.0,1080.0,NO,YES
2069,S2069,12.3,other,1920.0,1080.0,NO,YES
2070,S2070,12.5,other,1920.0,1080.0,NO,YES
2071,S2071,11.6,black,1366.0,768.0,NO,NO
2072,S2072,13.3,gray,1920.0,1080.0,NO,YES
2073,S2073,14.0,gray,1920.0,1080.0,NO,NO
2074,S2074,14.0,black,1920.0,1080.0,NO,YES
2075,S2075,11.5,black,1366.0,768.0,NO,YES
2076,S2076,15.6,other,1920.0,1080.0,NO,YES
2077,S2077,14.0,black,1920.0,1080.0,NO,NO
2078,S2078,8.43,other,1920.0,1080.0,NO,NO
2079,S2079,11.6,black,1920.0,1080.0,NO,NO
2080,S2080,12.5,other,1920.0,1080.0,NO,YES
2081,S2081,14.0,other,1920.0,1080.0,NO,NO
2082,S2082,15.6,black,1600.0,900.0,NO,YES
2083,S2083,11.6,black,1366.0,768.0,NO,NO
2084,S2084,13.3,other,1920.0,1080.0,YES,YES
2085,S2085,17.3,blue,1920.0,1080.0,NO,YES
2086,S2086,15.6,silver,1920.0,1080.0,YES,YES
2087,S2087,14.0,black,1920.0,1080.0,NO,YES
2088,S2088,8.43,other,1920.0,1080.0,NO,NO
2089,S2089,15.6,black,1366.0,768.0,NO,NO
2090,S2090,14.0,black,1920.0,1080.0,NO,YES
2091,S2091,14.0,gray,1920.0,1080.0,NO,NO
2092,S2092,14.0,gray,1920.0,1080.0,NO,YES
2093,S2093,14.0,black,1920.0,1080.0,NO,YES
2094,S2094,8.43,other,1920.0,1080.0,NO,YES
2095,S2095,15.6,gray,1920.0,1080.0,NO,NO
2096,S2096,7.0,other,1920.0,1080.0,NO,YES
2097,S2097,11.6,black,1366.0,768.0,NO,NO
2098,S2098,14.0,other,1280.0,720.0,NO,NO
2099,S2099,12.5,black,1366.0,768.0,NO,NO
2100,S2100,13.3,other,1920.0,1080.0,NO,YES
2101,S2101,11.6,black,1920.0,1080.0,NO,NO
2102,S2102,13.3,black,1920.0,1080.0,NO,YES
2103,S2103,14.0,silver,1920.0,1080.0,YES,YES
2104,S2104,14.0,other,1280.0,720.0,NO,YES
2105,S2105,14.0,black,1366.0,768.0,NO,NO
2106,S2106,8.43,other,1920.0,1080.0,NO,YES
2107,S2107,12.0,other,1920.0,1080.0,NO,NO
2108,S2108,15.6,other,1920.0,1080.0,NO,YES
2109,S2109,11.6,black,1366.0,768.0,NO,NO
2110,S2110,14.0,other,1920.0,1080.0,NO,NO
2111,S2111,13.3,black,1920.0,1080.0,NO,NO
2112,S2112,13.3,black,1920.0,1080.0,YES,YES
2113,S2113,8.43,other,1920.0,1080.0,YES,YES
2114,S2114,14.0,other,1920.0,1080.0,NO,NO
2115,S2115,11.6,gray,1366.0,768.0,NO,NO
2116,S2116,15.6,silver,1920.0,1080.0,NO,YES
2117,S2117,15.6,black,1920.0,1080.0,NO,YES
2118,S2118,14.0,black,1920.0,1080.0,NO,NO
2119,S2119,14.0,other,1920.0,1080.0,NO,NO
2120,S2120,8.43,black,1920.0,1080.0,NO,YES
2121,S2121,15.6,other,1366.0,768.0,NO,NO
2122,S2122,15.5,silver,1920.0,1080.0,NO,NO
2123,S2123,13.5,multicolor,1920.0,1080.0,NO,NO
2124,S2124,15.6,silver,3840.0,2160.0,NO,NO
2125,S2125,11.6,gray,1920.0,1080.0,NO,YES
2126,S2126,11.6,white,1366.0,768.0,NO,YES
2127,S2127,12.5,black,1920.0,1080.0,NO,YES
2128,S2128,14.0,black,1920.0,1080.0,NO,NO
2129,S2129,14.0,other,1920.0,1080.0,NO,NO
2130,S2130,14.0,black,1366.0,768.0,NO,NO
2131,S2131,14.0,other,1920.0,1080.0,NO,NO
2132,S2132,14.0,black,1920.0,1080.0,NO,NO
2133,S2133,13.0,silver,2880.0,1920.0,NO,YES
2134,S2134,15.6,black,1024.0,768.0,YES,YES
2135,S2135,11.6,gray,1920.0,1080.0,NO,YES
2136,S2136,8.43,black,1920.0,1080.0,NO,NO
2137,S2137,8.43,other,1920.0,1080.0,NO,NO
2138,S2138,15.6,black,3840.0,2160.0,NO,NO
2139,S2139,15.6,other,1920.0,1080.0,NO,YES
2140,S2140,15.6,black,3840.0,2160.0,NO,YES
2141,S2141,14.0,black,1920.0,1080.0,NO,NO
2142,S2142,8.43,other,1920.0,1080.0,YES,YES
2143,S2143,12.0,other,1920.0,1080.0,NO,NO
2144,S2144,14.0,other,1280.0,720.0,NO,YES
2145,S2145,15.6,blue,1920.0,1080.0,NO,NO
2146,S2146,8.43,silver,1920.0,1080.0,NO,YES
2147,S2147,13.3,other,1920.0,1080.0,NO,NO
2148,S2148,8.43,other,1920.0,1080.0,NO,NO
2149,S2149,13.3,other,1920.0,1080.0,NO,NO
2150,S2150,8.43,other,1920.0,1080.0,NO,NO
2151,S2151,17.3,other,1920.0,1080.0,NO,NO
2152,S2152,15.6,black,1366.0,768.0,NO,NO
2153,S2153,15.0,other,1920.0,1080.0,NO,YES
2154,S2154,12.5,other,1920.0,1080.0,YES,YES
2155,S2155,15.6,black,1920.0,1080.0,NO,YES
2156,S2156,15.6,black,3840.0,2160.0,NO,NO
2157,S2157,14.0,other,1920.0,1080.0,NO,NO
2158,S2158,8.43,other,1920.0,1080.0,NO,NO
2159,S2159,13.3,other,1920.0,1080.0,YES,YES
2160,S2160,15.6,other,1366.0,768.0,NO,YES
2161,S2161,8.43,black,1920.0,1080.0,NO,YES
2162,S2162,14.0,other,1920.0,1080.0,NO,NO
2163,S2163,8.43,other,1920.0,1080.0,NO,YES
2164,S2164,15.6,other,1920.0,1080.0,NO,NO
2165,S2165,8.43,other,1920.0,1080.0,NO,YES
2166,S2166,14.0,other,1920.0,1080.0,NO,NO
2167,S2167,10.3,other,1920.0,1200.0,NO,YES
2168,S2168,13.3,other,1920.0,1080.0,NO,YES
2169,S2169,8.43,other,1920.0,1080.0,NO,YES
2170,S2170,8.43,other,1920.0,1080.0,NO,NO
2171,S2171,8.43,other,1920.0,1080.0,NO,NO
2172,S2172,8.43,other,1920.0,1080.0,NO,NO
2173,S2173,13.3,other,3840.0,2160.0,NO,NO
2174,S2174,13.0,other,2560.0,1600.0,NO,YES
2175,S2175,14.0,other,1280.0,720.0,NO,YES
2176,S2176,14.0,other,1366.0,768.0,NO,NO
2177,S2177,11.6,black,1366.0,768.0,NO,NO
2178,S2178,15.6,other,1366.0,768.0,NO,NO
2179,S2179,11.6,black,1366.0,768.0,NO,YES
2180,S2180,8.43,other,1920.0,1080.0,NO,YES
2181,S2181,8.43,other,1920.0,1080.0,NO,NO
2182,S2182,16.0,silver,1920.0,1080.0,NO,NO
2183,S2183,14.0,other,1280.0,720.0,NO,YES
2184,S2184,14.0,other,1280.0,720.0,NO,NO
2185,S2185,12.5,other,1920.0,1080.0,NO,NO
2186,S2186,11.6,gray,1366.0,768.0,NO,YES
2187,S2187,10.1,other,1024.0,768.0,NO,NO
2188,S2188,8.43,other,1920.0,1080.0,NO,NO
2189,S2189,10.1,silver,1280.0,800.0,NO,NO
2190,S2190,8.43,other,1920.0,1080.0,NO,NO
2191,S2191,15.6,silver,1366.0,768.0,NO,NO
2192,S2192,13.3,other,1920.0,1080.0,NO,YES
2193,S2193,8.43,other,1920.0,1080.0,NO,YES
2194,S2194,8.43,black,1920.0,1080.0,NO,NO
2195,S2195,8.43,other,1920.0,1080.0,NO,NO
2196,S2196,15.6,other,1920.0,1080.0,NO,NO
2197,S2197,14.0,other,1280.0,720.0,NO,NO
2198,S2198,14.0,gray,1920.0,1080.0,NO,NO
2199,S2199,8.43,other,1920.0,1080.0,NO,YES
2200,S2200,10.2,other,1920.0,1080.0,NO,NO
2201,S2201,8.43,other,1920.0,1080.0,NO,NO
2202,S2202,18.0,other,2560.0,1600.0,NO,NO
2203,S2203,8.43,other,1920.0,1080.0,NO,YES
2204,S2204,15.6,other,1366.0,768.0,NO,NO
2205,S2205,14.0,other,1280.0,720.0,NO,YES
2206,S2206,8.43,other,1920.0,1080.0,NO,NO
2207,S2207,8.43,other,1920.0,1080.0,NO,NO
2208,S2208,15.6,other,1920.0,1080.0,NO,NO
2209,S2209,13.0,other,1920.0,1080.0,NO,YES
2210,S2210,11.6,other,1920.0,1080.0,NO,YES
2211,S2211,12.5,other,1366.0,768.0,NO,YES
2212,S2212,15.6,other,1366.0,768.0,YES,YES
2213,S2213,17.3,other,1920.0,1080.0,NO,YES
2214,S2214,14.0,other,1920.0,1080.0,NO,YES
2215,S2215,12.0,blue,1366.0,768.0,NO,YES
2216,S2216,11.6,purple,1920.0,1080.0,NO,NO
2217,S2217,14.0,other,1366.0,768.0,NO,NO
2218,S2218,15.6,other,1920.0,1080.0,NO,NO
2219,S2219,15.6,black,1366.0,768.0,NO,NO
2220,S2220,12.5,other,1920.0,1080.0,NO,NO
2221,S2221,14.0,other,1920.0,1080.0,NO,NO
2222,S2222,12.1,other,1280.0,800.0,NO,NO
2223,S2223,8.43,other,1920.0,1080.0,NO,NO
2224,S2224,15.6,gray,1366.0,768.0,NO,NO
2225,S2225,14.0,gray,1920.0,1080.0,YES,YES
2226,S2226,15.4,black,1920.0,1200.0,YES,YES
2227,S2227,14.0,other,1920.0,1080.0,NO,NO
2228,S2228,14.0,black,1366.0,768.0,NO,YES
2229,S2229,14.0,other,1280.0,720.0,NO,NO
2230,S2230,14.0,other,1920.0,1080.0,NO,NO
2231,S2231,11.6,black,1920.0,1080.0,NO,NO
2232,S2232,13.3,other,1920.0,1080.0,NO,NO
2233,S2233,15.6,other,1920.0,1080.0,NO,YES
2234,S2234,13.0,black,2880.0,1920.0,NO,NO
2235,S2235,14.0,silver,1920.0,1080.0,NO,NO
2236,S2236,14.0,silver,1920.0,1080.0,NO,YES
2237,S2237,14.0,other,1920.0,1200.0,YES,YES
2238,S2238,13.3,other,1920.0,1080.0,NO,NO
2239,S2239,14.0,other,1920.0,1080.0,NO,YES
2240,S2240,15.6,black,1920.0,1080.0,NO,NO
2241,S2241,15.6,black,1920.0,1080.0,NO,YES
2242,S2242,14.1,black,1024.0,768.0,NO,YES
2243,S2243,13.3,gray,1366.0,768.0,NO,NO
2244,S2244,13.5,other,1920.0,1080.0,NO,YES
2245,S2245,11.6,silver,1366.0,768.0,NO,NO
2246,S2246,14.0,blue,2880.0,1800.0,NO,YES
2247,S2247,14.0,black,1920.0,1080.0,YES,YES
2248,S2248,15.6,black,1920.0,1080.0,NO,NO
2249,S2249,14.0,gray,1920.0,1080.0,NO,YES
2250,S2250,12.5,black,1366.0,768.0,NO,NO
2251,S2251,11.6,black,1920.0,1080.0,NO,NO
2252,S2252,14.0,black,1366.0,768.0,NO,NO
2253,S2253,14.0,gray,1366.0,768.0,NO,NO
2254,S2254,11.6,black,1366.0,768.0,NO,YES
2255,S2255,14.0,silver,1366.0,768.0,NO,NO
2256,S2256,15.0,gray,1920.0,1080.0,NO,NO
2257,S2257,13.0,other,1920.0,1080.0,NO,NO
2258,S2258,13.7,other,1920.0,1080.0,NO,NO
2259,S2259,14.0,black,1920.0,1080.0,NO,NO
2260,S2260,15.6,black,3840.0,2400.0,YES,NO
2261,S2261,14.0,orange,1920.0,1080.0,YES,YES
2262,S2262,15.6,silver,1920.0,1080.0,NO,NO
2263,S2263,8.43,other,1920.0,1080.0,NO,YES
2264,S2264,15.6,black,1366.0,768.0,NO,NO
2265,S2265,15.6,blue,1920.0,1080.0,NO,YES
2266,S2266,14.0,other,1280.0,720.0,NO,YES
2267,S2267,12.5,other,1920.0,1080.0,NO,NO
2268,S2268,11.6,black,1366.0,768.0,NO,YES
2269,S2269,16.0,black,3840.0,2400.0,NO,YES
2270,S2270,14.0,black,1366.0,768.0,NO,NO
2271,S2271,11.6,black,1366.0,768.0,NO,YES
2272,S2272,15.0,other,1920.0,1080.0,NO,YES
2273,S2273,15.0,gray,1920.0,1080.0,NO,NO
2274,S2274,8.43,other,1920.0,1080.0,NO,YES
2275,S2275,15.6,black,1920.0,1080.0,NO,NO
2276,S2276,14.1,other,1920.0,1080.0,NO,YES
2277,S2277,14.0,other,1920.0,1080.0,NO,NO
2278,S2278,15.6,black,1920.0,1080.0,NO,YES
2279,S2279,15.0,black,1920.0,1080.0,NO,YES
2280,S2280,11.6,black,1366.0,768.0,NO,NO
2281,S2281,11.6,black,1366.0,768.0,NO,YES
2282,S2282,13.3,other,1920.0,1080.0,NO,NO
2283,S2283,13.0,other,2256.0,1504.0,NO,NO
2284,S2284,15.6,black,3840.0,2160.0,NO,NO
2285,S2285,14.0,other,1280.0,720.0,NO,YES
2286,S2286,11.6,black,1366.0,768.0,NO,NO
2287,S2287,8.43,other,1920.0,1080.0,NO,NO
2288,S2288,8.43,other,1920.0,1080.0,NO,NO
2289,S2289,14.0,silver,1920.0,1080.0,NO,NO
2290,S2290,11.6,gray,1366.0,768.0,NO,NO
2291,S2291,11.6,gray,1366.0,768.0,NO,YES
2292,S2292,15.0,black,1920.0,1080.0,NO,YES
2293,S2293,8.43,other,1920.0,1080.0,NO,YES
2294,S2294,14.0,black,1920.0,1080.0,NO,NO
2295,S2295,8.43,other,1920.0,1080.0,NO,YES
2296,S2296,11.0,other,1280.0,720.0,NO,NO
2297,S2297,15.6,gray,1920.0,1080.0,NO,NO
2298,S2298,14.0,black,1920.0,1080.0,NO,YES
2299,S2299,12.5,black,1366.0,768.0,YES,YES
2300,S2300,15.6,blue,3840.0,2160.0,NO,YES
2301,S2301,14.0,other,1366.0,768.0,NO,YES
2302,S2302,15.6,gray,1920.0,1080.0,NO,NO
2303,S2303,14.0,black,1920.0,1080.0,YES,YES
2304,S2304,15.6,other,1920.0,1080.0,NO,YES
2305,S2305,14.0,other,1920.0,1080.0,NO,NO
2306,S2306,15.6,blue,1920.0,1080.0,NO,NO
2307,S2307,17.3,silver,1920.0,1080.0,YES,YES
2308,S2308,14.0,other,1280.0,720.0,NO,YES
2309,S2309,14.0,other,1280.0,720.0,NO,NO
2310,S2310,15.6,black,1920.0,1080.0,NO,NO
2311,S2311,10.1,black,1920.0,1080.0,NO,NO
2312,S2312,15.0,black,1920.0,1080.0,NO,NO
2313,S2313,15.6,other,1920.0,1080.0,NO,NO
2314,S2314,15.6,other,1920.0,1080.0,NO,NO
2315,S2315,12.0,black,2160.0,1440.0,NO,YES
2316,S2316,17.0,other,1920.0,1080.0,NO,YES
2317,S2317,10.1,silver,1280.0,800.0,NO,NO
2318,S2318,14.0,other,1920.0,1080.0,NO,NO
2319,S2319,14.0,black,1920.0,1080.0,NO,NO
2320,S2320,12.0,black,1366.0,768.0,NO,YES
2321,S2321,15.6,black,1920.0,1080.0,NO,NO
2322,S2322,11.6,black,1920.0,1080.0,NO,NO
2323,S2323,14.0,black,1920.0,1080.0,NO,YES
2324,S2324,14.0,black,1920.0,1080.0,NO,NO
2325,S2325,14.0,other,1366.0,768.0,NO,NO
2326,S2326,14.0,other,1280.0,720.0,NO,NO
2327,S2327,14.0,other,1280.0,720.0,NO,NO
2328,S2328,14.0,other,1280.0,720.0,NO,NO
2329,S2329,14.0,silver,1920.0,1080.0,NO,NO
2330,S2330,8.43,other,1920.0,1080.0,NO,NO
2331,S2331,14.0,black,1280.0,1024.0,NO,NO
2332,S2332,13.3,other,1920.0,1080.0,NO,NO
2333,S2333,12.5,other,1920.0,1080.0,NO,NO
2334,S2334,17.3,black,1920.0,1080.0,NO,YES
2335,S2335,13.0,other,1920.0,1080.0,NO,YES
2336,S2336,7.2,other,1920.0,1080.0,NO,NO
2337,S2337,14.0,other,1280.0,720.0,NO,NO
2338,S2338,8.43,other,1920.0,1080.0,NO,NO
2339,S2339,15.6,other,1366.0,768.0,NO,NO
2340,S2340,15.4,other,1920.0,1080.0,NO,YES
2341,S2341,14.0,other,1280.0,720.0,NO,NO
2342,S2342,8.43,black,1920.0,1080.0,NO,NO
2343,S2343,14.0,pink,1360.0,768.0,NO,NO
2344,S2344,14.0,other,1280.0,720.0,NO,YES
2345,S2345,14.0,black,1920.0,1080.0,NO,NO
2346,S2346,15.6,black,1920.0,1080.0,NO,YES
2347,S2347,14.0,silver,1920.0,1080.0,NO,YES
2348,S2348,14.0,black,1920.0,1080.0,NO,YES
2349,S2349,11.0,black,1920.0,1080.0,NO,YES
2350,S2350,14.0,black,1366.0,768.0,NO,NO
2351,S2351,13.5,silver,1920.0,1080.0,NO,NO
2352,S2352,8.43,other,1920.0,1080.0,NO,NO
2353,S2353,12.5,other,1920.0,1080.0,NO,NO
2354,S2354,14.0,other,1920.0,1080.0,NO,YES
2355,S2355,15.4,other,1920.0,1080.0,NO,YES
2356,S2356,15.6,black,1920.0,1080.0,NO,NO
2357,S2357,8.43,other,1920.0,1080.0,NO,NO
2358,S2358,14.0,bronze,1920.0,1080.0,NO,NO
2359,S2359,13.4,white,3456.0,2160.0,NO,YES
2360,S2360,13.3,other,1920.0,1080.0,NO,YES
2361,S2361,12.5,black,1920.0,1080.0,YES,YES
2362,S2362,8.43,other,1920.0,1080.0,NO,YES
2363,S2363,15.6,other,1280.0,720.0,NO,NO
2364,S2364,15.6,black,1920.0,1080.0,NO,NO
2365,S2365,15.6,black,1920.0,1080.0,YES,YES
2366,S2366,14.0,silver,1920.0,1200.0,NO,NO
2367,S2367,15.6,silver,1920.0,1080.0,NO,YES
2368,S2368,14.0,other,1920.0,1080.0,NO,YES
2369,S2369,14.0,other,1920.0,1080.0,NO,YES
2370,S2370,15.6,black,1024.0,768.0,NO,NO
2371,S2371,14.0,silver,1366.0,768.0,NO,YES
2372,S2372,15.6,other,1920.0,1080.0,NO,NO
2373,S2373,13.5,other,1920.0,1080.0,NO,YES
2374,S2374,14.0,black,1366.0,768.0,NO,NO
2375,S2375,14.0,black,1920.0,1080.0,NO,YES
2376,S2376,11.6,black,1366.0,768.0,NO,NO
2377,S2377,14.0,silver,1920.0,1080.0,NO,NO
2378,S2378,13.3,other,1920.0,1080.0,NO,NO
2379,S2379,14.0,black,1600.0,900.0,NO,NO
2380,S2380,8.43,other,1920.0,1080.0,NO,YES
2381,S2381,14.0,other,1920.0,1080.0,NO,NO
2382,S2382,14.0,multicolor,1366.0,768.0,NO,YES
2383,S2383,11.6,other,1920.0,1080.0,YES,YES
2384,S2384,11.6,black,1366.0,768.0,NO,NO
2385,S2385,11.6,black,1920.0,1080.0,NO,YES
2386,S2386,11.6,black,1366.0,768.0,NO,NO
2387,S2387,15.6,silver,1920.0,1080.0,NO,YES
2388,S2388,15.6,multicolor,1920.0,1080.0,NO,YES
2389,S2389,14.0,other,1920.0,1080.0,NO,YES
2390,S2390,14.0,black,1920.0,1080.0,NO,YES
2391,S2391,14.0,silver,1920.0,1080.0,NO,YES
2392,S2392,14.0,multicolor,1366.0,768.0,NO,YES
2393,S2393,11.6,multicolor,1366.0,768.0,YES,YES
2394,S2394,13.5,silver,2256.0,1504.0,YES,YES
2395,S2395,11.6,black,1366.0,768.0,NO,YES
2396,S2396,14.0,other,1920.0,1080.0,NO,YES
2397,S2397,14.1,other,1920.0,1080.0,NO,YES
2398,S2398,14.0,black,1920.0,1200.0,NO,NO
2399,S2399,11.6,gray,1366.0,768.0,YES,YES
2400,S2400,14.0,black,1920.0,1080.0,YES,YES
2401,S2401,12.3,gray,2736.0,1824.0,YES,YES
2402,S2402,17.0,black,1920.0,1080.0,NO,NO
2403,S2403,11.6,black,1366.0,768.0,NO,YES
2404,S2404,15.6,silver,1920.0,1080.0,NO,YES
2405,S2405,17.0,gray,2560.0,1600.0,NO,NO
2406,S2406,14.0,silver,1920.0,1080.0,NO,YES
2407,S2407,14.0,other,1920.0,1080.0,NO,NO
2408,S2408,14.0,other,1280.0,720.0,NO,NO
2409,S2409,14.0,other,1280.0,720.0,NO,NO
2410,S2410,14.0,other,1920.0,1080.0,NO,NO
2411,S2411,7.0,black,1920.0,1080.0,NO,YES
2412,S2412,13.3,black,1920.0,1080.0,NO,NO
2413,S2413,15.6,blue,1920.0,1080.0,NO,YES
2414,S2414,14.0,black,2560.0,1440.0,YES,YES
2415,S2415,14.0,other,1280.0,720.0,YES,YES
2416,S2416,12.3,black,2736.0,1824.0,NO,NO
2417,S2417,12.5,other,1920.0,1080.0,NO,YES
2418,S2418,8.43,other,1920.0,1080.0,NO,YES
2419,S2419,15.6,multicolor,1920.0,1080.0,NO,NO
2420,S2420,15.6,black,1920.0,1080.0,YES,YES
2421,S2421,15.6,gray,1366.0,768.0,NO,NO
2422,S2422,14.0,other,1366.0,768.0,NO,YES
2423,S2423,10.1,silver,1920.0,1200.0,NO,NO
2424,S2424,14.0,other,1280.0,720.0,NO,YES
2425,S2425,8.43,other,1920.0,1080.0,NO,NO
2426,S2426,14.0,blue,1366.0,768.0,NO,NO
2427,S2427,15.6,blue,1920.0,1080.0,NO,YES
2428,S2428,14.0,silver,1920.0,1080.0,NO,YES
2429,S2429,14.0,white,1366.0,768.0,NO,YES
2430,S2430,14.0,white,1920.0,1200.0,NO,YES
2431,S2431,11.6,other,1366.0,768.0,NO,YES
2432,S2432,8.43,other,1920.0,1080.0,NO,NO
2433,S2433,17.3,other,1920.0,1080.0,NO,NO
2434,S2434,11.6,black,1366.0,768.0,NO,YES
2435,S2435,14.0,black,1920.0,1080.0,NO,YES
2436,S2436,15.4,other,1280.0,800.0,NO,NO
2437,S2437,15.6,silver,1920.0,1080.0,NO,YES
2438,S2438,15.0,silver,1920.0,1080.0,NO,YES
2439,S2439,11.6,blue,1366.0,768.0,NO,NO
2440,S2440,14.0,other,1280.0,720.0,NO,YES
2441,S2441,8.43,other,1920.0,1080.0,NO,NO
2442,S2442,8.43,other,1920.0,1080.0,NO,NO
2443,S2443,13.0,black,2880.0,1920.0,NO,NO
2444,S2444,11.6,black,1366.0,768.0,NO,NO
2445,S2445,8.43,other,1920.0,1080.0,YES,YES
2446,S2446,8.43,other,1920.0,1080.0,NO,NO
2447,S2447,14.0,other,1280.0,720.0,NO,NO
2448,S2448,8.43,black,1920.0,1080.0,NO,NO
2449,S2449,14.0,other,1920.0,1080.0,NO,NO
2450,S2450,15.6,other,1920.0,1080.0,NO,NO
2451,S2451,15.0,other,1920.0,1080.0,NO,YES
2452,S2452,8.43,silver,1920.0,1080.0,NO,NO
2453,S2453,11.6,black,1366.0,768.0,NO,YES
2454,S2454,8.43,other,1920.0,1080.0,YES,YES
2455,S2455,8.43,silver,1920.0,1080.0,NO,NO
2456,S2456,11.6,gray,1366.0,768.0,NO,NO
2457,S2457,14.0,silver,1920.0,1080.0,NO,YES
2458,S2458,14.0,other,1280.0,720.0,NO,NO
2459,S2459,8.43,other,1920.0,1080.0,NO,NO
2460,S2460,11.6,other,1920.0,1080.0,NO,NO
2461,S2461,14.0,black,1920.0,1080.0,NO,NO
2462,S2462,15.6,silver,1366.0,768.0,YES,YES
2463,S2463,14.0,other,1280.0,720.0,NO,YES
2464,S2464,13.0,black,1920.0,1280.0,NO,NO
2465,S2465,16.0,gray,1920.0,1200.0,YES,YES
2466,S2466,15.6,black,1600.0,900.0,NO,YES
2467,S2467,14.0,black,1920.0,1080.0,NO,YES
2468,S2468,13.9,other,1920.0,1080.0,NO,NO
2469,S2469,15.6,gray,1920.0,1080.0,NO,NO
2470,S2470,14.0,black,1920.0,1080.0,NO,YES
2471,S2471,14.0,other,1920.0,1080.0,NO,NO
2472,S2472,14.0,other,1280.0,720.0,NO,NO
2473,S2473,8.43,other,1920.0,1080.0,NO,NO
2474,S2474,16.0,multicolor,1920.0,1200.0,NO,NO
2475,S2475,14.1,other,1920.0,1080.0,NO,YES
2476,S2476,13.3,gray,1920.0,1080.0,NO,NO
2477,S2477,15.6,red,1920.0,1080.0,NO,YES
2478,S2478,15.6,other,1366.0,768.0,NO,YES
2479,S2479,14.0,black,1920.0,1080.0,NO,YES
2480,S2480,15.6,silver,1920.0,1080.0,NO,YES
2481,S2481,8.43,other,2880.0,1920.0,NO,NO
2482,S2482,13.3,black,1920.0,1080.0,NO,NO
2483,S2483,14.0,silver,1920.0,1080.0,NO,YES
2484,S2484,11.6,black,1920.0,1080.0,NO,YES
2485,S2485,14.0,other,1366.0,768.0,NO,NO
2486,S2486,15.6,silver,1366.0,768.0,NO,NO
2487,S2487,14.0,other,1280.0,720.0,YES,YES
2488,S2488,14.0,other,1280.0,720.0,NO,NO
2489,S2489,14.0,other,1280.0,720.0,NO,NO
2490,S2490,11.6,other,1366.0,768.0,NO,NO
2491,S2491,15.6,gray,1920.0,1080.0,NO,NO
2492,S2492,15.6,silver,1920.0,1080.0,NO,NO
2493,S2493,14.0,silver,1920.0,1080.0,YES,YES
2494,S2494,14.1,other,1280.0,720.0,NO,NO
2495,S2495,8.43,other,1920.0,1080.0,NO,NO
2496,S2496,14.0,other,1280.0,720.0,NO,NO
2497,S2497,14.0,other,1280.0,720.0,NO,NO
2498,S2498,14.1,other,1280.0,720.0,NO,NO
2499,S2499,14.0,black,1920.0,1080.0,NO,NO
2500,S2500,14.0,other,1280.0,720.0,NO,YES
2501,S2501,8.43,other,1920.0,1080.0,NO,NO
2502,S2502,14.0,other,1280.0,720.0,NO,NO
2503,S2503,8.43,black,1920.0,1080.0,NO,NO
2504,S2504,11.6,black,1366.0,768.0,NO,YES
2505,S2505,15.6,black,1366.0,768.0,NO,NO
2506,S2506,13.0,other,3000.0,2000.0,NO,YES
2507,S2507,15.6,other,1920.0,1080.0,NO,YES
2508,S2508,14.0,other,1920.0,1080.0,NO,NO
2509,S2509,14.0,multicolor,1600.0,900.0,NO,NO
2510,S2510,15.6,black,1024.0,768.0,YES,NO
2511,S2511,14.0,white,1920.0,1080.0,NO,YES
2512,S2512,8.43,other,1920.0,1080.0,NO,YES
2513,S2513,14.0,other,1920.0,1080.0,NO,NO
2514,S2514,14.0,other,1920.0,1200.0,NO,NO
2515,S2515,11.6,black,1366.0,768.0,NO,NO
2516,S2516,14.0,silver,1366.0,768.0,NO,NO
2517,S2517,16.0,silver,1920.0,1080.0,NO,YES
2518,S2518,11.6,gray,1366.0,768.0,NO,YES
2519,S2519,14.0,other,1280.0,720.0,NO,YES
2520,S2520,15.6,other,1280.0,720.0,NO,NO
2521,S2521,17.0,silver,1600.0,900.0,NO,NO
2522,S2522,15.6,black,1920.0,1080.0,NO,YES
2523,S2523,14.0,other,1920.0,1080.0,NO,YES
2524,S2524,15.6,gray,1366.0,768.0,NO,NO
2525,S2525,8.43,other,1920.0,1080.0,NO,YES
2526,S2526,14.0,gray,1366.0,768.0,NO,NO
2527,S2527,8.43,black,1920.0,1080.0,NO,YES
2528,S2528,14.0,other,1280.0,720.0,NO,YES
2529,S2529,14.0,other,1280.0,720.0,NO,NO
2530,S2530,17.3,gray,1600.0,900.0,NO,NO
2531,S2531,14.0,other,1280.0,720.0,NO,YES
2532,S2532,15.6,silver,1920.0,1080.0,NO,NO
2533,S2533,8.43,other,1920.0,1080.0,NO,YES
2534,S2534,8.43,other,1920.0,1080.0,NO,NO
2535,S2535,14.1,other,1280.0,720.0,NO,NO
2536,S2536,8.43,other,1920.0,1080.0,NO,NO
2537,S2537,15.4,other,1920.0,1080.0,NO,NO
2538,S2538,14.0,other,1920.0,1080.0,NO,NO
2539,S2539,14.0,gray,1366.0,768.0,NO,NO
2540,S2540,8.43,other,1920.0,1080.0,NO,YES
