,PROCESSOR_ID,PROCESSOR,PROCESSOR_SPEED,PROCESSOR_SPEED_UNIT
1946,P1946,intel core i5 7th generation,0.0,unknown
1947,P1947,intel celeron,2.16,GHz
1948,P1948,intel core i5 8th generation,1.6,GHz
1949,P1949,intel core i5 8th generation,2.6,GHz
1950,P1950,intel core i3 11th generation,3.0,GHz
1951,P1951,intel core i7 6th generation,2.6,GHz
1952,P1952,intel celeron,2.9,GHz
1953,P1953,mediatek 820 (8192),0.0,GHz
1954,P1954,intel celeron,2.6,GHz
1955,P1955,intel core i5 11th generation,2.6,GHz
1956,P1956,intel core i7 7th generation,0.0,unknown
1957,P1957,intel core i3 6th generation,2.3,GHz
1958,P1958,intel core i5 7th generation,2.6,GHz
1959,P1959,intel core i3-1215u,1.2,GHz
1960,P1960,i7-1165g7,0.0,unknown
1961,P1961,intel celeron,0.0,unknown
1962,P1962,intel core i5 8th generation,1.6,GHz
1963,P1963,intel core i7 12th generation,1.8,GHz
1964,P1964,intel celeron,0.0,unknown
1965,P1965,intel core i3 6th generation,2.2,GHz
1966,P1966,intel core i7 10th generation,2.7,GHz
1967,P1967,intel celeron n,2.16,GHz
1968,P1968,core i5-10210u,2.1,GHz
1969,P1969,intel core i5 8th generation,0.0,unknown
1970,P1970,intel core i5 1st generation,0.0,unknown
1971,P1971,intel core i7 6th generation,0.0,unknown
1972,P1972,intel core i5 7th generation,2.6,GHz
1973,P1973,intel corei7-8850h,2.4,GHz
1974,P1974,intel core i5 8th generation,1.7,GHz
1975,P1975,intel core i3 4th generation,1.9,GHz
1976,P1976,intel core i7 8th generation,1.6,GHz
1977,P1977,intel core i5 8th gen,2.6,GHz
1978,P1978,intel core i7 13th generation,2.4,GHz
1979,P1979,amd ryzen 7 pro 4750u,1.7,GHz
1980,P1980,intel core i5 8th generation,1.7,GHz
1981,P1981,intel core 2 duo,0.0,unknown
1982,P1982,undefined,0.0,unknown
1983,P1983,intel core i5,0.0,unknown
1984,P1984,intel core i5 6th generation,0.0,unknown
1985,P1985,intel core i7 8th generation,4.6,GHz
1986,P1986,undefined,0.0,unknown
1987,P1987,nvidia tegra k1,2.0,GHz
1988,P1988,intel core i7 3rd generation,2.9,GHz
1989,P1989,intel celeron,1.1,GHz
1990,P1990,intel core m-5y71,1.2,GHz
1991,P1991,intel core i3 6th generation,-3.1,GHz
1992,P1992,intel core i5 8th generation,0.0,unknown
1993,P1993,intel core i5,2.5,GHz
1994,P1994,intel core i5 3rd generation,2.6,GHz
1995,P1995,amd ryzen 7,2.2,GHz
1996,P1996,intel celeron,2.0,GHz
1997,P1997,intel core i7 7th generation,2.9,GHz
1998,P1998,undefined,0.0,unknown
1999,P1999,intel core i5 10th generation,1.6,GHz
2000,P2000,intel core i5 8th generation,0.0,unknown
2001,P2001,intel core i7 4th gen,2.7,GHz
2002,P2002,"intel core i7 3rd gen,  4 cores,  8 logical processors",2.1,GHz
2003,P2003,intel celeron,2.16,GHz
2004,P2004,intel core i5 11th generation,2.7,GHz
2005,P2005,intel pentium gold,2.4,GHz
2006,P2006,intel core i5-8265u,0.0,unknown
2007,P2007,intel core i5 6th generation,2.4,GHz
2008,P2008,intel celeron,2.6,GHz
2009,P2009,intel core i3 8th generation,2.3,GHz
2010,P2010,intel core 2 duo,2.2,GHz
2011,P2011,intel core i5,1.6,GHz
2012,P2012,intel core i5 5300u,2.3,GHz
2013,P2013,dual core,0.0,GHz
2014,P2014,intel core i5-6300u,2.3,GHz
2015,P2015,intel core i7 12th generation,4.7,GHz
2016,P2016,intel celeron,1.6,GHz
2017,P2017,intel celeron,1.6,GHz
2018,P2018,intel core i7 6th generation,3.4,GHz
2019,P2019,qualcomm snapdragon 7c gen 2,2.55,GHz
2020,P2020,intel core i5 6th generation,2.4,GHz
2021,P2021,intel core i5-6300u,2.4,GHz
2022,P2022,intel core i5 8th generation,3.4,GHz
2023,P2023,intel core i5 7th generation,0.0,unknown
2024,P2024,undefined,2.7,GHz
2025,P2025,intel i5 6th generation,2.3,GHz
2026,P2026,intel core i7 12th generation,2.9,GHz
2027,P2027,intel atom dual-core,1.66,GHz
2028,P2028,amd ryzen 5,2.1,GHz
2029,P2029,amd ryzen 7,3.3,GHz
2030,P2030,intel core i7 8th generation,1.9,GHz
2031,P2031,intel core i5 8th generation,1.7,GHz
2032,P2032,amd ryzen 9,3.3,GHz
2033,P2033,intel celeron n,2.6,GHz
2034,P2034,intel core,0.0,unknown
2035,P2035,intel celeron,2.48,GHz
2036,P2036,intel celeron,2.4,GHz
2037,P2037,intel core i5 11th generation,2.4,GHz
2038,P2038,intel i5,2.5,GHz
2039,P2039,intel core i7 12th generation,0.0,unknown
2040,P2040,intel core i5-6300u,2.4,GHz
2041,P2041,intel celeron n4500,1.1,GHz
2042,P2042,intel celeron n,2.16,GHz
2043,P2043,intel core i5 6300u,2.4,GHz
2044,P2044,intel core i5 10th generation,1.1,GHz
2045,P2045,intel core i5 6th generation,2.4,GHz
2046,P2046,intel i5,2.3,GHz
2047,P2047,intel celeron n,1.1,GHz
2048,P2048,intel core i5 8th generation,3.6,GHz
2049,P2049,intel core i5 7th generation,2.6,GHz
2050,P2050,intel celeron,1.6,GHz
2051,P2051,intel core 2 duo,2.0,GHz
2052,P2052,amd a6-7310 apu,2.0,GHz
2053,P2053,intel xeon,3.0,GHz
2054,P2054,intel core i7 5th generation,2.6,GHz
2055,P2055,intel i7 2nd generation,1.7,GHz
2056,P2056,amd a8-7410 4-core 2.50ghz,2.5,GHz
2057,P2057,quad-core intel n100,3.4,GHz
2058,P2058,intel inside,1.1,GHz
2059,P2059,intel core i5 8th generation,1.6,GHz
2060,P2060,rockchip rk 3288,0.0,unknown
2061,P2061,intel core i7 8th generation,1.8,GHz
2062,P2062,intel celeron,1.6,GHz
2063,P2063,intel celeron n,2.16,GHz
2064,P2064,intel core i5 4th generation 2.70ghz,2.7,GHz
2065,P2065,intel celeron,2.0,GHz
2066,P2066,i7-6600u,2.6,GHz
2067,P2067,amd ryzen 7,2.0,GHz
2068,P2068,intel core i7 8th generation,1.9,GHz
2069,P2069,intel core i-5,0.0,unknown
2070,P2070,intel core i7-5600u,2.6,GHz
2071,P2071,intel celeron n,2.16,GHz
2072,P2072,intel core i3 5th generation,2.1,GHz
2073,P2073,amd a4 dual-core,1.6,GHz
2074,P2074,intel core i7 8th generation,3.9,GHz
2075,P2075,intel celeron,1.1,GHz
2076,P2076,intel core i7 6th generation,0.0,unknown
2077,P2077,intel core i7 6th generation,2.6,GHz
2078,P2078,amd e-series,0.0,unknown
2079,P2079,amd a6-9220c,1.8,GHz
2080,P2080,intel core i7 8th generation,1.9,GHz
2081,P2081,amd radeon r4,1.6,GHz
2082,P2082,intel core i5 1st generation,2.66,GHz
2083,P2083,intel core i5 2nd generation,1.6,GHz
2084,P2084,intel core i5 11th generation,2.4,GHz
2085,P2085,intel core i3 12th generation,1.5,GHz
2086,P2086,intel core i7 7th generation,2.8,GHz
2087,P2087,intel core i7 4th generation,2.0,GHz
2088,P2088,undefined,0.0,unknown
2089,P2089,intel core i3 5th generation,2.0,GHz
2090,P2090,intel core i5 8th generation,0.0,GHz
2091,P2091,intel core i7 10th generation,1.8,GHz
2092,P2092,intel core i5 9th generation,2.5,GHz
2093,P2093,intel core i7,4.2,GHz
2094,P2094,undefined,0.0,unknown
2095,P2095,intel core i5 11th generation,2.4,GHz
2096,P2096,qualcomm msm8909,0.0,unknown
2097,P2097,intel celeron,1.6,GHz
2098,P2098,intel core i5 4th generation,2.6,GHz
2099,P2099,intel core i7 8th generation,1.9,GHz
2100,P2100,core i5,2.3,GHz
2101,P2101,intel celeron n,2.16,GHz
2102,P2102,intel core i5 8th generation,1.7,GHz
2103,P2103,intel core i3 11th generation,2.9,GHz
2104,P2104,intel core i5 4th generation,2.6,GHz
2105,P2105,intel celeron n,1.6,GHz
2106,P2106,intel core i7 6th generation,0.0,unknown
2107,P2107,intel core i5 6th generation,2.3,GHz
2108,P2108,intel core i7 4th generation,0.0,unknown
2109,P2109,intel celeron,1.6,GHz
2110,P2110,intel core,0.0,unknown
2111,P2111,intel core i3 4th generation,1.7,GHz
2112,P2112,intel core i5 8th generation,3.6,GHz
2113,P2113,undefined,0.0,unknown
2114,P2114,intel core i5 10th generation,1.7,GHz
2115,P2115,intel celeron n,1.1,GHz
2116,P2116,intel core i7 6th generation,2.6,GHz
2117,P2117,intel core i7 13th generation,1.7,GHz
2118,P2118,intel core i5 2nd generation,2.6,GHz
2119,P2119,intel core i7 7th generation,2.8,GHz
2120,P2120,undefined,0.0,unknown
2121,P2121,amd a4-5000,1.5,GHz
2122,P2122,pentium d,0.0,unknown
2123,P2123,intel core i5 11th generation,0.0,unknown
2124,P2124,intel core i7-7700hq cpu,2.8,GHz
2125,P2125,amd a9,2.7,GHz
2126,P2126,intel celeron,1.6,GHz
2127,P2127,intel core i5 8th generation,1.6,GHz
2128,P2128,intel core i5 5th generation,2.2,GHz
2129,P2129,intel core i5 2nd generation,0.0,unknown
2130,P2130,intel core i7 6th generation,2.6,GHz
2131,P2131,intel core i5-7200u,2.6,GHz
2132,P2132,undefined,2.6,GHz
2133,P2133,intel core i5-l16g7,4.8,GHz
2134,P2134,intel i3-5020u,2.2,GHz
2135,P2135,intel celeron,1.0,GHz
2136,P2136,intel core i7 3.40 ghz (max turbo speed: 3.80 ghz),3.4,GHz
2137,P2137,not applicable,0.0,unknown
2138,P2138,intel core i7 7th generation,2.7,GHz
2139,P2139,intel core i7 8th generation,4.0,GHz
2140,P2140,intel core i7,2.6,GHz
2141,P2141,amd ryzen 7,0.0,unknown
2142,P2142,not applicable,0.0,unknown
2143,P2143,intel core i5 6th generation,2.3,GHz
2144,P2144,intel core i5 4th generation,2.6,GHz
2145,P2145,intel core i7 11th generation,4.7,GHz
2146,P2146,intel celeron n,0.0,unknown
2147,P2147,i5,0.0,unknown
2148,P2148,undefined,0.0,unknown
2149,P2149,i5 l16g7,0.0,unknown
2150,P2150,undefined,0.0,unknown
2151,P2151,intel core i7 13th gen,0.0,unknown
2152,P2152,intel core i5 8th gen,3.9,GHz
2153,P2153,intel core i3 3rd generation,2.5,GHz
2154,P2154,intel core i5-2520m,2.5,GHz
2155,P2155,amd ryzen 5-3550h,2.1,GHz
2156,P2156,intel core i7 11th generation,2.3,GHz
2157,P2157,"6300u, core i5",0.0,unknown
2158,P2158,intel core i7 8th generation,1.8,GHz
2159,P2159,intel core i5 10th generation,4.2,GHz
2160,P2160,intel celeron,1.9,GHz
2161,P2161,undefined,0.0,unknown
2162,P2162,intel core i7 8th generation,1.8,GHz
2163,P2163,undefined,0.0,unknown
2164,P2164,amd ryzen 5 3rd generation,2.1,GHz
2165,P2165,undefined,0.0,unknown
2166,P2166,intel core i7 7th generation,2.8,GHz
2167,P2167,intel celeron n,1.1,GHz
2168,P2168,intel core i5 8th generation,1.6,GHz
2169,P2169,undefined,0.0,unknown
2170,P2170,undefined,0.0,unknown
2171,P2171,undefined,0.0,unknown
2172,P2172,undefined,0.0,unknown
2173,P2173,intel core i7 8th generation,4.6,GHz
2174,P2174,apple m1,3.2,GHz
2175,P2175,intel core i5 4th generation,2.6,GHz
2176,P2176,intel core i5 6th generation,3.0,GHz
2177,P2177,intel celeron n2840,0.0,unknown
2178,P2178,intel core i7 8th generation,1.9,GHz
2179,P2179,intel celeron n3050 1.6ghz dual-core,1.6,GHz
2180,P2180,undefined,0.0,unknown
2181,P2181,undefined,0.0,unknown
2182,P2182,13th gen intelÂ® coreâ„¢ i5-13420h processor,0.0,unknown
2183,P2183,intel core i5 3rd generation,3.0,GHz
2184,P2184,intel core i5 3rd generation,3.0,GHz
2185,P2185,intel core,2.4,GHz
2186,P2186,intel celeron n,2.48,GHz
2187,P2187,intel core i5 6th generation,2.3,GHz
2188,P2188,undefined,0.0,unknown
2189,P2189,arm rockchip rk3288 cortex a17 quad-core,1.8,GHz
2190,P2190,undefined,0.0,unknown
2191,P2191,intel celeron n,1.1,GHz
2192,P2192,intel core i7 8th generation,4.6,GHz
2193,P2193,undefined,0.0,unknown
2194,P2194,undefined,0.0,unknown
2195,P2195,undefined,0.0,unknown
2196,P2196,backpack,0.0,unknown
2197,P2197,intel core i5 4th generation,2.6,GHz
2198,P2198,intel core i7 i7-1355u,1.7,GHz
2199,P2199,undefined,0.0,unknown
2200,P2200,intel,0.0,unknown
2201,P2201,undefined,0.0,unknown
2202,P2202,intel core i9 13th generation,0.0,unknown
2203,P2203,undefined,0.0,unknown
2204,P2204,amd a6 quad-core,2.0,GHz
2205,P2205,intel core i5 4th generation,2.6,GHz
2206,P2206,undefined,0.0,unknown
2207,P2207,undefined,0.0,unknown
2208,P2208,intel core i5 12th generation,0.0,unknown
2209,P2209,intel core i7 8th generation,0.0,unknown
2210,P2210,intel celeron,1.4,GHz
2211,P2211,intel core i3/i5,1.7,GHz
2212,P2212,intel core i5 8th generation,1.6,GHz
2213,P2213,intel core i7 6th generation,2.4,GHz
2214,P2214,intel core i5 4th generation,1.9,GHz
2215,P2215,intel core i5 3rd generation,2.6,GHz
2216,P2216,intel celeron n3060,1.6,GHz
2217,P2217,intel core i5 4th generation,0.0,unknown
2218,P2218,intel core i5 3rd generation,2.5,GHz
2219,P2219,intel celeron n,1.1,GHz
2220,P2220,intel core i5 1st generation,2.4,GHz
2221,P2221,intel core 2 duo,0.0,unknown
2222,P2222,intel core 2 duo,1.6,GHz
2223,P2223,intel core i3,0.0,unknown
2224,P2224,intel core i7 3rd generation,2.7,GHz
2225,P2225,intel core i5-6300u,2.4,GHz
2226,P2226,intel core 2 duo,2.26,GHz
2227,P2227,intel core i7 7th generation,2.8,GHz
2228,P2228,intel celeron n,1.1,GHz
2229,P2229,intel core i5 4th generation,2.6,GHz
2230,P2230,intel core i3,0.0,unknown
2231,P2231,not applicable,0.0,unknown
2232,P2232,intel core i3 6th generation,2.3,GHz
2233,P2233,amd ryzen 3,0.0,unknown
2234,P2234,microsoft sq2,1.8,GHz
2235,P2235,intel core i5 11th generation,2.4,GHz
2236,P2236,intel core i5 11th generation,2.4,GHz
2237,P2237,amd ryzen 7 pro 6850u,0.0,unknown
2238,P2238,intel core i7 8th generation,1.9,GHz
2239,P2239,intel core i5 6th gen,2.5,GHz
2240,P2240,intel core i7 7th generation,0.0,unknown
2241,P2241,amd ryzen 7 quad-core,2.2,GHz
2242,P2242,intel i5-2520m,2.5,GHz
2243,P2243,intel core i3 4th generation,1.7,GHz
2244,P2244,intel core i5-1235u,0.0,unknown
2245,P2245,intel core i7 5th generation,2.6,GHz
2246,P2246,amd ryzen 7,3.2,GHz
2247,P2247,intel core i7,3.0,GHz
2248,P2248,amd a8 quad-core,2.0,GHz
2249,P2249,intel core i5 2nd generation,2.5,GHz
2250,P2250,i5,2.3,GHz
2251,P2251,intel celeron,1.4,GHz
2252,P2252,intel core 2 duo,2.8,GHz
2253,P2253,intel celeron,1.1,GHz
2254,P2254,intel celeron,1.6,GHz
2255,P2255,intel celeron n,1.1,GHz
2256,P2256,intel core 2 duo,1.66,GHz
2257,P2257,intel core i7 8th generation,1.9,GHz
2258,P2258,intel core i3 8th generation,0.0,unknown
2259,P2259,intel core i5 8th generation,1.7,GHz
2260,P2260,intel core i7 11th generation,3.8,GHz
2261,P2261,intel core i5 7th generation,2.6,GHz
2262,P2262,intel core i3 11th generation,4.1,GHz
2263,P2263,undefined,0.0,unknown
2264,P2264,intel core i5 5th generation,2.2,GHz
2265,P2265,intel core i7 11th generation,4.7,GHz
2266,P2266,intel core i5 3rd generation,3.0,GHz
2267,P2267,intel core i5 7th generation,2.6,GHz
2268,P2268,intel celeron,2.5,GHz
2269,P2269,intel core i7 12th generation,2.3,GHz
2270,P2270,intel core i5 6th gen,2.4,GHz
2271,P2271,intel celeron,1.6,GHz
2272,P2272,see photos,0.0,unknown
2273,P2273,intel core i7-4700 @ 2.4 ghz,2.4,GHz
2274,P2274,undefined,0.0,unknown
2275,P2275,intel core i7 13th generation,5.0,GHz
2276,P2276,core i7 8th generation,0.0,unknown
2277,P2277,intel core i5 4th generation,2.1,GHz
2278,P2278,i7-6500u,2.5,GHz
2279,P2279,intel celeron m,1.5,GHz
2280,P2280,intel celeron,1.1,GHz
2281,P2281,intel,1.83,GHz
2282,P2282,intel core i5 6th generation,2.4,GHz
2283,P2283,intel core i5 9th generation,2.4,GHz
2284,P2284,intel core i7 10th generation,1.8,GHz
2285,P2285,intel core i5 3rd generation,3.0,GHz
2286,P2286,intel celeron,1.1,GHz
2287,P2287,undefined,0.0,unknown
2288,P2288,undefined,0.0,unknown
2289,P2289,amd ryzen 3,2.0,GHz
2290,P2290,intel celeron n,1.6,GHz
2291,P2291,intel celeron n,1.6,GHz
2292,P2292,amd ryzen 7,2.0,GHz
2293,P2293,undefined,0.0,unknown
2294,P2294,intel core i5 6th generation,2.4,GHz
2295,P2295,see title/description,0.0,unknown
2296,P2296,intel atom x5 z8350,1.44,GHz
2297,P2297,intel core i7 12th generation,1.3,GHz
2298,P2298,intel core i5 6th generation,2.4,GHz
2299,P2299,intel core i5 5th generation,2.3,GHz
2300,P2300,intel core i7 8th generation,4.1,GHz
2301,P2301,intel core i5 6th generation,2.4,GHz
2302,P2302,amd ryzen 5,3.3,GHz
2303,P2303,intel core i5 4th generation,2.6,GHz
2304,P2304,not applicable,0.0,unknown
2305,P2305,intel celeron n,0.0,unknown
2306,P2306,amd ryzen 7,4.3,GHz
2307,P2307,intel core i7 8th generation,1.8,GHz
2308,P2308,intel core i5 4th generation,2.6,GHz
2309,P2309,intel core i5 3rd generation,3.1,GHz
2310,P2310,intel centrino,0.0,unknown
2311,P2311,intel atom single-core,1.66,GHz
2312,P2312,intel core  i5-8350u,1.7,GHz
2313,P2313,intel core i7,0.0,unknown
2314,P2314,intel core i5 10th generation,2.5,GHz
2315,P2315,intel core i5 7th gen,1.2,GHz
2316,P2316,intel core i7 2nd generation,0.0,unknown
2317,P2317,arm rockchip rk3288 cortex a17 quad-core,1.8,GHz
2318,P2318,intel core i5 2nd generation,2.5,GHz
2319,P2319,intel core i5 7th generation,2.6,GHz
2320,P2320,intel core i7 8th generation,1.7,GHz
2321,P2321,intel core i7 extreme 4th generation,2.6,GHz
2322,P2322,intel celeron,1.4,GHz
2323,P2323,intel core i7 4th generation,2.4,GHz
2324,P2324,intel core i5 4th generation,1.6,GHz
2325,P2325,intel core i3 3rd generation,0.0,unknown
2326,P2326,intel core i5 5th generation,2.7,GHz
2327,P2327,intel core i5 3rd generation,3.0,GHz
2328,P2328,intel core i5 4th generation,2.6,GHz
2329,P2329,intel celeron n,1.1,GHz
2330,P2330,undefined,0.0,unknown
2331,P2331,pentium m,1.86,GHz
2332,P2332,intel core i7-8650u,1.9,GHz
2333,P2333,intel core i5 6th generation,2.8,GHz
2334,P2334,i7-3630qm@2.4ghz,2.4,GHz
2335,P2335,undefined,0.0,unknown
2336,P2336,amd a10,0.0,unknown
2337,P2337,intel core i5 3rd generation,3.0,GHz
2338,P2338,undefined,0.0,unknown
2339,P2339,intel core i7 8th generation,1.9,GHz
2340,P2340,intel core 2 duo,0.0,unknown
2341,P2341,intel core i5 4th generation,2.6,GHz
2342,P2342,undefined,0.0,unknown
2343,P2343,intel pentium silver,1.1,GHz
2344,P2344,intel core i5 5th generation,2.7,GHz
2345,P2345,intel core i5 8th generation,1.6,GHz
2346,P2346,intel core i5 6th generation,2.4,GHz
2347,P2347,intel core i7 13th generation,0.0,unknown
2348,P2348,6300u,2.4,GHz
2349,P2349,i7 7th,2.8,GHz
2350,P2350,8265u,1.6,GHz
2351,P2351,undefined,0.0,unknown
2352,P2352,undefined,0.0,unknown
2353,P2353,intel core i5 6th generation,2.8,GHz
2354,P2354,intel core i5 6th generation,2.8,GHz
2355,P2355,"intel core 2 duo, intel core 2 duo t7100 (1.8ghz)",1.8,GHz
2356,P2356,i7-1165g7,2.8,GHz
2357,P2357,undefined,0.0,unknown
2358,P2358,amd ryzen 5,2.1,GHz
2359,P2359,intel core i5 11th generation,0.0,unknown
2360,P2360,intel core i5 8th generation,1.7,GHz
2361,P2361,intel core i5 6th generation,2.4,GHz
2362,P2362,undefined,0.0,unknown
2363,P2363,intel core i5 4th generation,3.0,GHz
2364,P2364,intel core i7 9th generation,2.6,GHz
2365,P2365,intel core i5 10th generation,1.6,GHz
2366,P2366,intel core i5 13th generation,0.0,unknown
2367,P2367,amd ryzen 3,3.5,GHz
2368,P2368,amd ryzen 7 pro 4750u,1.7,GHz
2369,P2369,intel core i5,2.6,GHz
2370,P2370,intel celeron n3050,1.6,GHz
2371,P2371,intel celeron n,1.1,GHz
2372,P2372,intel core i5 7th generation,2.5,GHz
2373,P2373,intel core i5,0.0,unknown
2374,P2374,intel core i5 6th generation,2.4,GHz
2375,P2375,intel core i7 8th generation,1.9,GHz
2376,P2376,intel celeron,1.1,GHz
2377,P2377,qualcommÂ® snapdragonâ„¢ 8cx gen 2,0.0,unknown
2378,P2378,intel core i3 7th generation,2.3,GHz
2379,P2379,intel core i5 mobile,3.3,GHz
2380,P2380,i5,1.9,GHz
2381,P2381,intel core i5 8th generation,0.0,unknown
2382,P2382,intel celeron n,2.16,GHz
2383,P2383,intel i5 6th generation,2.3,GHz
2384,P2384,intel celeron n,1.6,GHz
2385,P2385,intel celeron n,2.4,GHz
2386,P2386,intel celeron n,1.1,GHz
2387,P2387,intel core i5 11th generation,2.4,GHz
2388,P2388,intel core i7 8th generation,1.8,GHz
2389,P2389,intel core i5 6th generation,2.4,GHz
2390,P2390,amd ryzen 7,1.7,GHz
2391,P2391,i5-8350,3.6,GHz
2392,P2392,intel celeron n,2.16,GHz
2393,P2393,intel celeron n,2.4,GHz
2394,P2394,intel core i5 8th generation,1.7,GHz
2395,P2395,intel celeron,1.6,GHz
2396,P2396,intel core i5 10th generation,1.6,GHz
2397,P2397,intel core i5 8th generation,0.0,unknown
2398,P2398,intel core i7 12th generation,4.7,GHz
2399,P2399,intel celeron,1.4,GHz
2400,P2400,intel core i3 10th generation,2.1,GHz
2401,P2401,intel core i7 8th generation,1.9,GHz
2402,P2402,intel core i7 12th generation,0.0,unknown
2403,P2403,amd a4-9120c,1.6,GHz
2404,P2404,intel core i7 9850h,2.6,GHz
2405,P2405,intel core i7 13th generation,0.0,unknown
2406,P2406,intel celeron n,1.6,GHz
2407,P2407,intel core i5 6th generation,2.8,GHz
2408,P2408,intel core i5 4th generation,2.6,GHz
2409,P2409,intel core i5 4th generation,2.6,GHz
2410,P2410,intel core i7 4th generation,2.1,GHz
2411,P2411,intel a100,0.0,unknown
2412,P2412,intel core i7 8th generation,4.8,GHz
2413,P2413,intel pentium silver,1.1,GHz
2414,P2414,intel core i7 6th generation,2.6,GHz
2415,P2415,intel core i5 5th generation,2.7,GHz
2416,P2416,intel core i5 10th generation,1.1,GHz
2417,P2417,intel core i5 6th generation,2.8,GHz
2418,P2418,not applicable,0.0,unknown
2419,P2419,intel core i7 7th generation,0.0,unknown
2420,P2420,intel core i7 10th generation,2.6,GHz
2421,P2421,intel core i5 8th generation,1.6,GHz
2422,P2422,intel celeron,1.4,GHz
2423,P2423,undefined,2.6,GHz
2424,P2424,intel core i5 4th generation,2.6,GHz
2425,P2425,undefined,0.0,unknown
2426,P2426,amd ryzen 7,4.2,GHz
2427,P2427,intel core i5 10th generation,1.2,GHz
2428,P2428,amd e-series,1.8,GHz
2429,P2429,intel celeron,1.1,GHz
2430,P2430,intel core i5 8th generation,3.0,GHz
2431,P2431,mediatek,2.1,GHz
2432,P2432,undefined,0.0,unknown
2433,P2433,intel core i3-1220p,0.0,unknown
2434,P2434,intel celeron n,2.48,GHz
2435,P2435,intel core i5 4th generation,0.0,unknown
2436,P2436,amd turion 64,2.0,GHz
2437,P2437,intel core i5-10310u,1.7,GHz
2438,P2438,intel core i5 7th generation,0.0,unknown
2439,P2439,intel celeron,0.0,unknown
2440,P2440,intel core i5 5th generation,2.7,GHz
2441,P2441,undefined,0.0,unknown
2442,P2442,undefined,0.0,unknown
2443,P2443,microsoft sq2,3.0,GHz
2444,P2444,intel celeron n,2.8,GHz
2445,P2445,undefined,0.0,unknown
2446,P2446,undefined,0.0,unknown
2447,P2447,intel core i5 3rd generation,3.0,GHz
2448,P2448,undefined,0.0,unknown
2449,P2449,intel core i7 7th generation,3.5,GHz
2450,P2450,intel core i5 â€‹â€‹12th generation,4.0,GHz
2451,P2451,amd a10,0.0,unknown
2452,P2452,intel core i7 13th generation,5.0,GHz
2453,P2453,intel celeron,2.16,GHz
2454,P2454,i5-10210u,2.1,GHz
2455,P2455,intel core i5-6300u,0.0,unknown
2456,P2456,intel celeron n,1.1,GHz
2457,P2457,amd ryzen 5 5500u,2.1,GHz
2458,P2458,intel core i5 4th generation,2.6,GHz
2459,P2459,undefined,0.0,unknown
2460,P2460,intel celeron,0.0,unknown
2461,P2461,intel core i5-4200u,1.9,GHz
2462,P2462,i5,2.4,GHz
2463,P2463,intel core i5 4th generation,0.0,unknown
2464,P2464,undefined,0.0,unknown
2465,P2465,intel core i5 13th generation,0.0,unknown
2466,P2466,intel core i5 3rd generation,2.6,GHz
2467,P2467,intel core i5 6th generation,2.4,GHz
2468,P2468,a10-8730b,2.4,GHz
2469,P2469,intel core i5 13th generation,4.6,GHz
2470,P2470,intel core i7 11th generation,1.8,GHz
2471,P2471,intel core i5 6th generation,2.8,GHz
2472,P2472,intel core i5 4th generation,2.6,GHz
2473,P2473,amd ryzen 5 5500u,0.0,unknown
2474,P2474,intel core i7 13th generation,0.0,unknown
2475,P2475,intel core 2 duo,2.4,GHz
2476,P2476,intel core i5 8th generation,1.6,GHz
2477,P2477,intel pentium n-series,1.8,GHz
2478,P2478,intelÂ® coreâ„¢ i5 i5-5200u,2.2,GHz
2479,P2479,intel core i5 11th generation,2.4,GHz
2480,P2480,intel core i7 11th generation,2.8,GHz
2481,P2481,intel core i5 11th generation,0.0,unknown
2482,P2482,intel core i5-8365u,1.6,GHz
2483,P2483,amd ryzen 5,4.3,GHz
2484,P2484,intel celeron n,2.16,GHz
2485,P2485,intel core i5 1st generation,2.5,GHz
2486,P2486,intel core i3-1115g4,4.1,GHz
2487,P2487,intel core i5 4th generation,2.6,GHz
2488,P2488,intel core i5 4th generation,0.0,unknown
2489,P2489,intel core i5 4th generation,0.0,unknown
2490,P2490,intel celeron n,1.6,GHz
2491,P2491,intel core i7 12th generation,0.0,unknown
2492,P2492,intel core i7 8th generation,4.3,GHz
2493,P2493,qualcomm snapdragon 7c,2.5,GHz
2494,P2494,intel core duo t2300,1.99,GHz
2495,P2495,undefined,0.0,unknown
2496,P2496,intel core i5 5th generation,2.7,GHz
2497,P2497,intel core i5 3rd generation,0.0,unknown
2498,P2498,intel core duo t2300,1.99,GHz
2499,P2499,"6300u,  core i5",2.4,GHz
2500,P2500,intel core i5 3rd generation,3.0,GHz
2501,P2501,undefined,0.0,unknown
2502,P2502,intel core i5 3rd generation,3.0,GHz
2503,P2503,amd ryzen 7 5825u,4.5,GHz
2504,P2504,intel celeron n,0.0,unknown
2505,P2505,intel core i5 5th generation,2.2,GHz
2506,P2506,intel core i7 8th generation,1.9,GHz
2507,P2507,intel core i7-6820hq,2.7,GHz
2508,P2508,intel core i5 8th generation,2.6,GHz
2509,P2509,intel core i5 3rd generation,2.6,GHz
2510,P2510,intel celeron n3050,1.6,GHz
2511,P2511,intel core i5 10th generation,1.2,GHz
2512,P2512,undefined,0.0,unknown
2513,P2513,intel core i5 3rd generation,2.8,GHz
2514,P2514,intel core i5 13th generation,4.6,GHz
2515,P2515,intel celeron,2.16,GHz
2516,P2516,intel celeron n,1.1,GHz
2517,P2517,13th gen intelÂ® coreâ„¢ i9-13900h processor,0.0,unknown
2518,P2518,intel celeron,1.1,GHz
